OlinkID,epvs_1_nobs,epvs_1_beta,epvs_1_se,epvs_1_pvalue,epvs_1_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20438,906,-0.04490998729908087,0.031182010607614916,0.15014946144874755,0.9721282119571041,19.364964768188074,Q6UXK5,LRRN1,Inflammation,Unique Protein
OID20439,906,0.036725625684402324,0.030004890463812398,0.22128250458190502,0.9721282119571041,22.640700870887816,Q9HCU5,PREB,Inflammation,Unique Protein
OID20440,906,-0.03481341406516913,0.02966760152811567,0.24093155072507466,0.9721282119571041,75.51413479301999,Q13007,IL24,Inflammation,Unique Protein
OID20441,906,0.004312030349001203,0.03073378040311988,0.8884528082003471,0.9887405253818697,56.82637189594944,Q9UPV0,CEP164,Inflammation,Unique Protein
OID20442,906,-0.0325502318706732,0.030574313665254607,0.2873352526015878,0.9721282119571041,44.44320334646435,O60934,NBN,Inflammation,Unique Protein
OID20443,906,-0.0041897439936909005,0.03036239162429736,0.8902787321677199,0.9887405253818697,44.00918429661865,Q96P31,FCRL3,Inflammation,Unique Protein
OID20444,906,-0.046369153788777547,0.030218318190348602,0.12527105155731783,0.9721282119571041,46.23530058211611,Q9Y478,PRKAB1,Inflammation,Unique Protein
OID20445,906,0.04198431136554678,0.02876838434451273,0.1448124582999235,0.9721282119571041,49.70535334698695,Q8TCS8,PNPT1,Inflammation,Unique Protein
OID20446,906,-0.022343587966798525,0.029284992099715582,0.44568424970258935,0.9721282119571041,45.46664449338745,Q5T4W7,ARTN,Inflammation,Unique Protein
OID20447,906,0.023916948530092647,0.030628955226210376,0.43509322219603463,0.9721282119571041,38.675053486387775,Q5R372,RABGAP1L,Inflammation,Unique Protein
OID20448,906,-0.04969715709316611,0.029941507081515592,0.09730732138734938,0.9721282119571041,45.278415623434164,Q969V3,NCLN,Inflammation,Unique Protein
OID20449,906,-0.0282418212875105,0.03283498269989283,0.3899592586246624,0.9721282119571041,26.739425433157088,Q8N6P7,IL22RA1,Inflammation,Unique Protein
OID20450,906,-0.04243375306114128,0.030088409818421796,0.15880180757319354,0.9721282119571041,80.80649988561991,P14784,IL2RB,Inflammation,Unique Protein
OID20451,906,0.01968737769074137,0.030593334420638833,0.520054406631322,0.9721282119571041,66.67122054021792,Q13459,MYO9B,Inflammation,Unique Protein
OID20452,906,0.02245256564228738,0.029993221218210304,0.4543044604659141,0.9721282119571041,43.18469629954743,P19801,AOC1,Inflammation,Unique Protein
OID20453,906,-0.023534553242535946,0.03154831060712032,0.45587482567696613,0.9721282119571041,40.919860523329646,Q9NYY1,IL20,Inflammation,Unique Protein
OID20454,906,0.01517707868300421,0.030423249927491767,0.6179988310115834,0.9842338442300496,51.46574703245831,P57771,RGS8,Inflammation,Unique Protein
OID20455,906,-0.008187647109253085,0.030384885347295724,0.7876350908954938,0.9842338442300496,55.82004800111024,P20809,IL11,Inflammation,Unique Protein
OID20456,906,-0.03652665152293719,0.031253241930354544,0.2428264974229325,0.9721282119571041,35.59066468465264,Q96PD4,IL17F,Inflammation,Unique Protein
OID20457,906,0.04522104384672083,0.030637996482158866,0.14030518710245807,0.9721282119571041,27.715294351221438,O76038,SCGN,Inflammation,Unique Protein
OID20458,906,0.019482067918012276,0.035567534100832944,0.5840026338697801,0.9739201053530979,22.895760871873936,O95715,CXCL14,Inflammation,Unique Protein
OID20459,906,-0.015092791408068459,0.032902321013241295,0.6465513996195082,0.9842338442300496,42.91391019809134,Q03426,MVK,Inflammation,Unique Protein
OID20460,906,-0.015736684820318786,0.037462530934028654,0.6745401907796855,0.9842338442300496,24.723663701784666,O14904,WNT9A,Inflammation,Unique Protein
OID20461,906,0.011118808465776817,0.03134326838764651,0.7228665675192935,0.9842338442300496,25.622946262790535,P26951,IL3RA,Inflammation,Unique Protein
OID20462,906,0.015057187487158362,0.031102336639360954,0.6284222107260922,0.9842338442300496,50.50284146528743,Q9Y3P8,SIT1,Inflammation,Unique Protein
OID20463,906,-0.05624446264519558,0.031149014513249043,0.07131149139975958,0.9721282119571041,50.38439245319846,Q96DB9,FXYD5,Inflammation,Unique Protein
OID20464,906,-0.028885771686047494,0.029900275589155853,0.33427286008098467,0.9721282119571041,31.39252946275289,P48061,CXCL12,Inflammation,Unique Protein
OID20465,906,0.04051944299525166,0.02929660936305776,0.1669903284919617,0.9721282119571041,93.34567480944578,Q99748,NRTN,Inflammation,Unique Protein
OID20466,906,-0.07392385816595488,0.03054875561458915,0.015726820425727435,0.9721282119571041,52.523655670984105,Q13574,DGKZ,Inflammation,Unique Protein
OID20467,906,0.02530729377779099,0.02916773750000929,0.3858229221044358,0.9721282119571041,71.34113034190173,Q9Y2J8,PADI2,Inflammation,Unique Protein
OID20468,906,-0.02052574651488149,0.0304863195540259,0.500946677240384,0.9721282119571041,34.678108091141276,Q04759,PRKCQ,Inflammation,Unique Protein
OID20469,906,-0.0548703244077253,0.03164298000944587,0.08325847894266711,0.9721282119571041,36.018458890942085,Q16552,IL17A,Inflammation,Unique Protein
OID20470,906,-0.0075558613459038365,0.02998921373521102,0.8011361740169175,0.9842338442300496,55.484820070661044,Q12968,NFATC3,Inflammation,Unique Protein
OID20471,906,0.022011193056039303,0.030819128629394683,0.475288401776896,0.9721282119571041,32.05506790402733,Q14435,GALNT3,Inflammation,Unique Protein
OID20472,906,0.028109163843313485,0.029019332816627403,0.3329915846229228,0.9721282119571041,227.40039641593364,P05113,IL5,Inflammation,Unique Protein
OID20474,906,0.007452692035372205,0.03216930839615074,0.8168472036473181,0.9842338442300496,93.5573090043232,Q92844,TANK,Inflammation,Unique Protein
OID20475,906,-0.029523025179617322,0.030583094116886027,0.3346392141991592,0.9721282119571041,53.147909247082914,O43597,SPRY2,Inflammation,Unique Protein
OID20476,906,0.0812724838748834,0.028816616932155877,0.004904606570000869,0.9721282119571041,57.45545121182689,P13693,TPT1,Inflammation,Unique Protein
OID20477,906,-0.02872811441681475,0.03086743970555098,0.35226611881411285,0.9721282119571041,29.84380214223052,Q9P0M4,IL17C,Inflammation,Unique Protein
OID20478,906,-0.006169978099040324,0.03154937801859028,0.8449949533115939,0.9842338442300496,62.73898880804235,Q7Z739,YTHDF3,Inflammation,Unique Protein
OID20479,906,-0.051979610573004896,0.030394517858589837,0.08758604347229194,0.9721282119571041,87.44809687119948,P42768,WAS,Inflammation,Unique Protein
OID20480,906,-0.0030680430375746195,0.03199638193102701,0.9236318791768883,0.9924395270986709,28.158218528372636,Q96RJ3,TNFRSF13C,Inflammation,Unique Protein
OID20481,906,-0.018760348773954327,0.03373483050443421,0.5782747658701757,0.9739201053530979,21.458639145475576,Q8TAD2,IL17D,Inflammation,Unique Protein
OID20482,906,-0.009066718471000063,0.0298744700274293,0.7615848518495623,0.9842338442300496,33.11668223854103,Q7Z6M3,MILR1,Inflammation,Unique Protein
OID20483,906,-0.01474020714931671,0.030628912434419266,0.6304567931996945,0.9842338442300496,54.267786947268434,P30048,PRDX3,Inflammation,Unique Protein
OID20484,906,-0.030545179973005043,0.030929469663317898,0.32363061266973625,0.9721282119571041,58.28255146295594,Q05084,ICA1,Inflammation,Unique Protein
OID20485,906,-0.026391592409977127,0.030965761696348452,0.3942876142997144,0.9721282119571041,50.81218534346018,P51617,IRAK1,Inflammation,Unique Protein
OID20486,906,0.055067776257354345,0.032879820150094954,0.09432286500914269,0.9721282119571041,30.73961270092449,P42701,IL12RB1,Inflammation,Unique Protein
OID20487,906,-0.016014529582460843,0.030988906044590713,0.6054369936211175,0.9779478314509055,19.44692797833961,Q9HB29,IL1RL2,Inflammation,Unique Protein
OID20488,906,0.009511172280938623,0.03158193355084583,0.7633642657777442,0.9842338442300496,81.5285370697488,P01583,IL1A,Inflammation,Unique Protein
OID20489,906,0.018712202728791365,0.03054408304349675,0.5402788069674213,0.9739201053530979,145.4420077965507,P32456,GBP2,Inflammation,Unique Protein
OID20490,906,-0.020006137539749884,0.03409845318396924,0.5575435058584245,0.9739201053530979,20.33940827167288,P12034,FGF5,Inflammation,Unique Protein
OID20491,906,-0.0022949065307925863,0.03266918463081631,0.9440130742113124,0.9931788866106035,23.803597387284064,P09919,CSF3,Inflammation,Unique Protein
OID20492,906,-8.937010544451693e-4,0.03107615126329759,0.9770637456985573,0.9980286402036154,34.89963183705086,Q9BXJ7,AMN,Inflammation,Unique Protein
OID20493,906,-0.011577980688676869,0.03387672549873607,0.7326066301580016,0.9842338442300496,20.54185331430291,P18564,ITGB6,Inflammation,Unique Protein
OID20494,906,0.01730267296483838,0.032541493397622766,0.595059545205443,0.9760086101668336,27.215383032164432,P01591,JCHAIN,Inflammation,Unique Protein
OID20495,906,-0.026496598430952922,0.03060491708429225,0.3868548911355294,0.9721282119571041,48.11407969094256,P01579,IFNG,Inflammation,Unique Protein
OID20496,906,0.01862291577117658,0.03175583345533436,0.5577288903098332,0.9739201053530979,42.45631465890214,Q13291,SLAMF1,Inflammation,Unique Protein
OID20497,906,-0.008402595586326582,0.031094315395768034,0.7870468426862979,0.9842338442300496,30.128035539841946,Q8N8S7,ENAH,Inflammation,Unique Protein
OID20498,906,0.05118299712742149,0.03271544229506702,0.11805991675118148,0.9721282119571041,36.92574890220236,Q13261,IL15RA,Inflammation,Unique Protein
OID20500,906,-0.027606969233871667,0.03050531871834725,0.3657176596519538,0.9721282119571041,43.30907682387938,P09874,PARP1,Inflammation,Unique Protein
OID20501,906,-0.0513768585105628,0.032563489549531595,0.11498172675543475,0.9721282119571041,62.78308820519409,Q0Z7S8,FABP9,Inflammation,Unique Protein
OID20502,906,-0.034783097743196684,0.030310117400214855,0.25145465648925447,0.9721282119571041,41.679833530779945,P78362,SRPK2,Inflammation,Unique Protein
OID20503,906,0.014004836404142792,0.031671029762039365,0.6584546494637782,0.9842338442300496,53.39188622314336,P09038,FGF2,Inflammation,Unique Protein
OID20504,906,-0.058888482790475816,0.030056728215568013,0.05039775360705109,0.9721282119571041,99.68422521826136,O43736,ITM2A,Inflammation,Unique Protein
OID20505,906,0.010000661539029319,0.030678246906175443,0.7445124421620029,0.9842338442300496,48.30109230697975,O14867,BACH1,Inflammation,Unique Protein
OID20506,906,0.004767690309120642,0.029544894342938118,0.871838005601387,0.9845864298331913,83.44692941519092,Q8IU57,IFNLR1,Inflammation,Unique Protein
OID20507,906,0.005846287950148828,0.030496553759486598,0.8480186475282354,0.9842338442300496,76.43223444512378,Q12933,TRAF2,Inflammation,Unique Protein
OID20508,906,-0.02236310809389323,0.03088446129807064,0.4692022717851738,0.9721282119571041,46.51509694776605,Q06520,SULT2A1,Inflammation,Unique Protein
OID20509,906,-0.004379661084928734,0.03332897309848292,0.8954832005896016,0.9887405253818697,37.36635761639649,O60575,SPINK4,Inflammation,Unique Protein
OID20510,906,-0.027096320417239084,0.03106549034231828,0.38331829788390936,0.9721282119571041,64.45880806202582,Q9Y5A7,NUB1,Inflammation,Unique Protein
OID20511,906,-0.013619652503237975,0.03867058722988365,0.7247746150173342,0.9842338442300496,54.50712608163738,O60542,PSPN,Inflammation,Unique Protein
OID20512,906,-0.0026019432767718175,0.030543195684359876,0.9321304294693291,0.9931788866106035,34.70943459958243,P30838,ALDH3A1,Inflammation,Unique Protein
OID20513,660,0.013273951572187569,0.0384051292181226,0.7297348098004075,0.9842338442300496,15.682269173284974,O43521-2,BCL2L11,Inflammation,Unique Protein
OID20514,906,-0.05225696913346767,0.030283383422006878,0.08476868592903362,0.9721282119571041,44.70559502976316,O60880,SH2D1A,Inflammation,Unique Protein
OID20515,906,-0.03191965837143986,0.030439117320582874,0.29463038944107284,0.9721282119571041,60.081422057647885,Q12778,FOXO1,Inflammation,Unique Protein
OID20516,906,-0.025424950368436755,0.030375677937522844,0.4028091292873375,0.9721282119571041,53.30873905513184,Q7L8A9,VASH1,Inflammation,Unique Protein
OID20517,660,-0.028487880837843073,0.03440088547077098,0.4079146917917108,0.9721282119571041,31.23319857161131,P55957,BID,Inflammation,Unique Protein
OID20519,906,-0.03569809945187366,0.03057381048164751,0.24328106073870454,0.9721282119571041,75.02816785034094,Q6UB28,METAP1D,Inflammation,Unique Protein
OID20520,906,0.012563230162034363,0.03095074585622782,0.6849065433848627,0.9842338442300496,71.41855606479862,P01903,HLA-DRA,Inflammation,Unique Protein
OID20521,906,-0.025888340345502244,0.03231807272955554,0.42331863010687387,0.9721282119571041,110.97108267175035,Q92609,TBC1D5,Inflammation,Unique Protein
OID20522,906,0.036724758376780985,0.031643733178069545,0.24612989185318054,0.9721282119571041,48.722202726570735,P01588,EPO,Inflammation,Unique Protein
OID20523,906,0.03929788972371413,0.03150222112780169,0.21255737153489043,0.9721282119571041,73.8302470220435,P80098,CCL7,Inflammation,Unique Protein
OID20524,906,-0.02180240611518685,0.031071000696367316,0.48305306476695176,0.9721282119571041,101.9112873812316,Q9UN19,DAPP1,Inflammation,Unique Protein
OID20525,906,-0.03008022386375122,0.030422936267833715,0.32306302242289253,0.9721282119571041,92.21140517434728,Q9UNE0,EDAR,Inflammation,Unique Protein
OID20526,906,-0.03290342270799149,0.031590427263415655,0.2978987389605633,0.9721282119571041,69.31220536517434,Q9C035,TRIM5,Inflammation,Unique Protein
OID20527,906,0.06659601573215039,0.03016001393102653,0.027493767068067755,0.9721282119571041,47.96321183811114,Q8N608,DPP10,Inflammation,Unique Protein
OID20528,906,-0.01421080430158076,0.03050050505346555,0.6413871990138953,0.9842338442300496,35.370311091525835,P23229,ITGA6,Inflammation,Unique Protein
OID20529,906,0.04784917124102871,0.03218862561698597,0.13749667188915934,0.9721282119571041,85.77068448749249,Q6DN72,FCRL6,Inflammation,Unique Protein
OID20530,906,5.977415195595479e-4,0.030543607121647897,0.9843907252266844,0.9980286402036154,70.62788936127308,P33241,LSP1,Inflammation,Unique Protein
OID20531,906,-0.03691290467025885,0.030293192996452903,0.22335060871871895,0.9721282119571041,47.40678950301222,Q9UNK0,STX8,Inflammation,Unique Protein
OID20532,906,0.004814825039679319,0.034624020650702525,0.8894341743179728,0.9887405253818697,27.811981883847615,P13747,HLA-E,Inflammation,Unique Protein
OID20533,906,-0.031966405886548095,0.03056395391919632,0.2958993244906888,0.9721282119571041,102.85456666246957,P19474,TRIM21,Inflammation,Unique Protein
OID20534,906,-0.04310919759173611,0.02985381527961048,0.14909016390973318,0.9721282119571041,96.05089974165296,O75475,PSIP1,Inflammation,Unique Protein
OID20535,906,0.00687673090471939,0.031010486755204823,0.8245557599675395,0.9842338442300496,66.34786773764874,P13232,IL7,Inflammation,Unique Protein
OID20536,906,-0.01632911488026454,0.02995501099488792,0.5858074323265965,0.9739201053530979,71.15817713678194,Q8IVG5,SAMD9L,Inflammation,Unique Protein
OID20537,906,0.017823431377985616,0.03143025036934877,0.5708043880491669,0.9739201053530979,58.00730195794487,Q96LC7,SIGLEC10,Inflammation,Unique Protein
OID20538,906,-0.04175905074634001,0.030616819790061922,0.1729379047897175,0.9721282119571041,86.09319063975178,B1AKI9,ISM1,Inflammation,Unique Protein
OID20539,906,0.057702960902722256,0.03341087660399496,0.08450380892838008,0.9721282119571041,50.405627485248935,Q6ZMH5,SLC39A5,Inflammation,Unique Protein
OID20540,906,-0.04836080286495889,0.032460608809379524,0.13662511054757354,0.9721282119571041,62.63123934447196,P78410,BTN3A2,Inflammation,Unique Protein
OID20541,906,-0.02854704687612031,0.033208461641228725,0.3902248772037028,0.9721282119571041,66.30479381023342,P12872,MLN,Inflammation,Unique Protein
OID20542,906,-0.007947252226033626,0.030854848370062495,0.7967994388686923,0.9842338442300496,69.62510000165577,Q12765,SCRN1,Inflammation,Unique Protein
OID20543,906,0.02526405550977976,0.042066540322051996,0.5482777594483695,0.9739201053530979,66.5099122979768,P58294,PROK1,Inflammation,Unique Protein
OID20544,906,-0.020728104332242828,0.03047470433118861,0.4965721212336254,0.9721282119571041,75.19360848127108,Q9Y6K9,IKBKG,Inflammation,Unique Protein
OID20545,906,-0.011083052964677272,0.030857858565884667,0.7195575688415228,0.9842338442300496,69.06036574521553,O95644,NFATC1,Inflammation,Unique Protein
OID20546,906,-0.03263765150882808,0.03061907101953452,0.28674798454788336,0.9721282119571041,88.08322803526029,Q9Y258,CCL26,Inflammation,Unique Protein
OID20547,906,-0.04587673315869553,0.030752530682845218,0.13610702181803758,0.9721282119571041,81.08055680909513,Q8WTT0,CLEC4C,Inflammation,Unique Protein
OID20548,906,0.04743707573568598,0.03445880252040575,0.16897434307843892,0.9721282119571041,75.69468894964902,Q3KPI0,CEACAM21,Inflammation,Unique Protein
OID20549,906,-0.02772287426575623,0.03160652671831735,0.3806567891053436,0.9721282119571041,56.53423121365311,Q9BT73,PSMG3,Inflammation,Unique Protein
OID20550,906,-0.015007544354963674,0.031808298955631975,0.6371771231714878,0.9842338442300496,30.00772866031804,P20849,COL9A1,Inflammation,Unique Protein
OID20551,906,-0.00696096010160008,0.030733578632935733,0.8208698068092859,0.9842338442300496,85.89328641017245,Q9HD26,GOPC,Inflammation,Unique Protein
OID20552,906,-0.027922130280569505,0.03041440161744282,0.3588395641094406,0.9721282119571041,80.89478871643234,P52564,MAP2K6,Inflammation,Unique Protein
OID20553,906,-0.023444927271927835,0.03078897547809778,0.44657835534081747,0.9721282119571041,100.87404258600503,Q9H0P0,NT5C3A,Inflammation,Unique Protein
OID20554,906,-0.02281823320945115,0.030396759655134234,0.45304492762287596,0.9721282119571041,80.26654083582852,Q9NZN5,ARHGEF12,Inflammation,Unique Protein
OID20555,906,-0.005414582410462057,0.0312613813961882,0.862531034248934,0.9842338442300496,53.29948959992578,P42575,CASP2,Inflammation,Unique Protein
OID20556,906,-0.026263758729793567,0.030829743162946836,0.3945018488509858,0.9721282119571041,48.15449658377204,Q9UHC6,CNTNAP2,Inflammation,Unique Protein
OID20557,906,0.006881891026927792,0.03166741573232584,0.8280108279773984,0.9842338442300496,39.768648424664924,P45984,MAPK9,Inflammation,Unique Protein
OID20558,906,-0.00764351204910445,0.03084882230579643,0.8043673499651788,0.9842338442300496,64.74483012842174,P11274,BCR,Inflammation,Unique Protein
OID20559,906,-0.02471893502243862,0.030649902808641303,0.4201752533915599,0.9721282119571041,129.71720219537343,Q9UDT6,CLIP2,Inflammation,Unique Protein
OID20560,906,-0.001914275962268507,0.03291863348490178,0.9536408851086429,0.9951187911834865,55.29720477290084,Q14242,SELPLG,Inflammation,Unique Protein
OID20561,906,-0.0011866708204770586,0.03292604242557829,0.971258198037628,0.9980286402036154,62.164310837017965,P78310,CXADR,Inflammation,Unique Protein
OID20562,906,0.056543204823164175,0.03248641029339466,0.08211554182691047,0.9721282119571041,93.82640274758985,P40933,IL15,Inflammation,Unique Protein
OID20564,906,0.05500662963162184,0.03042029315792929,0.07091136528905087,0.9721282119571041,63.14186270648111,P24071,FCAR,Inflammation,Unique Protein
OID20565,906,0.044078028798737165,0.03136781601382215,0.1603129829704723,0.9721282119571041,85.69676119163287,Q01151,CD83,Inflammation,Unique Protein
OID20566,906,0.02831158718643021,0.033997247625799136,0.40520411611897955,0.9721282119571041,49.78110962295631,O76036,NCR1,Inflammation,Unique Protein
OID20567,906,-0.011398189372942263,0.029707123636202218,0.701303796372231,0.9842338442300496,107.12619514575314,P19878,NCF2,Inflammation,Unique Protein
OID20568,906,-0.016229745918442787,0.03836757632554336,0.6723930608783308,0.9842338442300496,83.34331953915446,P23582,NPPC,Inflammation,Unique Protein
OID20569,906,-0.010265960634689503,0.03111473456667497,0.7415242261918588,0.9842338442300496,69.46645688786874,Q9NRJ3,CCL28,Inflammation,Unique Protein
OID20570,906,0.003733704625316449,0.031189060078662515,0.9047384669330475,0.9920731318896093,114.64157433465974,P26022,PTX3,Inflammation,Unique Protein
OID20571,906,0.040438387397891046,0.03275698304255379,0.21734555856259632,0.9721282119571041,58.83530865108468,Q03431,PTH1R,Inflammation,Unique Protein
OID20572,906,0.004192655532851096,0.030883761708337207,0.8920450585031767,0.9887405253818697,57.58704425723858,Q9GZT9,EGLN1,Inflammation,Unique Protein
OID20573,906,0.039851713588201894,0.03000426493526672,0.18445392457802764,0.9721282119571041,88.34150674734654,Q9UMR7,CLEC4A,Inflammation,Unique Protein
OID20574,906,-0.0013034704252895767,0.03140946215531655,0.9669072179741878,0.9968372620854233,111.88873380500684,P13725,OSM,Inflammation,Unique Protein
OID20575,906,-0.028667993278296375,0.030997475790548554,0.35529641526661915,0.9721282119571041,55.39849803317837,P28845,HSD11B1,Inflammation,Unique Protein
OID20576,906,-0.022743510274726653,0.0304148302964864,0.45479333007250833,0.9721282119571041,105.06893348024666,P24394,IL4R,Inflammation,Unique Protein
OID20577,906,-0.015471347475189074,0.03080172879007466,0.6155896995079837,0.9842338442300496,85.37642620898507,Q9NWZ3,IRAK4,Inflammation,Unique Protein
OID20578,906,-0.02067239676999741,0.031944945269449326,0.5177183678139842,0.9721282119571041,58.5971974790518,Q14773,ICAM4,Inflammation,Unique Protein
OID20579,906,-0.025305156992714472,0.030613937822551448,0.40869261215766717,0.9721282119571041,90.33391965398077,Q16698,DECR1,Inflammation,Unique Protein
OID20580,906,0.010268365422258804,0.030904517632303393,0.7397708769074912,0.9842338442300496,86.59952620728205,O60449,LY75,Inflammation,Unique Protein
OID20581,906,-0.026315100677068052,0.030369403434371146,0.3864506532104782,0.9721282119571041,51.033859919033,Q9UKX5,ITGA11,Inflammation,Unique Protein
OID20582,906,-0.022978354123263735,0.030652174200988678,0.4536657000123804,0.9721282119571041,77.89460124641666,O15169,AXIN1,Inflammation,Unique Protein
OID20583,906,-0.022790853316330725,0.03048533257218263,0.45489968778554934,0.9721282119571041,90.65787819437625,P50995,ANXA11,Inflammation,Unique Protein
OID20584,906,0.04074547948365107,0.031261066412221865,0.1927793304170076,0.9721282119571041,61.068804974909185,P01730,CD4,Inflammation,Unique Protein
OID20585,906,0.03600435365796606,0.03249959494149937,0.2682318838133639,0.9721282119571041,73.00236880847226,Q9NRM6,IL17RB,Inflammation,Unique Protein
OID20586,660,-0.029186294285934722,0.03585585943936244,0.4159541672880207,0.9721282119571041,12.046786724702404,P01374,LTA,Inflammation,Unique Protein
OID20587,906,-0.01576419828551365,0.030581957854150438,0.6063507042179656,0.9786654381165727,66.58333917511354,Q6ZUJ8,PIK3AP1,Inflammation,Unique Protein
OID20588,906,-0.0029843637779681884,0.030928508929899755,0.9231514141004715,0.9924395270986709,92.74666276959444,P16455,MGMT,Inflammation,Unique Protein
OID20589,906,-0.023093108227938544,0.030737209787151627,0.45266711514384017,0.9721282119571041,90.56884703955723,O94992,HEXIM1,Inflammation,Unique Protein
OID20590,906,0.010566453228073211,0.02966631063227019,0.7217930139061606,0.9842338442300496,100.2382749089628,Q6UXB4,CLEC4G,Inflammation,Unique Protein
OID20591,906,0.007466296677127136,0.030894474642895228,0.8090911342932037,0.9842338442300496,80.39379509894704,P20783,NTF3,Inflammation,Unique Protein
OID20592,906,0.013716657229729265,0.0318987506667129,0.6672958890085334,0.9842338442300496,50.56136397496477,O14788,TNFSF11,Inflammation,Unique Protein
OID20593,906,0.027156286927819653,0.030393321571178324,0.37183494325794963,0.9721282119571041,97.41443629626819,Q29980_Q29983,MICB_MICA,Inflammation,Unique Protein
OID20594,906,-0.020756121304304487,0.03070800045445684,0.4992686514127339,0.9721282119571041,101.49166638537316,Q8NDB2,BANK1,Inflammation,Unique Protein
OID20595,906,0.019183544622810664,0.02966800442044695,0.5180538623900187,0.9721282119571041,103.05686744657059,Q8TD46,CD200R1,Inflammation,Unique Protein
OID20596,906,-0.005456786958469162,0.033218898660527844,0.8695580378115667,0.9845864298331913,65.31756231097926,P08727,KRT19,Inflammation,Unique Protein
OID20597,906,-0.02071051834439625,0.03028623218142904,0.4942639389847454,0.9721282119571041,140.8327448120885,Q9HCM2,PLXNA4,Inflammation,Unique Protein
OID20598,906,0.001679990331738978,0.031135013684898225,0.9569806183916378,0.9951187911834865,87.5980153537238,P28827,PTPRM,Inflammation,Unique Protein
OID20599,906,-0.049430642951234435,0.03170637368574926,0.11935085439643922,0.9721282119571041,81.1793586222104,P32970,CD70,Inflammation,Unique Protein
OID20600,906,0.002749497492902614,0.0323737716578962,0.9323364200287616,0.9931788866106035,54.02900827441018,P01135,TGFA,Inflammation,Unique Protein
OID20601,906,-0.01122812671388751,0.031365239617678106,0.7204436853086951,0.9842338442300496,101.10872644207676,Q01344,IL5RA,Inflammation,Unique Protein
OID20602,906,-0.021605345968470243,0.03346637242603069,0.5187163091795717,0.9721282119571041,63.44946399214349,Q9NQ25,SLAMF7,Inflammation,Unique Protein
OID20603,906,-0.03913857751790251,0.032090799403044414,0.22293392743295742,0.9721282119571041,84.86867745051259,P41217,CD200,Inflammation,Unique Protein
OID20604,660,-0.03958173571917983,0.03645220048019745,0.27795343916037446,0.9721282119571041,55.56893756964642,P10144,GZMB,Inflammation,Unique Protein
