OlinkID,epvs_thalamus_1_nobs,epvs_thalamus_1_beta,epvs_thalamus_1_se,epvs_thalamus_1_pvalue,epvs_thalamus_1_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20434,906,-0.013207919013747096,0.031317791562481344,0.6733184211488326,0.999828192354927,48.03796732575595,Q8WV07,LTO1,Inflammation,Unique Protein
OID20435,906,0.016326163095051673,0.034891222372636053,0.6399599577893083,0.999828192354927,29.017743628845672,O43707,ACTN4,Inflammation,Unique Protein
OID20436,906,-0.013179434409814096,0.0320651637142382,0.6811572377165478,0.999828192354927,54.69405784157634,P28838,LAP3,Inflammation,Unique Protein
OID20437,906,-0.00274467974572026,0.03430425469317951,0.9362474966152994,0.999828192354927,20.55292359496504,Q9NP70,AMBN,Inflammation,Unique Protein
OID20438,906,0.010772804334774962,0.033118289752050833,0.74504414799506,0.999828192354927,19.364964768188074,Q6UXK5,LRRN1,Inflammation,Unique Protein
OID20439,906,0.020891033543475997,0.031768855601118536,0.5109697375581155,0.999828192354927,22.640700870887816,Q9HCU5,PREB,Inflammation,Unique Protein
OID20440,906,-0.002566426388911466,0.031402703978604896,0.9348828743664859,0.999828192354927,75.51413479301999,Q13007,IL24,Inflammation,Unique Protein
OID20441,906,0.030187495797690516,0.03248149101109225,0.3529483232398698,0.999828192354927,56.82637189594944,Q9UPV0,CEP164,Inflammation,Unique Protein
OID20442,906,0.05980948936566409,0.03228692261561837,0.06429626804401192,0.9406766951138462,44.44320334646435,O60934,NBN,Inflammation,Unique Protein
OID20443,906,0.005672106037141064,0.03223518059633086,0.8603655776502525,0.999828192354927,44.00918429661865,Q96P31,FCRL3,Inflammation,Unique Protein
OID20444,906,-0.010548050613893108,0.03199343650800863,0.7417091384771113,0.999828192354927,46.23530058211611,Q9Y478,PRKAB1,Inflammation,Unique Protein
OID20445,906,0.06257271660333341,0.03038258003518618,0.03973937732706806,0.8713378815592427,49.70535334698695,Q8TCS8,PNPT1,Inflammation,Unique Protein
OID20446,906,-0.03355496801824959,0.03095862911599756,0.27872027540663336,0.999828192354927,45.46664449338745,Q5T4W7,ARTN,Inflammation,Unique Protein
OID20447,906,0.049527009077865884,0.03236218197353024,0.12627606670577046,0.999828192354927,38.675053486387775,Q5R372,RABGAP1L,Inflammation,Unique Protein
OID20448,906,-0.03613370929826354,0.03171446943851648,0.25486808807912004,0.999828192354927,45.278415623434164,Q969V3,NCLN,Inflammation,Unique Protein
OID20449,906,0.0037796174626055783,0.034737741817194225,0.9133823642947465,0.999828192354927,26.739425433157088,Q8N6P7,IL22RA1,Inflammation,Unique Protein
OID20450,906,-0.010495110647294225,0.031858777683632274,0.7419117323061137,0.999828192354927,80.80649988561991,P14784,IL2RB,Inflammation,Unique Protein
OID20451,906,0.03396313660427313,0.0323579266683091,0.29418526595149364,0.999828192354927,66.67122054021792,Q13459,MYO9B,Inflammation,Unique Protein
OID20452,906,0.038856502774451074,0.031696936633140965,0.22057194168480831,0.999828192354927,43.18469629954743,P19801,AOC1,Inflammation,Unique Protein
OID20453,906,-0.007369439959474262,0.033372336441221485,0.8252798342017958,0.999828192354927,40.919860523329646,Q9NYY1,IL20,Inflammation,Unique Protein
OID20454,906,-0.008787198504235564,0.03221820343645175,0.7851166455226425,0.999828192354927,51.46574703245831,P57771,RGS8,Inflammation,Unique Protein
OID20455,906,0.006158099656424034,0.03212889792535561,0.8480458490628868,0.999828192354927,55.82004800111024,P20809,IL11,Inflammation,Unique Protein
OID20456,906,0.004491466738801329,0.03307126423986405,0.8920010104880238,0.999828192354927,35.59066468465264,Q96PD4,IL17F,Inflammation,Unique Protein
OID20457,906,0.0073609833448355635,0.032437649555833996,0.8205328563273101,0.999828192354927,27.715294351221438,O76038,SCGN,Inflammation,Unique Protein
OID20458,906,-0.034072384802171674,0.03759691277132392,0.3650479196981443,0.999828192354927,22.895760871873936,O95715,CXCL14,Inflammation,Unique Protein
OID20459,906,0.0014146507069103227,0.0348196327826857,0.9676016661431692,0.999828192354927,42.91391019809134,Q03426,MVK,Inflammation,Unique Protein
OID20460,906,0.017520056412030117,0.03961266627594297,0.6583917488584836,0.999828192354927,24.723663701784666,O14904,WNT9A,Inflammation,Unique Protein
OID20461,906,0.016013605817836986,0.03320443122729338,0.6297313018914441,0.999828192354927,25.622946262790535,P26951,IL3RA,Inflammation,Unique Protein
OID20462,906,0.055905290145747084,0.03285243532904232,0.08916152392474731,0.999828192354927,50.50284146528743,Q9Y3P8,SIT1,Inflammation,Unique Protein
OID20463,906,-0.011038784392301125,0.03301898179481568,0.7382201767403277,0.999828192354927,50.38439245319846,Q96DB9,FXYD5,Inflammation,Unique Protein
OID20464,906,0.009315733808125342,0.03171208097923642,0.769010428243291,0.999828192354927,31.39252946275289,P48061,CXCL12,Inflammation,Unique Protein
OID20465,906,0.011373601277710968,0.031040523066210073,0.7141457971695193,0.999828192354927,93.34567480944578,Q99748,NRTN,Inflammation,Unique Protein
OID20466,906,-0.023059979119364464,0.03240130818762483,0.47683894295334717,0.999828192354927,52.523655670984105,Q13574,DGKZ,Inflammation,Unique Protein
OID20467,906,0.031705005040729053,0.030840541421641384,0.3042168691019042,0.999828192354927,71.34113034190173,Q9Y2J8,PADI2,Inflammation,Unique Protein
OID20468,906,-0.017659978786706877,0.032256347019827554,0.5841813695777692,0.999828192354927,34.678108091141276,Q04759,PRKCQ,Inflammation,Unique Protein
OID20469,906,-0.02596473813383396,0.03350377334234021,0.43855900579327334,0.999828192354927,36.018458890942085,Q16552,IL17A,Inflammation,Unique Protein
OID20470,906,0.010121743572125577,0.03171284363123733,0.7496740775760653,0.999828192354927,55.484820070661044,Q12968,NFATC3,Inflammation,Unique Protein
OID20471,906,0.06310352340281823,0.03253016669733536,0.05271614499379513,0.9406766951138462,32.05506790402733,Q14435,GALNT3,Inflammation,Unique Protein
OID20472,906,-0.011982089264830928,0.030741198493541944,0.6967982948487166,0.999828192354927,227.40039641593364,P05113,IL5,Inflammation,Unique Protein
OID20474,906,0.010231248799889495,0.034016321219336045,0.7636570269287754,0.999828192354927,93.5573090043232,Q92844,TANK,Inflammation,Unique Protein
OID20475,906,-0.005006232120421147,0.03236377028905781,0.8771039345708715,0.999828192354927,53.147909247082914,O43597,SPRY2,Inflammation,Unique Protein
OID20476,906,0.05760846953547638,0.030549963980352163,0.059661286445222665,0.9406766951138462,57.45545121182689,P13693,TPT1,Inflammation,Unique Protein
OID20477,906,0.012050748568714511,0.032753332070763246,0.7130177160229059,0.999828192354927,29.84380214223052,Q9P0M4,IL17C,Inflammation,Unique Protein
OID20478,906,0.035482027569894006,0.033383534054340094,0.2881356409257213,0.999828192354927,62.73898880804235,Q7Z739,YTHDF3,Inflammation,Unique Protein
OID20479,906,0.010613589831931215,0.03221317960635767,0.7418711602440324,0.999828192354927,87.44809687119948,P42768,WAS,Inflammation,Unique Protein
OID20480,906,-0.008674998000642274,0.033840732250134634,0.7977419176919824,0.999828192354927,28.158218528372636,Q96RJ3,TNFRSF13C,Inflammation,Unique Protein
OID20481,906,-0.06398838944913761,0.035611813790274886,0.07270381487882631,0.961598420320404,21.458639145475576,Q8TAD2,IL17D,Inflammation,Unique Protein
OID20482,906,0.004330939853560364,0.031590785836282616,0.8909868949346202,0.999828192354927,33.11668223854103,Q7Z6M3,MILR1,Inflammation,Unique Protein
OID20483,906,0.0014519417321632079,0.0323941207626846,0.9642599895312205,0.999828192354927,54.267786947268434,P30048,PRDX3,Inflammation,Unique Protein
OID20484,906,-0.010187808506443538,0.03276223726386856,0.7559028729270776,0.999828192354927,58.28255146295594,Q05084,ICA1,Inflammation,Unique Protein
OID20485,906,-0.006025684875702936,0.03276287434355603,0.8541199011396107,0.999828192354927,50.81218534346018,P51617,IRAK1,Inflammation,Unique Protein
OID20486,906,0.07421004840403111,0.034737330654801654,0.032927420283360875,0.8313144003823953,30.73961270092449,P42701,IL12RB1,Inflammation,Unique Protein
OID20487,906,0.022739727632593996,0.03277136910791958,0.48793344382476833,0.999828192354927,19.44692797833961,Q9HB29,IL1RL2,Inflammation,Unique Protein
OID20488,906,0.008909227623966927,0.03340169107882582,0.7897393853726434,0.999828192354927,81.5285370697488,P01583,IL1A,Inflammation,Unique Protein
OID20489,906,0.04886295072956605,0.032263697708343,0.13025981870366873,0.999828192354927,145.4420077965507,P32456,GBP2,Inflammation,Unique Protein
OID20490,906,-0.013701661683478394,0.03606275583483205,0.7040816636557201,0.999828192354927,20.33940827167288,P12034,FGF5,Inflammation,Unique Protein
OID20491,906,0.011104894078840378,0.034550454949028794,0.7479749738809955,0.999828192354927,23.803597387284064,P09919,CSF3,Inflammation,Unique Protein
OID20492,906,-0.009295743856714427,0.03285740499753297,0.7773107687140395,0.999828192354927,34.89963183705086,Q9BXJ7,AMN,Inflammation,Unique Protein
OID20493,906,-0.04403336436280951,0.03579545188879784,0.21897249215969508,0.999828192354927,20.54185331430291,P18564,ITGB6,Inflammation,Unique Protein
OID20494,906,0.01626392675183858,0.034418290900894384,0.6366599499628911,0.999828192354927,27.215383032164432,P01591,JCHAIN,Inflammation,Unique Protein
OID20495,906,0.025034333796214257,0.032367172531460944,0.4394639014235603,0.999828192354927,48.11407969094256,P01579,IFNG,Inflammation,Unique Protein
OID20496,906,0.008573663405569198,0.03359288522642755,0.7986105458647883,0.999828192354927,42.45631465890214,Q13291,SLAMF1,Inflammation,Unique Protein
OID20497,906,0.02667639349652783,0.03288923374764672,0.41752768286535835,0.999828192354927,30.128035539841946,Q8N8S7,ENAH,Inflammation,Unique Protein
OID20498,906,0.01850565963481506,0.03463454554976322,0.5932599091606623,0.999828192354927,36.92574890220236,Q13261,IL15RA,Inflammation,Unique Protein
OID20500,906,0.060135180044880776,0.03223410440350722,0.06243172649126573,0.9406766951138462,43.30907682387938,P09874,PARP1,Inflammation,Unique Protein
OID20501,906,0.001501757753179686,0.03449908235552078,0.965288587595744,0.999828192354927,62.78308820519409,Q0Z7S8,FABP9,Inflammation,Unique Protein
OID20502,906,-0.03650682731532533,0.032051605820434786,0.25501108102814946,0.999828192354927,41.679833530779945,P78362,SRPK2,Inflammation,Unique Protein
OID20503,906,-0.02818268515785849,0.033478375611479524,0.40011774193101124,0.999828192354927,53.39188622314336,P09038,FGF2,Inflammation,Unique Protein
OID20504,906,0.03113165180710028,0.031833080145009345,0.3283589759925686,0.999828192354927,99.68422521826136,O43736,ITM2A,Inflammation,Unique Protein
OID20505,906,-0.02753691725602954,0.03243462559165842,0.39611250818224397,0.999828192354927,48.30109230697975,O14867,BACH1,Inflammation,Unique Protein
OID20506,906,0.01965975969692639,0.03141630474286207,0.531619431485109,0.999828192354927,83.44692941519092,Q8IU57,IFNLR1,Inflammation,Unique Protein
OID20507,906,0.004586730313902765,0.03224629601792861,0.8869224281764695,0.999828192354927,76.43223444512378,Q12933,TRAF2,Inflammation,Unique Protein
OID20508,906,0.026299273930369873,0.0326580719459462,0.4208679201957164,0.999828192354927,46.51509694776605,Q06520,SULT2A1,Inflammation,Unique Protein
OID20509,906,-0.022856225020246815,0.035271647453969775,0.517149595486601,0.999828192354927,37.36635761639649,O60575,SPINK4,Inflammation,Unique Protein
OID20510,906,0.017161692185464993,0.032864748761808414,0.6016678334487553,0.999828192354927,64.45880806202582,Q9Y5A7,NUB1,Inflammation,Unique Protein
OID20511,906,-0.02036160556416917,0.040891329001331675,0.6186471260959032,0.999828192354927,54.50712608163738,O60542,PSPN,Inflammation,Unique Protein
OID20512,906,-0.0018651006832262626,0.03246544654636165,0.954200679409928,0.999828192354927,34.70943459958243,P30838,ALDH3A1,Inflammation,Unique Protein
OID20513,660,0.016890467919350328,0.04116603988610776,0.6817228944026557,0.999828192354927,15.682269173284974,O43521-2,BCL2L11,Inflammation,Unique Protein
OID20514,906,0.012253056976443723,0.03207258639698474,0.7025224509498602,0.999828192354927,44.70559502976316,O60880,SH2D1A,Inflammation,Unique Protein
OID20515,906,-0.004959283749932244,0.03220682125926131,0.877658755102723,0.999828192354927,60.081422057647885,Q12778,FOXO1,Inflammation,Unique Protein
OID20516,906,-0.024321908172113712,0.03212212825890071,0.4491498535059707,0.999828192354927,53.30873905513184,Q7L8A9,VASH1,Inflammation,Unique Protein
OID20517,660,-0.03512406653112622,0.0368859858674042,0.34133924884798694,0.999828192354927,31.23319857161131,P55957,BID,Inflammation,Unique Protein
OID20519,906,0.0042829756133931,0.03235292496013789,0.8947115264448042,0.999828192354927,75.02816785034094,Q6UB28,METAP1D,Inflammation,Unique Protein
OID20520,906,-0.0277013635006565,0.032750522081741465,0.3978766548945295,0.999828192354927,71.41855606479862,P01903,HLA-DRA,Inflammation,Unique Protein
OID20521,906,0.010655059186359499,0.03420383437851137,0.7554814423840674,0.999828192354927,110.97108267175035,Q92609,TBC1D5,Inflammation,Unique Protein
OID20522,906,-0.027270574340428153,0.03350384483261506,0.4158907382656818,0.999828192354927,48.722202726570735,P01588,EPO,Inflammation,Unique Protein
OID20523,906,-0.02428176050755626,0.033364403367118045,0.4669443758227313,0.999828192354927,73.8302470220435,P80098,CCL7,Inflammation,Unique Protein
OID20524,906,-0.03873830842554962,0.03284258326018182,0.2385106375149973,0.999828192354927,101.9112873812316,Q9UN19,DAPP1,Inflammation,Unique Protein
OID20525,906,0.010038637070126907,0.03220471106272694,0.7553319124048303,0.999828192354927,92.21140517434728,Q9UNE0,EDAR,Inflammation,Unique Protein
OID20526,906,0.0036332467954806992,0.03342796632649407,0.9134739611646743,0.999828192354927,69.31220536517434,Q9C035,TRIM5,Inflammation,Unique Protein
OID20527,906,0.0038964063874105787,0.03199677577328473,0.9031049135656684,0.999828192354927,47.96321183811114,Q8N608,DPP10,Inflammation,Unique Protein
OID20528,906,0.007077525325639031,0.032271413820975973,0.8264572313732639,0.999828192354927,35.370311091525835,P23229,ITGA6,Inflammation,Unique Protein
OID20529,906,0.024520977660587386,0.03408907821493522,0.4721334896146856,0.999828192354927,85.77068448749249,Q6DN72,FCRL6,Inflammation,Unique Protein
OID20530,906,0.03370797201349305,0.03236241079028628,0.29789218825355235,0.999828192354927,70.62788936127308,P33241,LSP1,Inflammation,Unique Protein
OID20531,906,-0.01856585518303764,0.03207351703226892,0.5628357441546592,0.999828192354927,47.40678950301222,Q9UNK0,STX8,Inflammation,Unique Protein
OID20532,906,-0.04649971069198859,0.03659184097063919,0.20414579680759534,0.999828192354927,27.811981883847615,P13747,HLA-E,Inflammation,Unique Protein
OID20533,906,-0.0655341966790711,0.032286447603650105,0.04267856949203932,0.8766287020511253,102.85456666246957,P19474,TRIM21,Inflammation,Unique Protein
OID20534,906,0.016372005923409073,0.031602333244782975,0.6045438041576503,0.999828192354927,96.05089974165296,O75475,PSIP1,Inflammation,Unique Protein
OID20535,906,0.027172099426614662,0.03279917289652038,0.40764578769198867,0.999828192354927,66.34786773764874,P13232,IL7,Inflammation,Unique Protein
OID20536,906,0.001733310645952897,0.031679665220174576,0.9563789437805897,0.999828192354927,71.15817713678194,Q8IVG5,SAMD9L,Inflammation,Unique Protein
OID20537,906,0.030196173601802514,0.033265183925296024,0.3642624239632901,0.999828192354927,58.00730195794487,Q96LC7,SIGLEC10,Inflammation,Unique Protein
OID20538,906,-0.0013074599728392963,0.03248391920403161,0.9679033401035676,0.999828192354927,86.09319063975178,B1AKI9,ISM1,Inflammation,Unique Protein
OID20539,906,-0.05020021700963072,0.03539648549751429,0.15647720404303891,0.999828192354927,50.405627485248935,Q6ZMH5,SLC39A5,Inflammation,Unique Protein
OID20540,906,-0.024399540290684283,0.034358229228742654,0.47779762169389073,0.999828192354927,62.63123934447196,P78410,BTN3A2,Inflammation,Unique Protein
OID20541,906,-0.031352375363847745,0.035125524504155035,0.3723245094820017,0.999828192354927,66.30479381023342,P12872,MLN,Inflammation,Unique Protein
OID20542,906,-0.024530405638075663,0.032618150956328994,0.45222255649924836,0.999828192354927,69.62510000165577,Q12765,SCRN1,Inflammation,Unique Protein
OID20543,906,0.06211563411968334,0.04454251123762719,0.16350954250001987,0.999828192354927,66.5099122979768,P58294,PROK1,Inflammation,Unique Protein
OID20544,906,8.201412533317826e-4,0.03225009848060285,0.9797171961307354,0.999828192354927,75.19360848127108,Q9Y6K9,IKBKG,Inflammation,Unique Protein
OID20545,906,-0.01022362249885092,0.0326532846149047,0.754281355038853,0.999828192354927,69.06036574521553,O95644,NFATC1,Inflammation,Unique Protein
OID20546,906,-0.02217648341061597,0.03240490495727801,0.49392991214310034,0.999828192354927,88.08322803526029,Q9Y258,CCL26,Inflammation,Unique Protein
OID20547,906,-0.009365244237009936,0.03261169799946645,0.7740461004083077,0.999828192354927,81.08055680909513,Q8WTT0,CLEC4C,Inflammation,Unique Protein
OID20548,906,0.06999697383095896,0.03642549798474645,0.054971329199525236,0.9406766951138462,75.69468894964902,Q3KPI0,CEACAM21,Inflammation,Unique Protein
OID20549,906,0.0870706934502637,0.03335178270434276,0.009189347146766225,0.6264979387403682,56.53423121365311,Q9BT73,PSMG3,Inflammation,Unique Protein
OID20550,906,-0.027932151377441213,0.03366961391556418,0.40699163065214783,0.999828192354927,30.00772866031804,P20849,COL9A1,Inflammation,Unique Protein
OID20551,906,-1.581060318574668e-7,0.03251351092603262,0.9999961211604886,0.9999961211604886,85.89328641017245,Q9HD26,GOPC,Inflammation,Unique Protein
OID20552,906,-0.002659542251510654,0.0321962114033194,0.9341849623473844,0.999828192354927,80.89478871643234,P52564,MAP2K6,Inflammation,Unique Protein
OID20553,906,-0.02490745250989055,0.032575784954140215,0.44471368601779593,0.999828192354927,100.87404258600503,Q9H0P0,NT5C3A,Inflammation,Unique Protein
OID20554,906,-0.019738275103298397,0.032156643067714735,0.5394945709163462,0.999828192354927,80.26654083582852,Q9NZN5,ARHGEF12,Inflammation,Unique Protein
OID20555,906,-0.0023451426707268544,0.03305816796385956,0.9434616439432759,0.999828192354927,53.29948959992578,P42575,CASP2,Inflammation,Unique Protein
OID20556,906,-0.05365120488345264,0.032576294685908364,0.09992577079823585,0.999828192354927,48.15449658377204,Q9UHC6,CNTNAP2,Inflammation,Unique Protein
OID20557,906,-0.0011481046683398568,0.03348978552031767,0.9726598307454248,0.999828192354927,39.768648424664924,P45984,MAPK9,Inflammation,Unique Protein
OID20558,906,-0.02685810942150104,0.032608696251569064,0.41036136104022314,0.999828192354927,64.74483012842174,P11274,BCR,Inflammation,Unique Protein
OID20559,906,-0.0029793791752398832,0.03242845596099278,0.9268178076459865,0.999828192354927,129.71720219537343,Q9UDT6,CLIP2,Inflammation,Unique Protein
OID20560,906,0.03202948380127007,0.03485392978028863,0.3583654198192393,0.999828192354927,55.29720477290084,Q14242,SELPLG,Inflammation,Unique Protein
OID20561,906,-0.02875858829374,0.034803906616044974,0.40885493275967744,0.999828192354927,62.164310837017965,P78310,CXADR,Inflammation,Unique Protein
OID20562,906,0.04008930255858918,0.034541461779628885,0.24611225556845306,0.999828192354927,93.82640274758985,P40933,IL15,Inflammation,Unique Protein
OID20564,906,0.01813327573980708,0.03227242968389626,0.5743393026190344,0.999828192354927,63.14186270648111,P24071,FCAR,Inflammation,Unique Protein
OID20565,906,0.015108188493464559,0.033506416292929594,0.6521690742362907,0.999828192354927,85.69676119163287,Q01151,CD83,Inflammation,Unique Protein
OID20566,906,-0.047141550945931865,0.03598523725438317,0.19052777745706528,0.999828192354927,49.78110962295631,O76036,NCR1,Inflammation,Unique Protein
OID20567,906,0.07354756607164194,0.031344916674133916,0.019175979916575648,0.713009146633284,107.12619514575314,P19878,NCF2,Inflammation,Unique Protein
OID20568,906,-0.024280901865112604,0.040565036422642566,0.5496148449646037,0.999828192354927,83.34331953915446,P23582,NPPC,Inflammation,Unique Protein
OID20569,906,-0.0037645574756556216,0.03293603883028849,0.9090267011968316,0.999828192354927,69.46645688786874,Q9NRJ3,CCL28,Inflammation,Unique Protein
OID20570,906,0.00353907315898218,0.032981377827850336,0.9145712115340239,0.999828192354927,114.64157433465974,P26022,PTX3,Inflammation,Unique Protein
OID20571,906,0.019600382419400354,0.03470707822575479,0.5723957161409887,0.999828192354927,58.83530865108468,Q03431,PTH1R,Inflammation,Unique Protein
OID20572,906,0.047374443306669754,0.03265316102416716,0.14717974504469952,0.999828192354927,57.58704425723858,Q9GZT9,EGLN1,Inflammation,Unique Protein
OID20573,906,0.00952287184518582,0.031758754307314355,0.764361840525149,0.999828192354927,88.34150674734654,Q9UMR7,CLEC4A,Inflammation,Unique Protein
OID20574,906,0.04988306186349261,0.03333940485155858,0.1349534289620237,0.999828192354927,111.88873380500684,P13725,OSM,Inflammation,Unique Protein
OID20575,906,0.007769728898779574,0.0328836668820128,0.8132707038405979,0.999828192354927,55.39849803317837,P28845,HSD11B1,Inflammation,Unique Protein
OID20576,906,0.018882401564840737,0.03217392198238297,0.5574305950696921,0.999828192354927,105.06893348024666,P24394,IL4R,Inflammation,Unique Protein
OID20577,906,-0.012109511327463135,0.03258986930223358,0.7102999313384816,0.999828192354927,85.37642620898507,Q9NWZ3,IRAK4,Inflammation,Unique Protein
OID20578,906,-0.0225044402623139,0.03378352623866712,0.505497643263612,0.999828192354927,58.5971974790518,Q14773,ICAM4,Inflammation,Unique Protein
OID20579,906,-0.010668419093825732,0.03238071917683582,0.741879830773523,0.999828192354927,90.33391965398077,Q16698,DECR1,Inflammation,Unique Protein
OID20580,906,0.025018858979341613,0.032682904503457184,0.4441764543763561,0.999828192354927,86.59952620728205,O60449,LY75,Inflammation,Unique Protein
OID20581,906,-0.07437776621248215,0.03210256836889544,0.020738066464327003,0.7216353366098552,51.033859919033,Q9UKX5,ITGA11,Inflammation,Unique Protein
OID20582,906,-0.007363474691388066,0.03244428864270775,0.8205092617469019,0.999828192354927,77.89460124641666,O15169,AXIN1,Inflammation,Unique Protein
OID20583,906,-0.005220605098251644,0.03227228947762818,0.8715259730522374,0.999828192354927,90.65787819437625,P50995,ANXA11,Inflammation,Unique Protein
OID20584,906,-0.01891742726697151,0.033107041562646135,0.5678724682857352,0.999828192354927,61.068804974909185,P01730,CD4,Inflammation,Unique Protein
OID20585,906,-0.008680852354838125,0.03465021273814862,0.8022371820129867,0.999828192354927,73.00236880847226,Q9NRM6,IL17RB,Inflammation,Unique Protein
OID20586,660,0.05993139231168358,0.038376895181293405,0.11886563135891128,0.999828192354927,12.046786724702404,P01374,LTA,Inflammation,Unique Protein
OID20587,906,0.03423028064362463,0.032343569802181046,0.29019256800128546,0.999828192354927,66.58333917511354,Q6ZUJ8,PIK3AP1,Inflammation,Unique Protein
OID20588,906,-0.001729355294124546,0.032715253748158056,0.957854740848278,0.999828192354927,92.74666276959444,P16455,MGMT,Inflammation,Unique Protein
OID20589,906,-0.0035729505969605865,0.03251548548716047,0.9125258484798384,0.999828192354927,90.56884703955723,O94992,HEXIM1,Inflammation,Unique Protein
OID20590,906,0.005326556191812178,0.031397024992718375,0.8653229377874744,0.999828192354927,100.2382749089628,Q6UXB4,CLEC4G,Inflammation,Unique Protein
OID20591,906,0.036552803794602476,0.032723361013906015,0.2642872506350696,0.999828192354927,80.39379509894704,P20783,NTF3,Inflammation,Unique Protein
OID20592,906,-0.0062562063018805165,0.033732159997244646,0.8529052185635104,0.999828192354927,50.56136397496477,O14788,TNFSF11,Inflammation,Unique Protein
OID20593,906,0.004588568623895644,0.03215401005450661,0.8865549348866217,0.999828192354927,97.41443629626819,Q29980_Q29983,MICB_MICA,Inflammation,Unique Protein
OID20594,906,-0.008080622209220284,0.03248393362273536,0.8036061458051449,0.999828192354927,101.49166638537316,Q8NDB2,BANK1,Inflammation,Unique Protein
OID20595,906,0.01723112948822455,0.03137875151470557,0.5830523865748751,0.999828192354927,103.05686744657059,Q8TD46,CD200R1,Inflammation,Unique Protein
OID20596,906,-0.04298688854262452,0.03509530718328653,0.2209537097666991,0.999828192354927,65.31756231097926,P08727,KRT19,Inflammation,Unique Protein
OID20597,906,-0.0036954518537543578,0.03204198108227532,0.9082085110281026,0.999828192354927,140.8327448120885,Q9HCM2,PLXNA4,Inflammation,Unique Protein
OID20598,906,0.006066757151307827,0.032934414819568804,0.8538931389098314,0.999828192354927,87.5980153537238,P28827,PTPRM,Inflammation,Unique Protein
OID20599,906,0.006384264350661161,0.033612148618968156,0.849400385766206,0.999828192354927,81.1793586222104,P32970,CD70,Inflammation,Unique Protein
OID20600,906,-0.004126780685968462,0.03435495176080146,0.9044139110195242,0.999828192354927,54.02900827441018,P01135,TGFA,Inflammation,Unique Protein
OID20601,906,-0.014112199153621769,0.03316642220985759,0.6705782789747735,0.999828192354927,101.10872644207676,Q01344,IL5RA,Inflammation,Unique Protein
OID20602,906,-0.028981119993646005,0.03540748616739794,0.4132908308418657,0.999828192354927,63.44946399214349,Q9NQ25,SLAMF7,Inflammation,Unique Protein
OID20603,906,-0.07857424320419379,0.03385915992140282,0.020534122360526798,0.7216353366098552,84.86867745051259,P41217,CD200,Inflammation,Unique Protein
OID20604,660,0.0662278330182601,0.039035207472291084,0.09025669150572661,0.999828192354927,55.56893756964642,P10144,GZMB,Inflammation,Unique Protein
OID20605,906,-0.025158464414490385,0.033699191681600404,0.4555277720744644,0.999828192354927,81.01828136021575,P24001,IL32,Inflammation,Unique Protein
OID20606,906,-0.012870971532913309,0.03346570872337555,0.700624970576452,0.999828192354927,79.47221636535527,P42702,LIFR,Inflammation,Unique Protein
