OlinkID,epvs_thalamus_1_nobs,epvs_thalamus_1_beta,epvs_thalamus_1_se,epvs_thalamus_1_pvalue,epvs_thalamus_1_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID30851,906,-0.008546921125001819,0.03194579171633262,0.7891123582725903,0.999828192354927,112.55218424966237,P23435,CBLN1,Neurology_II,Unique Protein
OID30852,906,0.026282659962848873,0.03280605258203829,0.4232584852517459,0.999828192354927,69.96708827788576,Q86T26,TMPRSS11B,Neurology_II,Unique Protein
OID30853,906,-0.001940901621003975,0.031215658236082175,0.9504357896148969,0.999828192354927,57.06410806143031,P52788,SMS,Neurology_II,Unique Protein
OID30854,906,0.02229302562179748,0.03203971679810898,0.48674105862820227,0.999828192354927,54.97199071333705,P26378,ELAVL4,Neurology_II,Unique Protein
OID30855,906,-0.005376537376671278,0.03112057065581024,0.862875898478603,0.999828192354927,56.124960646411495,P26715,KLRC1,Neurology_II,Unique Protein
OID30856,906,-0.02583547323972376,0.032523363547176054,0.4271952479531024,0.999828192354927,108.1851024773672,Q6QNY1,BLOC1S2,Neurology_II,Unique Protein
OID30857,906,-0.013965066590837849,0.03237874642614826,0.6663528642093567,0.999828192354927,79.78212969670058,Q9Y6U3,SCIN,Neurology_II,Unique Protein
OID30858,906,0.0056200320741743755,0.030332764317967536,0.8530525065322621,0.999828192354927,113.2883431029346,Q96PH6,DEFB118,Neurology_II,Unique Protein
OID30859,906,0.02271644552818488,0.03172211279402314,0.4741140429719579,0.999828192354927,59.8956909795163,Q14129,DGCR6,Neurology_II,Unique Protein
OID30860,906,-0.0072042185430020115,0.03007014343593276,0.8107110588093819,0.999828192354927,64.22516858549454,Q8IWB1,ITPRIP,Neurology_II,Unique Protein
OID30861,906,0.054486348634399426,0.03038428388422592,0.07327610907774067,0.9648021028569187,37.83754379296524,Q99856,ARID3A,Neurology_II,Unique Protein
OID30862,906,-0.010152065953963245,0.03215815352958456,0.7523109523682405,0.999828192354927,52.3699422533027,Q8IVU1,IGDCC3,Neurology_II,Unique Protein
OID30863,906,-0.026742906485779983,0.03289652483494434,0.4164712446568489,0.999828192354927,58.207576437403766,Q9UJC5,SH3BGRL2,Neurology_II,Unique Protein
OID30864,906,0.017415892862206562,0.03213246703221937,0.5879530425132514,0.999828192354927,81.53830713291526,Q6P5Q4,LMOD2,Neurology_II,Unique Protein
OID30865,906,-0.03385380773714524,0.03185444307389929,0.28817847678121933,0.999828192354927,104.96173186545734,P05787,KRT8,Neurology_II,Unique Protein
OID30866,660,0.08790375997623151,0.03873615447761592,0.02358340511228264,0.7298752603913962,35.042440001126046,P28222,HTR1B,Neurology_II,Unique Protein
OID30867,906,-0.05421997281824064,0.032332537824897055,0.09390625969281623,0.999828192354927,387.22079337021995,Q9Y3B9,RRP15,Neurology_II,Unique Protein
OID30868,906,-0.03225798144683166,0.033899955869703194,0.3415781820778082,0.999828192354927,83.99495534283152,Q9H492,MAP1LC3A,Neurology_II,Unique Protein
OID30869,906,-0.02063536397171752,0.03329326614369759,0.5355452824455669,0.999828192354927,121.54647536904235,Q99653,CHP1,Neurology_II,Unique Protein
OID30870,906,-0.019887134925427506,0.033443027346335495,0.5522248449726488,0.999828192354927,35.51752475388537,Q6QEF8,CORO6,Neurology_II,Unique Protein
OID30871,906,-0.008990295033609218,0.030417146386812626,0.76763043104291,0.999828192354927,57.99225283743207,Q12774,ARHGEF5,Neurology_II,Unique Protein
OID30872,906,0.01707778047214221,0.034078814390319935,0.6164071966920897,0.999828192354927,78.27257133559321,O43396,TXNL1,Neurology_II,Unique Protein
OID30873,906,0.032229206132708584,0.02974444573683756,0.2788655983822161,0.999828192354927,279.2792667544382,O14503,BHLHE40,Neurology_II,Unique Protein
OID30874,906,0.02168950109855814,0.03191302311453284,0.49690769995553163,0.999828192354927,553.2491978974983,P10523,SAG,Neurology_II,Unique Protein
OID30875,906,0.02369824283668673,0.03079159554651035,0.44172293866058665,0.999828192354927,106.58219388686199,P55283,CDH4,Neurology_II,Unique Protein
OID30876,906,0.06422424439937462,0.031571119941338224,0.0422222491054445,0.8766287020511253,47.03433759083065,O15020,SPTBN2,Neurology_II,Unique Protein
OID30877,906,-0.005266810123997966,0.03292569565994534,0.8729487468380693,0.999828192354927,170.27498288421617,Q8WXG9,ADGRV1,Neurology_II,Unique Protein
OID30878,906,-4.8711854244720676e-4,0.03130910187460372,0.9875902294450682,0.999828192354927,51.73028326867508,Q8NFZ4,NLGN2,Neurology_II,Unique Protein
OID30879,906,-0.005119687311141212,0.03316238008836597,0.8773434808083799,0.999828192354927,891.4157715420506,O15350,TP73,Neurology_II,Unique Protein
OID30880,906,-0.024977689568016385,0.03224121015563351,0.4387163389133588,0.999828192354927,54.63963104721734,O15083,ERC2,Neurology_II,Unique Protein
OID30881,906,0.05201009614594146,0.03262537607027194,0.11125746930030594,0.999828192354927,73.66913971752868,Q86WK6,AMIGO1,Neurology_II,Unique Protein
OID30882,906,-0.03828068895744786,0.03358771891738325,0.25471052400539773,0.999828192354927,75.9581197324847,Q86UW9,DTX2,Neurology_II,Unique Protein
OID30883,906,0.02322532074909098,0.03170341028438529,0.4640081239006225,0.999828192354927,70.1961259546902,Q8N8R5,C2orf69,Neurology_II,Unique Protein
OID30884,906,0.005955131647555805,0.032917496090347075,0.8564790330106575,0.999828192354927,91.930309476047,P0C7M8,CLEC2L,Neurology_II,Unique Protein
OID30885,906,-0.02223160064576619,0.03349698989657307,0.507062103842394,0.999828192354927,116.90026684349233,Q6P9F5,TRIM40,Neurology_II,Unique Protein
OID30886,906,-0.022966500319565687,0.03124582566663017,0.46251848662468886,0.999828192354927,100.85541894144161,Q9HCM4,EPB41L5,Neurology_II,Unique Protein
OID30887,906,-0.004938352338134637,0.03292072214717026,0.880792985427445,0.999828192354927,65.25012244784885,Q9Y285,FARSA,Neurology_II,Unique Protein
OID30888,906,0.023254388644608902,0.034433350111370026,0.4996332492180211,0.999828192354927,104.62540284945909,Q2M3V2,SOWAHA,Neurology_II,Unique Protein
OID30889,906,0.056952005995082364,0.03129821564949179,0.06914942358722215,0.9579325362343618,79.78492144114821,Q8IY33,MICALL2,Neurology_II,Unique Protein
OID30890,906,0.004907361876641391,0.033671256377805506,0.8841572196857306,0.999828192354927,40.31534845717505,Q9NZA1,CLIC5,Neurology_II,Unique Protein
OID30891,906,0.0169010123671837,0.03258783127792802,0.6041488900410487,0.999828192354927,78.0132201819609,Q9BV20,MRI1,Neurology_II,Unique Protein
OID30892,906,0.005394931310566098,0.032014495807234984,0.8662164817805383,0.999828192354927,58.97072599380676,Q9UHL0,DDX25,Neurology_II,Unique Protein
OID30893,906,-8.020601747686299e-5,0.03204949386670473,0.9980038068361395,0.999828192354927,86.558209640075,Q93015,NAA80,Neurology_II,Unique Protein
OID30894,906,0.014600094965704484,0.03345460456106574,0.6626421416376331,0.999828192354927,43.504045649630726,Q9P2M7,CGN,Neurology_II,Unique Protein
OID30895,906,0.03525832726073457,0.032925580513994135,0.28452957742657137,0.999828192354927,55.10324679142907,Q9ULH4,LRFN2,Neurology_II,Unique Protein
OID30896,906,-0.021433636228641417,0.03154119358167898,0.4969709846022268,0.999828192354927,54.348627585733745,Q16520,BATF,Neurology_II,Unique Protein
OID30897,906,-0.01247886264536809,0.03336348665611035,0.7084735223746381,0.999828192354927,161.95497724369946,Q53GD3,SLC44A4,Neurology_II,Unique Protein
OID30898,906,0.03737852586770571,0.03134308810528089,0.23336158704092436,0.999828192354927,41.84722833472834,Q6ZUT3,FRMD7,Neurology_II,Unique Protein
OID30899,660,-0.020398542255721727,0.03854284958926939,0.5968208193100423,0.999828192354927,40.91285580988205,Q12809,KCNH2,Neurology_II,Unique Protein
OID30900,906,0.014967459033088677,0.03275367493967035,0.6478046100559168,0.999828192354927,54.22225909570053,Q8N2Q7,NLGN1,Neurology_II,Unique Protein
OID30901,906,0.042425506228413595,0.03100590403453948,0.17156456250459592,0.999828192354927,44.32663560008715,Q9Y4C0,NRXN3,Neurology_II,Unique Protein
OID30902,906,0.08516271872719883,0.034777271626767095,0.014526419472082719,0.6685622638697096,38.669032765055555,O75718,CRTAP,Neurology_II,Unique Protein
OID30903,906,-0.0029453965754177402,0.03391542964649004,0.9308141250175807,0.999828192354927,156.96961802849515,Q9NY46,SCN3A,Neurology_II,Unique Protein
OID30904,906,-0.002468881391358525,0.030280630087189044,0.9350362548631914,0.999828192354927,61.66523517735586,Q96G03,PGM2,Neurology_II,Unique Protein
OID30905,906,-0.01025032087069901,0.03335330618907767,0.7586680270792453,0.999828192354927,524.3600451123706,P48436,SOX9,Neurology_II,Unique Protein
OID30906,906,0.017195191611620503,0.035537707433663045,0.6286067341091917,0.999828192354927,127.44965540771784,Q9HBL6,LRTM1,Neurology_II,Unique Protein
OID30907,906,0.018590847195914726,0.03446304899134399,0.5897171252288219,0.999828192354927,56.211085220272636,Q9P2M1,LRP2BP,Neurology_II,Unique Protein
OID30908,906,-0.026752915085925488,0.03150248975282412,0.39598225561828004,0.999828192354927,106.74969175371692,Q10571,MN1,Neurology_II,Unique Protein
OID30909,906,0.02014542311358179,0.03341897949343035,0.5467871534291937,0.999828192354927,60.20681997835605,P61366,OSTN,Neurology_II,Unique Protein
OID30910,906,0.026064263552252803,0.03202799962551748,0.4159808714618015,0.999828192354927,50.311776722149546,P48775,TDO2,Neurology_II,Unique Protein
OID30911,906,-3.807735132900718e-4,0.0341388021717385,0.9911033464655394,0.999828192354927,67.85527733856944,Q9C0A0,CNTNAP4,Neurology_II,Unique Protein
OID30912,906,-0.0563177133713563,0.03285704042065077,0.08687510087403433,0.999828192354927,94.19508466400335,Q9NUG6,PDRG1,Neurology_II,Unique Protein
OID30913,906,0.027328746020453376,0.033622553461194,0.41654587233522533,0.999828192354927,53.78484143393655,P09455,RBP1,Neurology_II,Unique Protein
OID30914,906,0.0016608859175908201,0.03126771610794605,0.9576497029781499,0.999828192354927,45.33552455220375,Q86UP6,CUZD1,Neurology_II,Unique Protein
OID30915,906,-0.028765722634488445,0.03449092510684701,0.4045015304162003,0.999828192354927,83.338276095049,Q9ULU8,CADPS,Neurology_II,Unique Protein
OID30916,906,-0.025667232407836995,0.03497761146692046,0.4632536926570032,0.999828192354927,67.8067037840852,Q9NPB3,CABP2,Neurology_II,Unique Protein
OID30917,906,0.05819349870770393,0.03452679288799971,0.09225293812226729,0.999828192354927,52.23929330539085,Q96A32,MYLPF,Neurology_II,Unique Protein
OID30918,906,0.03885001977291624,0.03262827502966875,0.23409663006787437,0.999828192354927,35.87643699700166,Q16401,PSMD5,Neurology_II,Unique Protein
OID30919,906,0.010262416679365184,0.033767242434982594,0.7612631498268123,0.999828192354927,72.86876053673177,P20823,HNF1A,Neurology_II,Unique Protein
OID30920,906,3.2509465321105903e-4,0.03295359826978311,0.992131043000831,0.999828192354927,59.992332870911646,P63211,GNGT1,Neurology_II,Unique Protein
OID30921,906,0.011039239407479366,0.034111379770705184,0.7462997434222272,0.999828192354927,77.59841465146306,O15234,CASC3,Neurology_II,Unique Protein
OID30922,906,0.040772485411817404,0.03315238288984103,0.21908017535640947,0.999828192354927,54.10134771540515,Q6UWJ8,CD164L2,Neurology_II,Unique Protein
OID30923,906,0.013876594111525213,0.03057052756931189,0.6499973496204221,0.999828192354927,57.03401583733611,Q16650,TBR1,Neurology_II,Unique Protein
OID30924,906,0.029633568621942424,0.034751889090217425,0.39404656037713504,0.999828192354927,65.03982804034906,Q5VT99,LRRC38,Neurology_II,Unique Protein
OID30925,906,0.02759559132036877,0.03313507280645545,0.40517051434191753,0.999828192354927,43.78103472225691,P63172,DYNLT1,Neurology_II,Unique Protein
OID30926,906,-2.9836153281728836e-4,0.03372158798122141,0.9929425732403323,0.999828192354927,925.8382600284824,P43007,SLC1A4,Neurology_II,Unique Protein
OID30927,906,0.01793961881365369,0.03476897638896225,0.6060069969533399,0.999828192354927,68.85380811186491,Q14184,DOC2B,Neurology_II,Unique Protein
OID30928,906,0.01601951122676628,0.032247464258838926,0.6194761116723653,0.999828192354927,52.36066296390237,P0DKB5,TPBGL,Neurology_II,Unique Protein
OID30929,906,-0.001180710236682135,0.03494957161085907,0.9730576164359855,0.999828192354927,100.58307622128169,P54105,CLNS1A,Neurology_II,Unique Protein
OID30930,906,0.01533017301354583,0.03090804608737117,0.6200226738856507,0.999828192354927,67.89709846979541,P11229,CHRM1,Neurology_II,Unique Protein
OID30931,906,0.004222020523816108,0.03319309976888153,0.898814412114154,0.999828192354927,104.90522206346131,Q9ULW2,FZD10,Neurology_II,Unique Protein
OID30932,906,0.038270406400930365,0.03256866038943462,0.24028372457589486,0.999828192354927,93.22902466384048,Q0P6D2,DIPK1C,Neurology_II,Unique Protein
OID30933,906,0.009087351265749145,0.03086077218793244,0.7684733704633986,0.999828192354927,62.393714846042926,O75121,MFAP3L,Neurology_II,Unique Protein
OID30934,906,-0.013134930622349522,0.031509022871063226,0.6768801751245865,0.999828192354927,70.48244609974017,P61266,STX1B,Neurology_II,Unique Protein
OID30935,906,0.05351886960370329,0.03351207521964425,0.11062251860303154,0.999828192354927,44.38437783682206,Q68J44,DUSP29,Neurology_II,Unique Protein
OID30936,906,-0.07145164986071033,0.03303366914890353,0.03080904225452047,0.7969454027430383,68.35443088150221,P14649,MYL6B,Neurology_II,Unique Protein
OID30937,906,0.053044080899090316,0.03254361553005552,0.10347080501860059,0.999828192354927,61.70680471275366,B6A8C7,TARM1,Neurology_II,Unique Protein
OID30938,906,-0.01112177138473891,0.03176662818617681,0.7263405568337771,0.999828192354927,227.6745480715856,O15212,PFDN6,Neurology_II,Unique Protein
OID30939,906,0.007353831853511783,0.031726941228083935,0.8167585826590894,0.999828192354927,65.22293740365774,Q96KJ4,MSLNL,Neurology_II,Unique Protein
OID30940,906,-0.02817211628882016,0.03271414296246462,0.3893833585989559,0.999828192354927,62.53359234785363,Q8N6Q1,TMCO5A,Neurology_II,Unique Protein
OID30941,906,-0.015782022078306073,0.0356771531083582,0.6583394273169568,0.999828192354927,204.92574067642812,Q9UGI9,PRKAG3,Neurology_II,Unique Protein
OID30942,906,-0.0069443558596664874,0.032871529770235657,0.8327350672414155,0.999828192354927,115.55824623727457,Q9UNY4,TTF2,Neurology_II,Unique Protein
OID30943,906,0.042706386121758,0.030138428263518806,0.1568329843596937,0.999828192354927,917.9387081442767,P54277,PMS1,Neurology_II,Unique Protein
OID30944,906,0.025998854268604515,0.03107580738622556,0.4030284564304022,0.999828192354927,62.120788680471904,Q86TM3,DDX53,Neurology_II,Unique Protein
OID30945,906,0.022372506639781433,0.030756447037386947,0.46716823632437043,0.999828192354927,82.51787392595413,Q8TC05,MDM1,Neurology_II,Unique Protein
OID30946,906,-0.002178266446211468,0.031993781609841516,0.9457341178867396,0.999828192354927,85.19563016093478,Q9BX10,GTPBP2,Neurology_II,Unique Protein
OID30947,906,0.001939736861073421,0.030907629812785848,0.9499724750827965,0.999828192354927,54.51960925303556,P50897,PPT1,Neurology_II,Unique Protein
OID30948,906,0.015963617503320083,0.03157737782148189,0.6133058588577563,0.999828192354927,135.3778878952132,O60939,SCN2B,Neurology_II,Unique Protein
OID30949,906,0.050227688061507986,0.03197693142035941,0.11659912774047508,0.999828192354927,70.38514524069339,P63010,AP2B1,Neurology_II,Unique Protein
OID30950,906,0.018882627205193916,0.03074530951316452,0.539265734527838,0.999828192354927,67.54114631744983,Q7Z3D4,LYSMD3,Neurology_II,Unique Protein
OID30951,906,-0.032523604532000525,0.033194503370402216,0.32745841449561874,0.999828192354927,38.87858339347568,P09683,SCT,Neurology_II,Unique Protein
OID30952,906,0.009113154383501876,0.03229529075911995,0.7778698996468875,0.999828192354927,59.075469110972264,P49069,CAMLG,Neurology_II,Unique Protein
OID30953,906,0.03089532856947758,0.03188033939445827,0.3327589299700523,0.999828192354927,33.38386740636111,P43146,DCC,Neurology_II,Unique Protein
OID30954,906,-0.011219874517839684,0.03352843129662933,0.7379778423051029,0.999828192354927,76.55011653850809,P52799,EFNB2,Neurology_II,Unique Protein
OID30955,906,-0.03945451358284346,0.03411808799437667,0.24782572323449195,0.999828192354927,96.41475892139914,O60218,AKR1B10,Neurology_II,Unique Protein
OID30956,906,-0.01566805694587046,0.03229095382256312,0.627644025249994,0.999828192354927,91.06179755047016,Q96BJ3,AIDA,Neurology_II,Unique Protein
OID30957,906,-0.020577316444153906,0.03373783602978799,0.5420728134850024,0.999828192354927,40.00770541077146,O14967,CLGN,Neurology_II,Unique Protein
OID30958,906,0.05458227763863302,0.0331939959922731,0.10046114696245274,0.999828192354927,42.71300808077909,P60763,RAC3,Neurology_II,Unique Protein
OID30959,906,0.049496498238162594,0.033411697382886046,0.13885309153768677,0.999828192354927,88.45181677155266,Q92834,RPGR,Neurology_II,Unique Protein
OID30960,906,-0.017151667317279073,0.030389988187720672,0.5726350029391636,0.999828192354927,54.36979286326553,P98164,LRP2,Neurology_II,Unique Protein
OID30961,906,-0.014272455631640334,0.03335421088790717,0.6688240297065539,0.999828192354927,159.99440437538536,P10301,RRAS,Neurology_II,Unique Protein
OID30962,906,0.014551379866787647,0.030749098102053903,0.6361662949947098,0.999828192354927,60.12468255350476,Q8IY31,IFT20,Neurology_II,Unique Protein
OID30963,906,-0.0017396676647384094,0.03290901894469578,0.9578530518022229,0.999828192354927,113.75229354125298,P01270,PTH,Neurology_II,Unique Protein
OID30964,906,-0.0070561618157656695,0.03187992717775431,0.8248822717864676,0.999828192354927,82.66218863012736,P10746,UROS,Neurology_II,Unique Protein
OID30965,906,0.020067877997824682,0.03250858204212717,0.5371891356925864,0.999828192354927,79.65911737402831,Q7L0J3,SV2A,Neurology_II,Unique Protein
OID30966,906,0.019164450650251314,0.030366998212113822,0.5281417613733024,0.999828192354927,254.43136597544074,P04062,GBA,Neurology_II,Unique Protein
OID30967,906,0.015250892154875084,0.031454303572908605,0.6278967140280586,0.999828192354927,49.410447604085974,P20916,MAG,Neurology_II,Unique Protein
OID30968,906,-0.030771857824724014,0.03291350013276719,0.3500790763444376,0.999828192354927,58.68634626677084,Q53EL9,SEZ6,Neurology_II,Unique Protein
OID30969,906,0.008485658695658396,0.03336700924274307,0.7993130284466035,0.999828192354927,47.385599654165325,Q2UY09,COL28A1,Neurology_II,Unique Protein
OID30970,906,0.08948795639490076,0.03208531874545962,0.005399683797792852,0.5531737417314,49.7682245226801,O14578,CIT,Neurology_II,Unique Protein
OID30971,906,0.057114519551091626,0.04712313517665014,0.22582583197383982,0.999828192354927,60.72639299564852,Q9BY14,TEX101,Neurology_II,Unique Protein
OID30972,906,-0.021172707918318014,0.03183466666120064,0.5061706316049448,0.999828192354927,80.12542535334501,P24386,CHM,Neurology_II,Unique Protein
OID30973,906,0.024854393473620014,0.03409659364422059,0.4662310328094882,0.999828192354927,64.86248954890671,Q8IWP9,CCDC28A,Neurology_II,Unique Protein
OID30974,906,-0.004032674579993078,0.03239160200488166,0.9009496560975114,0.999828192354927,123.69115386372759,P35556,FBN2,Neurology_II,Unique Protein
OID30975,906,0.017263886902182158,0.03236836904027898,0.5939207425054367,0.999828192354927,84.54303083015299,Q15735,INPP5J,Neurology_II,Unique Protein
OID30976,906,0.013235723458867808,0.03394911710746402,0.6967270011408784,0.999828192354927,40.22050828411355,Q15398,DLGAP5,Neurology_II,Unique Protein
OID30977,906,0.04324898055828293,0.031176990930226127,0.1657278878453578,0.999828192354927,40.34752846239291,Q13002,GRIK2,Neurology_II,Unique Protein
OID30978,906,0.009507357961474358,0.031428738626018166,0.7623381058872344,0.999828192354927,51.06356840325789,Q9BX66,SORBS1,Neurology_II,Unique Protein
OID30979,906,-0.020719906483241946,0.03153890138609869,0.5113753915553412,0.999828192354927,41.29457192257164,Q07617,SPAG1,Neurology_II,Unique Protein
OID30980,906,0.007051079284060877,0.030498121588400456,0.8172151315095773,0.999828192354927,47.44762527663121,Q8WWM7,ATXN2L,Neurology_II,Unique Protein
OID30981,906,-0.027087122788303178,0.02980317281470068,0.36366800481210515,0.999828192354927,115.54783104711288,P48431,SOX2,Neurology_II,Unique Protein
OID30982,906,-0.007492559265675559,0.03273338182000913,0.819002238520607,0.999828192354927,47.4389453276056,Q9BZJ3,TPSD1,Neurology_II,Unique Protein
OID30983,906,0.01095416564190389,0.03194226965256757,0.7317278696152235,0.999828192354927,61.301751742255064,Q9NPD7,NRN1,Neurology_II,Unique Protein
OID30984,906,0.014787186947459733,0.036379332818311974,0.68449407212937885,0.999828192354927,41.72085291530261,A6NFN3,RBFOX3,Neurology_II,Unique Protein
OID30985,906,0.016842045923905074,0.031547795211789964,0.5935739270052044,0.999828192354927,84.82691353504936,Q96JB5,CDK5RAP3,Neurology_II,Unique Protein
OID30986,906,0.0019111842858581215,0.0353915360537183,0.9569464347836354,0.999828192354927,43.62247521894179,O60662,KLHL41,Neurology_II,Unique Protein
OID30987,906,0.003837212628051481,0.03247316074388461,0.9059632388104842,0.999828192354927,47.78815666398994,Q9HCY8,S100A14,Neurology_II,Unique Protein
OID30988,906,0.048376366350996985,0.030143307499428278,0.10887756217762638,0.999828192354927,51.43148686648341,P08651,NFIC,Neurology_II,Unique Protein
OID30989,906,0.02992114445982028,0.029718797253031778,0.3143022010911583,0.999828192354927,58.50056640743191,Q9UM54,MYO6,Neurology_II,Unique Protein
OID30990,906,0.01135610743315474,0.03341580651873376,0.7340559541134288,0.999828192354927,40.8274882620683,Q96QH8,SPACA5_SPACA5B,Neurology_II,Unique Protein
OID30991,906,0.010629119695965398,0.03006499509961449,0.7237694047102012,0.999828192354927,48.24218908756514,Q8WVC0,LEO1,Neurology_II,Unique Protein
OID30992,906,-0.0070990653420773845,0.02961462985017544,0.8106069242958917,0.999828192354927,48.743437197703734,P12319,FCER1A,Neurology_II,Unique Protein
OID30993,906,-0.006899374731571019,0.03223050526177401,0.8305469040701323,0.999828192354927,38.13498163042822,O60469,DSCAM,Neurology_II,Unique Protein
OID30994,906,-0.007866652187051914,0.03289764810160847,0.8110640346861508,0.999828192354927,78.03016895389207,O15013,ARHGEF10,Neurology_II,Unique Protein
OID30995,906,0.055161265697721805,0.033113567399573766,0.09610342251714867,0.999828192354927,47.74869542593682,P04808,RLN1,Neurology_II,Unique Protein
OID30996,906,-0.009272470696006414,0.03240998913131248,0.7748692047748771,0.999828192354927,61.7449368227738,O75592,MYCBP2,Neurology_II,Unique Protein
OID30997,906,-0.023549231914310867,0.03214414395200785,0.46398843285540514,0.999828192354927,44.74186619789463,Q9NXH3,PPP1R14D,Neurology_II,Unique Protein
OID30998,906,0.018217214466210323,0.034440971686758914,0.5969797152518004,0.999828192354927,89.34309675358668,Q15102,PAFAH1B3,Neurology_II,Unique Protein
OID30999,906,0.00729599193735812,0.0318188449308156,0.8186904835092651,0.999828192354927,62.947524365165776,O43665,RGS10,Neurology_II,Unique Protein
OID31000,906,0.007191301558678296,0.03207361964523465,0.8226438854202514,0.999828192354927,46.29017448426445,Q9UQ16,DNM3,Neurology_II,Unique Protein
OID31001,906,0.022857494180619203,0.031599613117165914,0.4696579017090391,0.999828192354927,33.90090355914418,Q8IVM0,CCDC50,Neurology_II,Unique Protein
OID31002,906,0.013313811102803568,0.03545977727721749,0.7074067180995294,0.999828192354927,37.37457805775211,B2RUY7,VWC2L,Neurology_II,Unique Protein
OID31003,906,-0.0032095062886910507,0.03188568130625083,0.9198458379424483,0.999828192354927,63.316617689490165,Q15366,PCBP2,Neurology_II,Unique Protein
OID31004,906,0.014481576271829943,0.030622623220511052,0.6363980549519604,0.999828192354927,40.698405935671076,P22102,GART,Neurology_II,Unique Protein
OID31005,906,-0.025819351683986295,0.031982052803633816,0.4197064940409697,0.999828192354927,46.986547238081684,A8MVW0,FAM171A2,Neurology_II,Unique Protein
OID31006,906,-0.01253122754354093,0.03157802224907833,0.6915857830954636,0.999828192354927,47.63058448292579,Q6ZVN8,HJV,Neurology_II,Unique Protein
OID31007,906,0.025343484068794185,0.03131589278700098,0.4185689650664025,0.999828192354927,46.3851834476498,Q07021,C1QBP,Neurology_II,Unique Protein
OID31008,906,-0.012297334280422135,0.03201012988780973,0.7009447787206153,0.999828192354927,34.50184819023463,O95467,GNAS,Neurology_II,Unique Protein
OID31009,906,-1.755205580004902e-4,0.032524236244807755,0.9956953681549543,0.999828192354927,90.45030019471376,O75167,PHACTR2,Neurology_II,Unique Protein
OID31010,906,-0.023707105348901268,0.0321252902305632,0.4607360009404414,0.999828192354927,72.4869827196055,O60869,EDF1,Neurology_II,Unique Protein
OID31011,906,0.014271889821667978,0.032496101432735985,0.6606328269135466,0.999828192354927,62.83090966609585,Q96A00,PPP1R14A,Neurology_II,Unique Protein
OID31012,906,0.0610313594689149,0.031669967025689374,0.054286718117498106,0.9406766951138462,43.51075538502403,Q14151,SAFB2,Neurology_II,Unique Protein
OID31013,906,0.05088220979796789,0.032537408882236794,0.11822092140489761,0.999828192354927,37.86039965398408,Q5T848,GPR158,Neurology_II,Unique Protein
OID31015,906,-0.023954231099028556,0.03138113060675205,0.4454688949823844,0.999828192354927,40.68205893335211,Q86YD3,TMEM25,Neurology_II,Unique Protein
OID31016,906,-0.003313348159288895,0.031489274919205466,0.9162239352997313,0.999828192354927,60.21757866377927,Q15714,TSC22D1,Neurology_II,Unique Protein
OID31017,906,-0.006206516514014244,0.032692422280125887,0.8494736092510919,0.999828192354927,74.00276548946577,Q9H6Q3,SLA2,Neurology_II,Unique Protein
OID31018,906,-0.010532619335330935,0.031359312964495185,0.7370493962949569,0.999828192354927,58.45901181442852,O95202,LETM1,Neurology_II,Unique Protein
OID31019,906,-0.005748335804415239,0.031888426753850604,0.8569866203734908,0.999828192354927,64.26587214718302,O95295,SNAPIN,Neurology_II,Unique Protein
OID31020,906,0.012590301435038673,0.031548980936721975,0.6899368521695836,0.999828192354927,36.44598499101448,Q8N967,LRTM2,Neurology_II,Unique Protein
OID31021,906,-0.007012884679099195,0.031857082778582145,0.8258162132105165,0.999828192354927,72.70328079098596,P30419,NMT1,Neurology_II,Unique Protein
OID31022,906,-0.024326079810788732,0.03272243506469176,0.45743297173314235,0.999828192354927,127.0384242299438,O43432,EIF4G3,Neurology_II,Unique Protein
OID31023,906,0.005173058085496184,0.030326973856925312,0.8645960938578658,0.999828192354927,39.45327656692961,Q13084,MRPL28,Neurology_II,Unique Protein
OID31024,906,0.005717042647062347,0.03221059744292764,0.8591645766467589,0.999828192354927,61.035735529060574,P53367,ARFIP1,Neurology_II,Unique Protein
OID31025,906,0.014858266926229392,0.031787845142913454,0.6403147843353396,0.999828192354927,44.822807033290985,Q9UH03,SEPTIN3,Neurology_II,Unique Protein
OID31026,906,-0.018734326155268266,0.03189679907451182,0.5571240967868177,0.999828192354927,56.50618592117465,Q08378,GOLGA3,Neurology_II,Unique Protein
OID31027,906,0.006971675750976461,0.03164221638839681,0.8256663534221745,0.999828192354927,84.7548925978922,O75792,RNASEH2A,Neurology_II,Unique Protein
OID31028,906,-0.002319664765363059,0.03154379746659488,0.9413947181532397,0.999828192354927,70.28583982451825,Q9H6H4,REEP4,Neurology_II,Unique Protein
OID31029,906,0.0013926360457539183,0.03262343069317679,0.965959713356576,0.999828192354927,64.671688996667,Q9H777,ELAC1,Neurology_II,Unique Protein
OID31030,906,0.0035092314382963474,0.03238423313428118,0.9137328599935785,0.999828192354927,72.49008351225322,Q8WWV3,RTN4IP1,Neurology_II,Unique Protein
OID31031,906,0.028682333730978973,0.03326736597823332,0.3888243425501091,0.999828192354927,48.40015585924225,P51687,SUOX,Neurology_II,Unique Protein
OID31032,906,-4.174887559197241e-4,0.03441797042794931,0.9903246629097842,0.999828192354927,45.946758633394715,Q6UWW0,LCN15,Neurology_II,Unique Protein
OID31033,906,0.036859975069004375,0.03193327069535294,0.24869683802199008,0.999828192354927,98.71970317247974,Q96PE7,MCEE,Neurology_II,Unique Protein
