OlinkID,epvs_insula_6_nobs,epvs_insula_6_beta,epvs_insula_6_se,epvs_insula_6_pvalue,epvs_insula_6_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20183,926,0.08411719126978597,0.033183431926638356,0.01141507584224468,0.5089083182395027,62.54697300510441,P78380,OLR1,Cardiometabolic,Unique Protein
OID20184,926,0.020142933110453228,0.03506519952925761,0.5658114623441581,0.984280259829374,87.12365937501329,Q9NR28,DIABLO,Cardiometabolic,Unique Protein
OID20185,926,0.003999381276748335,0.03921708432534222,0.9187946994958485,0.9946257601720906,42.774115019421075,Q86VZ4,LRP11,Cardiometabolic,Unique Protein
OID20186,926,-0.0015825332403838555,0.04064095580046041,0.9689473245800551,0.9986550428843561,28.228257391280014,Q13275,SEMA3F,Cardiometabolic,Unique Protein
OID20187,926,-0.017330260904739925,0.05209935394792467,0.7394841539264041,0.9890967725177496,47.0573157261812,P41159,LEP,Cardiometabolic,Unique Protein
OID20188,926,0.03179121097631957,0.03756870039128437,0.3976565587954457,0.9810524124677401,33.00537675398541,P06858,LPL,Cardiometabolic,Unique Protein
OID20189,926,0.04516035978929044,0.03721069111335403,0.225202452483713,0.9738590416428587,37.097355357196925,Q8IZP9,ADGRG2,Cardiometabolic,Unique Protein
OID20190,926,0.08432320064808425,0.03609976647636518,0.019717520522295584,0.5821647725926262,33.5974227289358,Q9Y286,SIGLEC7,Cardiometabolic,Unique Protein
OID20191,926,0.027118053506628183,0.03603847927060655,0.45196136595225056,0.9816185290187052,34.412356699657096,O95502,NPTXR,Cardiometabolic,Unique Protein
OID20192,926,0.02356689333982835,0.0347050312927369,0.49727193046785156,0.9816185290187052,81.6031710461465,O75791,GRAP2,Cardiometabolic,Unique Protein
OID20193,926,-0.004786509720243733,0.03496097417462061,0.8911323569704233,0.9946257601720906,33.55127599310421,Q9HBB8,CDHR5,Cardiometabolic,Unique Protein
OID20194,926,0.09337857318013663,0.03734132930927142,0.012571671074137413,0.5089083182395027,36.75959527930229,P52888,THOP1,Cardiometabolic,Unique Protein
OID20195,926,0.029303825334380165,0.03415871518004093,0.39119020457066644,0.9810524124677401,42.789433779264684,P35754,GLRX,Cardiometabolic,Unique Protein
OID20196,926,-0.07644521755567497,0.03672717817027704,0.03767505515828118,0.6686186456359944,35.21724849840137,P21583,KITLG,Cardiometabolic,Unique Protein
OID20197,926,0.03732157571491155,0.03585834610489463,0.29824394854220937,0.9738590416428587,36.39927455414091,Q9UKJ0,PILRB,Cardiometabolic,Unique Protein
OID20198,926,0.06366026499447257,0.03485828951833761,0.06814095410242176,0.7837778792672053,33.441281834061485,Q15846,CLUL1,Cardiometabolic,Unique Protein
OID20199,926,0.04073687157203931,0.03392921279813092,0.23020422589824704,0.9738590416428587,56.976812809278634,P23526,AHCY,Cardiometabolic,Unique Protein
OID20200,926,0.04830621779337144,0.03568984289808222,0.17623413396735477,0.9622023924017565,39.18793377172315,P12104,FABP2,Cardiometabolic,Unique Protein
OID20201,926,-0.0506080216270721,0.03804396777717973,0.18377111280033623,0.9713186555830414,33.024904135837545,P00797,REN,Cardiometabolic,Unique Protein
OID20202,926,-0.0030370435206379886,0.03586941662357134,0.9325429364276404,0.9946257601720906,32.94019440327249,Q9UK05,GDF2,Cardiometabolic,Unique Protein
OID20203,926,0.031624606611854275,0.03452376460284426,0.359898448823351,0.9738590416428587,127.70205644841062,P12724,RNASE3,Cardiometabolic,Unique Protein
OID20204,926,-0.09983299895318944,0.037464977804788455,0.007842960426855316,0.48622512343285196,39.42405651623527,Q9BQB4,SOST,Cardiometabolic,Unique Protein
OID20205,926,-0.04374515092838719,0.04667369671167068,0.3488777793279625,0.9738590416428587,35.05681188387301,Q9NQX5,NPDC1,Cardiometabolic,Unique Protein
OID20206,926,0.005287751129872264,0.03485493211141434,0.8794515690074889,0.993446834531741,59.79217054323547,Q07108,CD69,Cardiometabolic,Unique Protein
OID20207,926,0.01957189233501134,0.0345169647987241,0.5708397237528019,0.984280259829374,67.99258512214456,P42830,CXCL5,Cardiometabolic,Unique Protein
OID20208,926,0.019349996013687292,0.03548774884755465,0.5857102547562573,0.9844644449593747,36.60447437336462,P02462,COL4A1,Cardiometabolic,Unique Protein
OID20209,926,0.020377963553050896,0.036768803362531834,0.5795661566824768,0.9844644449593747,34.07086219424861,A6NI73,LILRA5,Cardiometabolic,Unique Protein
OID20210,926,0.056261936118556836,0.03420954674293084,0.1003944674881798,0.8670331839607813,26.822344509155556,Q9UEW3,MARCO,Cardiometabolic,Unique Protein
OID20211,926,-0.01778722184218166,0.037178093621726256,0.6324578301934066,0.9859783110734047,28.409272453327045,O95841,ANGPTL1,Cardiometabolic,Unique Protein
OID20212,926,0.039114652767164707,0.0351897442697099,0.2666334110968108,0.9738590416428587,35.157211407863194,Q9BQR3,PRSS27,Cardiometabolic,Unique Protein
OID20213,926,0.04380176283902698,0.03503067582675377,0.21148321571120568,0.9738590416428587,34.28494169626506,Q99523,SORT1,Cardiometabolic,Unique Protein
OID20214,926,0.0375967950314093,0.033402826031448764,0.260651677286509,0.9738590416428587,35.97537146507491,P35247,SFTPD,Cardiometabolic,Unique Protein
OID20215,926,0.07125665882784929,0.034656466811089824,0.04006092704972052,0.6691319415219035,37.65967830683566,P20711,DDC,Cardiometabolic,Unique Protein
OID20216,926,0.0091184375311571,0.033671379169726526,0.7866014689923931,0.9890967725177496,51.76787703710303,P31431,SDC4,Cardiometabolic,Unique Protein
OID20217,926,0.10020707800673978,0.033717077624844334,0.0030371062654661676,0.4712190603112042,44.520121715167335,P09601,HMOX1,Cardiometabolic,Unique Protein
OID20218,926,0.008112312651623677,0.035166994285582,0.8176158179695698,0.9896473158806222,62.628145145932464,O00161,SNAP23,Cardiometabolic,Unique Protein
OID20219,926,-0.013372871311745733,0.03357537567404729,0.690507516256353,0.9890967725177496,35.931893320097515,Q8IW75,SERPINA12,Cardiometabolic,Unique Protein
OID20220,926,-0.005662856349845377,0.03453683902767954,0.869794811380732,0.9918107315892233,46.918939986573534,P01241,GH1,Cardiometabolic,Unique Protein
OID20221,926,-0.01600478852721005,0.04129711539455101,0.6984386660686754,0.9890967725177496,35.69542565192197,Q9BUD6,SPON2,Cardiometabolic,Unique Protein
OID20222,926,-9.665434042547194e-4,0.04012875634552041,0.9807892826414326,0.9986550428843561,36.016872584688876,Q92692,NECTIN2,Cardiometabolic,Unique Protein
OID20223,926,0.03875612947467427,0.0357594720673025,0.27874228606751883,0.9738590416428587,44.1080839542237,Q6WN34,CHRDL2,Cardiometabolic,Unique Protein
OID20224,926,0.041537033797171725,0.04056983310275278,0.3061845615143745,0.9738590416428587,33.636050641719194,Q01973,ROR1,Cardiometabolic,Unique Protein
OID20225,926,0.02329434304741096,0.03440199298749486,0.49850184555167765,0.9816185290187052,67.09599007733782,Q8N1Q1,CA13,Cardiometabolic,Unique Protein
OID20226,926,-0.039507639143466625,0.04135408257611627,0.33965592646790266,0.9738590416428587,37.76072639043195,Q76M96,CCDC80,Cardiometabolic,Unique Protein
OID20227,926,0.01629070698195095,0.03241514462848063,0.6153927641651862,0.9859783110734047,99.59646263030456,P09467,FBP1,Cardiometabolic,Unique Protein
OID20228,926,0.04186618054490867,0.03564326947404423,0.240468627642011,0.9738590416428587,31.03031272968727,P07711,CTSL,Cardiometabolic,Unique Protein
OID20229,926,0.029490759593348743,0.03481013239165468,0.39711403724453964,0.9810524124677401,37.883048561414235,Q92823,NRCAM,Cardiometabolic,Unique Protein
OID20230,926,0.007101944436770684,0.03546877650487598,0.8413450497586642,0.9905342527411105,53.106155897429865,P04792,HSPB1,Cardiometabolic,Unique Protein
OID20231,926,0.04353989619586642,0.0380504426467874,0.25281547975935426,0.9738590416428587,34.05280788909543,P07204,THBD,Cardiometabolic,Unique Protein
OID20232,926,0.020044691110156172,0.0341321831416169,0.5571713124320116,0.984280259829374,52.9552703239026,Q16773,KYAT1,Cardiometabolic,Unique Protein
OID20233,926,-0.036493126466042435,0.043836783838108385,0.4053594627118867,0.9810524124677401,46.229200935715404,Q92520,FAM3C,Cardiometabolic,Unique Protein
OID20234,926,0.04026502261982529,0.03389495776047232,0.23517084502496283,0.9738590416428587,69.94960676192586,P19971,TYMP,Cardiometabolic,Unique Protein
OID20235,926,-0.05570375015209777,0.032654677413899276,0.08838082843379293,0.8242385233108049,70.26170961646481,Q8NBP7,PCSK9,Cardiometabolic,Unique Protein
OID20236,926,-0.011596694950965105,0.03633656212305438,0.7496889800964108,0.9890967725177496,27.54719353629453,Q16270,IGFBP7,Cardiometabolic,Unique Protein
OID20237,926,-0.009389791913763067,0.036908771913740514,0.7992402151325324,0.9890967725177496,40.83043423212725,P07911,UMOD,Cardiometabolic,Unique Protein
OID20238,926,-0.05596021288508239,0.034367207951342106,0.10380917322168244,0.8769774951646757,66.06885393928198,P55058,PLTP,Cardiometabolic,Unique Protein
OID20239,926,-0.022072466922207094,0.03777726991188861,0.559178364674155,0.984280259829374,68.54774781481102,Q13361,MFAP5,Cardiometabolic,Unique Protein
OID20240,926,0.02731823930025203,0.03564468237044177,0.4436358311075198,0.9816185290187052,45.747429758296846,P01130,LDLR,Cardiometabolic,Unique Protein
OID20241,926,0.002605651352003189,0.034327336849513924,0.9395106659149166,0.9946257601720906,45.289977640434934,P22748,CA4,Cardiometabolic,Unique Protein
OID20242,926,0.0026643243234646995,0.03853825171463962,0.9448978164666861,0.9954929778431477,52.314259901773106,P54760,EPHB4,Cardiometabolic,Unique Protein
OID20243,926,0.04416912867348917,0.03406540225922939,0.19510044614564825,0.9725636426977382,52.06089228866424,P33151,CDH5,Cardiometabolic,Unique Protein
OID20244,926,-0.019871156931429643,0.0365854029231956,0.5871642746657728,0.9844644449593747,60.80455777096107,P23141,CES1,Cardiometabolic,Unique Protein
OID20245,926,-0.05388875739098167,0.04727302888349537,0.2546102338734106,0.9738590416428587,44.76614717411892,P15090,FABP4,Cardiometabolic,Unique Protein
OID20246,926,-0.016729621080469943,0.03765401004914315,0.6569331067821126,0.9890967725177496,64.76816298498393,P08833,IGFBP1,Cardiometabolic,Unique Protein
OID20247,690,-0.009222977676952421,0.03898986445893939,0.8130799170810032,0.9896473158806222,63.19472280875097,P00750,PLAT,Cardiometabolic,Unique Protein
OID20248,926,0.04775295559415495,0.033395327276680695,0.15308283213485943,0.9622023924017565,49.31949979438927,P13598,ICAM2,Cardiometabolic,Unique Protein
OID20249,926,0.0346221754072705,0.03444216265701468,0.3150567739291173,0.9738590416428587,58.32689189092803,Q76LX8,ADAMTS13,Cardiometabolic,Unique Protein
OID20250,926,0.011170610961151543,0.034719022752729894,0.7477215955083673,0.9890967725177496,58.84017009751589,Q01638,IL1RL1,Cardiometabolic,Unique Protein
OID20251,926,-0.11732533258499457,0.04188349382922285,0.005199482294129383,0.4712190603112042,39.13705835358853,Q99988,GDF15,Cardiometabolic,Unique Protein
OID20252,926,-0.048339622724710866,0.034599773236692714,0.16272390097653122,0.9622023924017565,56.446669190947006,P04054,PLA2G1B,Cardiometabolic,Unique Protein
OID20253,926,0.009240279682719853,0.03765519394431469,0.8062086947024069,0.9896473158806222,54.07092997982441,Q9UM47,NOTCH3,Cardiometabolic,Unique Protein
OID20254,926,-0.023996810175041603,0.039423814494361144,0.5428840533677184,0.9841116875094393,55.11350716064815,Q14767,LTBP2,Cardiometabolic,Unique Protein
OID20255,926,-0.009918021362941893,0.034289137560727684,0.7724588837759092,0.9890967725177496,59.29592661792535,Q03167,TGFBR3,Cardiometabolic,Unique Protein
OID20256,926,-0.028479209291781174,0.03312791234785305,0.39019661011773255,0.9810524124677401,107.37533623788369,P04275,VWF,Cardiometabolic,Unique Protein
OID20257,926,0.06586973871202974,0.033380524202298194,0.048765795605943726,0.695908220810871,39.96050792408625,Q5VY43,PEAR1,Cardiometabolic,Unique Protein
OID20258,926,0.004573875257898803,0.03668428655137642,0.9008029183735512,0.9946257601720906,61.11595778412402,Q06141,REG3A,Cardiometabolic,Unique Protein
OID20259,926,-0.16079694116289614,0.049572700409103596,0.0012233182569104885,0.3816047452338442,60.410029729364055,P55808,XG,Cardiometabolic,Unique Protein
OID20260,926,0.023566438674062804,0.03436721469439545,0.4930627101330649,0.9816185290187052,61.8076988029898,P48960,ADGRE5,Cardiometabolic,Unique Protein
OID20261,926,0.00787255628722484,0.034460257890771305,0.8193455992170688,0.9896473158806222,61.1795236448606,P04066,FUCA1,Cardiometabolic,Unique Protein
OID20262,926,-0.012969887113866487,0.03295106584136295,0.6939614078147365,0.9890967725177496,57.70058560244835,Q9NNX6,CD209,Cardiometabolic,Unique Protein
OID20263,926,-0.04155410031242077,0.040246205090131604,0.30211532578518435,0.9738590416428587,48.90160180012761,P02144,MB,Cardiometabolic,Unique Protein
OID20264,926,-0.022821846228801842,0.035942566057356615,0.5256196270417031,0.9816185290187052,66.94939792978609,Q9UBP4,DKK3,Cardiometabolic,Unique Protein
OID20265,926,0.0040795949560864095,0.03408117119944514,0.9047455658353976,0.9946257601720906,49.47786070957056,O14798,TNFRSF10C,Cardiometabolic,Unique Protein
OID20266,926,-0.01832763477666294,0.03514436830569345,0.6021492766896988,0.9846197319097081,52.79867342154505,P48304,REG1B,Cardiometabolic,Unique Protein
OID20267,926,0.03587245517256102,0.03631540257670746,0.3235135616911873,0.9738590416428587,57.24841967595021,P01589,IL2RA,Cardiometabolic,Unique Protein
OID20268,926,-0.010763563462734058,0.03308241652149209,0.7449869217099196,0.9890967725177496,32.67531251149596,P09619,PDGFRB,Cardiometabolic,Unique Protein
OID20269,926,0.0025661354719354805,0.03328645352506354,0.9385670287598615,0.9946257601720906,42.3940514148372,P08581,MET,Cardiometabolic,Unique Protein
OID20270,926,0.03061813799447214,0.03710917218706698,0.40954227373072405,0.9810524124677401,41.37328095250382,Q96AP7,ESAM,Cardiometabolic,Unique Protein
OID20271,926,-0.06561590833460833,0.036501400405821456,0.07256972425019095,0.787202495904524,57.80394295489667,P07451,CA3,Cardiometabolic,Unique Protein
OID20272,926,0.06175999023094894,0.036015986699357266,0.08672576247105723,0.8203864197504864,55.67521084638539,Q9Y275,TNFSF13B,Cardiometabolic,Unique Protein
OID20273,926,0.07707585539962054,0.036303711186765855,0.034017914592239074,0.6686186456359944,62.52936892980734,Q13740,ALCAM,Cardiometabolic,Unique Protein
OID20274,926,-0.012643956000211247,0.03629922355412282,0.7276766212657217,0.9890967725177496,43.92264317268689,P14555,PLA2G2A,Cardiometabolic,Unique Protein
OID20275,926,0.036137138249341345,0.03693702316543019,0.3281656416805071,0.9738590416428587,49.214421338136205,P08118,MSMB,Cardiometabolic,Unique Protein
OID20276,926,0.024042755568438594,0.037882816982446874,0.5258099606634148,0.9816185290187052,46.86194530243617,P07858,CTSB,Cardiometabolic,Unique Protein
OID20277,926,0.06045499182056518,0.03265132678107967,0.06441892343724419,0.7780847653184495,53.49056024275692,P32942,ICAM3,Cardiometabolic,Unique Protein
OID20278,926,-0.08832244719891127,0.037886405474652135,0.019959514757500265,0.5828271038203752,63.29739378462129,Q07507,DPT,Cardiometabolic,Unique Protein
OID20279,926,0.039230402582269924,0.034534376263868884,0.2562654909400768,0.9738590416428587,60.014867863013386,Q9NQ79,CRTAC1,Cardiometabolic,Unique Protein
OID20280,926,-0.01928476701782929,0.03274325830117415,0.5560291486648392,0.984280259829374,57.38508731337746,P15085,CPA1,Cardiometabolic,Unique Protein
OID20281,926,0.02056943504159872,0.034990664125673955,0.5567764724091641,0.984280259829374,66.45366322968857,Q86U17,SERPINA11,Cardiometabolic,Unique Protein
OID20282,926,-0.044502485970138804,0.03633127639939367,0.2209288031482584,0.9738590416428587,67.53288082864628,Q9H2A7,CXCL16,Cardiometabolic,Unique Protein
OID20283,926,0.05731166058610208,0.03271081892745687,0.08010073067976275,0.7984482059247628,57.670116026926166,O75326,SEMA7A,Cardiometabolic,Unique Protein
OID20284,926,-0.021152126029688932,0.037191690086934404,0.569678888942285,0.984280259829374,43.769294645564536,P17931,LGALS3,Cardiometabolic,Unique Protein
OID20285,926,0.05215763808595516,0.032603781545247845,0.11000523953468466,0.8853848664989608,59.97322330907519,Q9H1U4,MEGF9,Cardiometabolic,Unique Protein
OID20286,926,0.02144315890606779,0.03441811615489066,0.533428818830044,0.9816185290187052,93.7782928984493,P31146,CORO1A,Cardiometabolic,Unique Protein
OID20287,926,0.08717163820033606,0.032736597136448886,0.007886626282262388,0.48622512343285196,47.57050366529988,P17813,ENG,Cardiometabolic,Unique Protein
OID20288,926,0.0059664433833101875,0.038433089464825196,0.8766649125457291,0.993446834531741,45.942593561848014,Q13822,ENPP2,Cardiometabolic,Unique Protein
OID20289,926,0.010834498934619666,0.033216998382444546,0.7443687113558686,0.9890967725177496,43.63181389456767,P15086,CPB1,Cardiometabolic,Unique Protein
OID20290,926,0.031670061600884675,0.03515252901010756,0.367864072499103,0.9738590416428587,64.85885031297789,P16581,SELE,Cardiometabolic,Unique Protein
OID20291,926,0.007150912489702418,0.03423941820484063,0.8346121590703477,0.9896473158806222,61.13933945036864,P19021,PAM,Cardiometabolic,Unique Protein
OID20292,926,-0.05104944400746929,0.0438620054784341,0.24478589132024475,0.9738590416428587,66.02372887423743,P12111,COL6A3,Cardiometabolic,Unique Protein
OID20293,926,0.0033876772585458717,0.038019274868659754,0.9290188316832921,0.9946257601720906,59.67244657741059,Q15828,CST6,Cardiometabolic,Unique Protein
OID20294,926,0.029243230329620614,0.036133230404409994,0.4185459046436637,0.9810524124677401,49.58050956299769,P04080,CSTB,Cardiometabolic,Unique Protein
OID20295,926,0.0105985245381519,0.035901305071628205,0.7678991171725453,0.9890967725177496,60.10432944659653,P80370,DLK1,Cardiometabolic,Unique Protein
OID20296,926,0.061608716902545636,0.03486025789958912,0.07751445922524355,0.7949991730364453,42.06965761452278,P08236,GUSB,Cardiometabolic,Unique Protein
OID20297,926,4.9026603719243815e-5,0.03423258016409359,0.9988576163353398,0.999541531170215,50.6319753999081,Q14162,SCARF1,Cardiometabolic,Unique Protein
OID20298,926,-0.013765442445080094,0.03249794635056575,0.6719737482560657,0.9890967725177496,59.36334376479172,P09093,CELA3A,Cardiometabolic,Unique Protein
OID20299,926,-0.03444075228002638,0.03813296359195716,0.36667344144265934,0.9738590416428587,47.8057486176229,P48745,CCN3,Cardiometabolic,Unique Protein
OID20300,926,0.018923921185745686,0.03559124269547324,0.5950633034285251,0.9844644449593747,27.333317601216173,Q9Y4L1,HYOU1,Cardiometabolic,Unique Protein
OID20301,926,0.032049122051733395,0.0350989228399706,0.3614289744914845,0.9738590416428587,62.607902277851416,Q8N423,LILRB2,Cardiometabolic,Unique Protein
OID20302,690,-0.049802763457096444,0.040153725789375656,0.21529902752574803,0.9738590416428587,56.74225089874749,P15907,ST6GAL1,Cardiometabolic,Unique Protein
OID20303,926,0.028754725086068286,0.033255662531726043,0.3874567242539375,0.9810524124677401,64.31486205264409,P35590,TIE1,Cardiometabolic,Unique Protein
OID20304,926,0.05353302874615041,0.03570170509057011,0.13410528379119743,0.9441780948753669,60.67412346053448,P78324,SIRPA,Cardiometabolic,Unique Protein
OID20305,926,0.01772368173477954,0.0345161758280252,0.6077346714248798,0.9859783110734047,68.70571581640652,P42574,CASP3,Cardiometabolic,Unique Protein
OID20306,926,-0.023026628170647094,0.03549143858851965,0.5166363921235319,0.9816185290187052,52.65702612005766,Q13332,PTPRS,Cardiometabolic,Unique Protein
OID20307,926,4.8199087079739585e-4,0.03564985802482886,0.9892158052951969,0.9986550428843561,43.4634975842823,Q12860,CNTN1,Cardiometabolic,Unique Protein
OID20308,926,-0.08148873641290327,0.035156309900454374,0.020677304767874632,0.5867938042378403,63.49221599113213,Q8TDL5,BPIFB1,Cardiometabolic,Unique Protein
OID20309,926,0.04686579363897126,0.033378332343668986,0.16063897031605623,0.9622023924017565,66.25896415393858,P20160,AZU1,Cardiometabolic,Unique Protein
OID20310,926,-0.01004778791289975,0.03486406826604017,0.7732605141264985,0.9890967725177496,54.354536744400214,P10586,PTPRF,Cardiometabolic,Unique Protein
OID20311,926,0.03993540273701977,0.034067530370630913,0.24140858652639477,0.9738590416428587,55.05772187134104,P46531,NOTCH1,Cardiometabolic,Unique Protein
OID20312,926,0.005848395501374506,0.03456784759633781,0.8656881987790289,0.9908257245605179,57.47092284570946,Q13231,CHIT1,Cardiometabolic,Unique Protein
OID20313,926,0.011427027195115366,0.03404944324819324,0.737249638585322,0.9890967725177496,61.14299012780048,P04085,PDGFA,Cardiometabolic,Unique Protein
OID20314,926,0.010796675161349417,0.03393316491580757,0.7504258963303647,0.9890967725177496,58.15499355853627,P13686,ACP5,Cardiometabolic,Unique Protein
OID20315,926,0.0691236406694378,0.03320854639413911,0.037668913446643276,0.6686186456359944,58.5830668122483,P05107,ITGB2,Cardiometabolic,Unique Protein
OID20316,926,-0.04411967224308091,0.03363731987813002,0.18997846915547595,0.9725636426977382,62.522675538325636,P25445,FAS,Cardiometabolic,Unique Protein
OID20317,926,0.024088505231166773,0.0331353880711399,0.46743120750604994,0.9816185290187052,54.36778141647737,O15031,PLXNB2,Cardiometabolic,Unique Protein
OID20318,926,0.044964303342015226,0.03343956450499268,0.17907756635795766,0.9634204199242696,68.35188804377653,Q14393,GAS6,Cardiometabolic,Unique Protein
OID20319,926,0.006281167811385755,0.03343152486409774,0.8510116436612563,0.9905342527411105,46.960190647701964,P00533,EGFR,Cardiometabolic,Unique Protein
OID20320,926,-0.024713659426634935,0.03491992258786151,0.47929922687874105,0.9816185290187052,53.503428456765626,Q16769,QPCT,Cardiometabolic,Unique Protein
OID20321,926,0.0016387462748221763,0.03560496656110453,0.9632998691669519,0.9986550428843561,51.318399931153735,O00584,RNASET2,Cardiometabolic,Unique Protein
OID20322,926,0.025283595935796335,0.034882439573892726,0.46874815949062176,0.9816185290187052,73.28720036814693,P10451,SPP1,Cardiometabolic,Unique Protein
OID20323,926,0.03913458356331318,0.03418503351209558,0.2526003814218543,0.9738590416428587,52.5384077655066,Q8NHL6,LILRB1,Cardiometabolic,Unique Protein
OID20324,926,-0.04249060839533098,0.03448374359095783,0.21819759045876505,0.9738590416428587,64.60977601650548,O75023,LILRB5,Cardiometabolic,Unique Protein
OID20325,926,-0.013150034895286612,0.0409742258309903,0.7483343499218016,0.9890967725177496,65.43565410074802,P18065,IGFBP2,Cardiometabolic,Unique Protein
OID20326,926,-0.05051825907720469,0.03869118960423452,0.19199404469133627,0.9725636426977382,50.54148190990807,P19957,PI3,Cardiometabolic,Unique Protein
OID20327,926,0.051677884259031706,0.034482844425856224,0.13431228352813343,0.9441780948753669,51.155031691293814,Q9HD89,RETN,Cardiometabolic,Unique Protein
OID20328,926,-0.016569084485746403,0.035214817436046326,0.6381009300435141,0.9859783110734047,64.539383231183,Q16663,CCL15,Cardiometabolic,Unique Protein
OID20329,926,0.03798766948978938,0.03216398614443284,0.23788862952700807,0.9738590416428587,47.955131565434385,P24158,PRTN3,Cardiometabolic,Unique Protein
OID20330,926,0.059076787248488694,0.033802592066501144,0.08085551452402662,0.7984482059247628,26.051730305781252,Q12884,FAP,Cardiometabolic,Unique Protein
OID20331,926,0.0027213391687613045,0.03402403869853428,0.9362686079262761,0.9946257601720906,77.66856404895611,P23284,PPIB,Cardiometabolic,Unique Protein
OID20332,926,-0.006592460911626196,0.03838128311803471,0.8636627760293265,0.9908257245605179,61.94441550277775,P39060,COL18A1,Cardiometabolic,Unique Protein
OID20333,926,0.008732799033402107,0.034086992310443286,0.7978612279217299,0.9890967725177496,50.4813852450681,P04746,AMY2A,Cardiometabolic,Unique Protein
OID20334,926,-0.062044170629429435,0.03471349295580259,0.07422047603154835,0.787202495904524,63.510977077472255,O15467,CCL16,Cardiometabolic,Unique Protein
OID20335,926,0.039595950959745066,0.03450969287062619,0.2515255395731425,0.9738590416428587,55.27227903602584,P02452,COL1A1,Cardiometabolic,Unique Protein
OID20336,926,0.04065605708148562,0.03329112219625373,0.22231802892684013,0.9738590416428587,45.95241713054071,Q13867,BLMH,Cardiometabolic,Unique Protein
OID20337,926,-0.014188373840598388,0.03416480933027834,0.6780266649792053,0.9890967725177496,49.99776223142749,P42785,PRCP,Cardiometabolic,Unique Protein
OID20338,897,0.06352601674931899,0.03633035756226696,0.0807167897752552,0.7984482059247628,13.30738900879499,O75594,PGLYRP1,Cardiometabolic,Unique Protein
OID20339,926,0.00600960451750229,0.04429752762578396,0.8921166694027357,0.9946257601720906,50.48543454875715,P13987,CD59,Cardiometabolic,Unique Protein
OID20340,926,0.01640270994771402,0.03441825560591469,0.6337834800317953,0.9859783110734047,54.55911966917141,P19961,AMY2B,Cardiometabolic,Unique Protein
OID20341,926,-0.035623764490941824,0.03533228844403398,0.3136044587396925,0.9738590416428587,70.21073244009823,P20062,TCN2,Cardiometabolic,Unique Protein
OID20342,926,0.021531155627998146,0.03525211111378807,0.5415011836877136,0.9841116875094393,57.901703649533786,P05121,SERPINE1,Cardiometabolic,Unique Protein
OID20343,926,0.008988649734884564,0.034563017773611836,0.7948724417366808,0.9890967725177496,39.84270007512773,P43121,MCAM,Cardiometabolic,Unique Protein
OID20344,926,0.05658519537122715,0.03528521359761442,0.1091401301575179,0.8853848664989608,50.15061220331337,P59665,DEFA1_DEFA1B,Cardiometabolic,Unique Protein
OID20345,926,-0.04083026667828034,0.035139958900145714,0.2455694867456924,0.9738590416428587,29.967948118146516,Q6EMK4,VASN,Cardiometabolic,Unique Protein
OID20346,926,-0.01877694696265434,0.04273200783055085,0.6604682196989281,0.9890967725177496,36.29878057058878,Q13508,ART3,Cardiometabolic,Unique Protein
OID20347,926,-0.018505942273721522,0.034042186555998,0.5868384628116715,0.9844644449593747,45.270504311574086,Q96KN2,CNDP1,Cardiometabolic,Unique Protein
OID20348,926,0.09277235597486093,0.03800534244088603,0.01483620110920665,0.5176471160649799,29.080431143574604,O95998,IL18BP,Cardiometabolic,Unique Protein
OID20349,926,-0.0032877872737883873,0.03493148096996777,0.925033864716476,0.9946257601720906,36.645658772353045,P00740,F9,Cardiometabolic,Unique Protein
OID20350,926,-0.022329915205877633,0.032148830001829935,0.487497390458811,0.9816185290187052,30.69703738419951,P15144,ANPEP,Cardiometabolic,Unique Protein
OID20351,926,-0.005609012756097467,0.03426227337860371,0.8699975079694726,0.9918107315892233,34.662133311979986,A1L4H1,SSC5D,Cardiometabolic,Unique Protein
OID20352,926,-0.03034088320541256,0.03481158866964061,0.38367210797185525,0.9810524124677401,41.71926738077159,Q06033,ITIH3,Cardiometabolic,Unique Protein
OID20353,926,-0.022687640742707592,0.03557853479234181,0.523844935320601,0.9816185290187052,40.631678968541586,P12830,CDH1,Cardiometabolic,Unique Protein
OID20354,926,-0.016854029825932083,0.03488086289508402,0.6290789407443,0.9859783110734047,35.678213277784025,P13591,NCAM1,Cardiometabolic,Unique Protein
OID20355,926,-0.08491102831388295,0.034638064943389134,0.014419337142579864,0.5176471160649799,49.7620321909512,P18428,LBP,Cardiometabolic,Unique Protein
OID20356,926,0.03160312136483162,0.034036904314838426,0.35339830961790475,0.9738590416428587,24.408104909210817,Q99650,OSMR,Cardiometabolic,Unique Protein
OID20357,926,-0.06676432757768903,0.033350955686966936,0.04559694233628832,0.694165950255056,32.40587704700907,Q12794,HYAL1,Cardiometabolic,Unique Protein
OID20358,926,-0.016981415411205212,0.033382244872365956,0.6110894286232809,0.9859783110734047,35.78363004417124,P07339,CTSD,Cardiometabolic,Unique Protein
OID20359,690,0.045138799961625446,0.039153452892701106,0.24937654991790908,0.9738590416428587,39.3558003703612,P24821,TNC,Cardiometabolic,Unique Protein
OID20360,690,0.05438664483445288,0.03962503993013932,0.170358452548862,0.9622023924017565,33.66007726759963,Q86VB7,CD163,Cardiometabolic,Unique Protein
