OlinkID,epvs_thalamus_6_nobs,epvs_thalamus_6_beta,epvs_thalamus_6_se,epvs_thalamus_6_pvalue,epvs_thalamus_6_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20551,924,-0.004019706757187226,0.033917902113937,0.9056877121566893,0.999912880572633,85.89328641017245,Q9HD26,GOPC,Inflammation,Unique Protein
OID20552,924,0.0023473024217575533,0.033071556294709856,0.9434322132566113,0.999912880572633,80.89478871643234,P52564,MAP2K6,Inflammation,Unique Protein
OID20553,924,-0.021227854529181873,0.033807661850779235,0.5302279245619413,0.999912880572633,100.87404258600503,Q9H0P0,NT5C3A,Inflammation,Unique Protein
OID20554,924,-0.009302831085428334,0.033309848215873,0.7800926704941742,0.999912880572633,80.26654083582852,Q9NZN5,ARHGEF12,Inflammation,Unique Protein
OID20555,924,-6.175454400796619e-4,0.03345239770107571,0.9852756319057046,0.999912880572633,53.29948959992578,P42575,CASP2,Inflammation,Unique Protein
OID20556,924,-0.03301553533477047,0.03287045146092985,0.3154485637672879,0.999912880572633,48.15449658377204,Q9UHC6,CNTNAP2,Inflammation,Unique Protein
OID20557,924,0.027681591195713933,0.033546387299563996,0.40949124612404153,0.999912880572633,39.768648424664924,P45984,MAPK9,Inflammation,Unique Protein
OID20558,924,-0.010420249005011614,0.03379299010222097,0.7578831563976387,0.999912880572633,64.74483012842174,P11274,BCR,Inflammation,Unique Protein
OID20559,924,-0.017793926451626658,0.033997234939550536,0.6008291108154744,0.999912880572633,129.71720219537343,Q9UDT6,CLIP2,Inflammation,Unique Protein
OID20560,924,0.0314307842788638,0.03664087896129416,0.39122718380333077,0.999912880572633,55.29720477290084,Q14242,SELPLG,Inflammation,Unique Protein
OID20561,924,0.035648058514986404,0.034044629593071786,0.2953349485601314,0.999912880572633,62.164310837017965,P78310,CXADR,Inflammation,Unique Protein
OID20562,924,0.03469796324136336,0.03177251496878489,0.2750918211307403,0.999912880572633,93.82640274758985,P40933,IL15,Inflammation,Unique Protein
OID20564,924,0.031402415086105084,0.03255193005183408,0.33496029961327256,0.999912880572633,63.14186270648111,P24071,FCAR,Inflammation,Unique Protein
OID20565,924,0.013723168399306852,0.03363307304525277,0.6833514159422889,0.999912880572633,85.69676119163287,Q01151,CD83,Inflammation,Unique Protein
OID20566,924,-0.03186385905122585,0.03516342556306266,0.36509061619880623,0.999912880572633,49.78110962295631,O76036,NCR1,Inflammation,Unique Protein
OID20567,924,0.05296785256214343,0.03298332596409667,0.10864636150165494,0.999912880572633,107.12619514575314,P19878,NCF2,Inflammation,Unique Protein
OID20568,924,-0.03513181676083156,0.03785338861434884,0.35360279169075526,0.999912880572633,83.34331953915446,P23582,NPPC,Inflammation,Unique Protein
OID20569,924,-0.017363657360086937,0.03253947749681117,0.5937371806870799,0.999912880572633,69.46645688786874,Q9NRJ3,CCL28,Inflammation,Unique Protein
OID20570,924,-0.028598443668522166,0.03185778463744833,0.3695898997240801,0.999912880572633,114.64157433465974,P26022,PTX3,Inflammation,Unique Protein
OID20571,924,0.037835765456938786,0.033467125862745514,0.25855126928832384,0.999912880572633,58.83530865108468,Q03431,PTH1R,Inflammation,Unique Protein
OID20572,924,0.012421216357693575,0.032428456757754166,0.7017844636352637,0.999912880572633,57.58704425723858,Q9GZT9,EGLN1,Inflammation,Unique Protein
OID20573,924,0.011900160680689784,0.03214661373291947,0.7113323334744568,0.999912880572633,88.34150674734654,Q9UMR7,CLEC4A,Inflammation,Unique Protein
OID20574,924,0.06114053198674884,0.03224045163387774,0.05822754374749626,0.999912880572633,111.88873380500684,P13725,OSM,Inflammation,Unique Protein
OID20575,924,0.014179672856502692,0.03299964866441047,0.6675225967356639,0.999912880572633,55.39849803317837,P28845,HSD11B1,Inflammation,Unique Protein
OID20576,924,-0.007898143953975504,0.033596419871953484,0.8141931255842446,0.999912880572633,105.06893348024666,P24394,IL4R,Inflammation,Unique Protein
OID20577,924,-7.365432072842825e-4,0.033593514006299334,0.9825125030147219,0.999912880572633,85.37642620898507,Q9NWZ3,IRAK4,Inflammation,Unique Protein
OID20578,924,-0.018506658165125915,0.03379056779765674,0.5840422644754443,0.999912880572633,58.5971974790518,Q14773,ICAM4,Inflammation,Unique Protein
OID20579,924,0.0012124883581913683,0.033333435087341885,0.9709917632898966,0.999912880572633,90.33391965398077,Q16698,DECR1,Inflammation,Unique Protein
