OlinkID,epvs_basalganglia_6_nobs,epvs_basalganglia_6_beta,epvs_basalganglia_6_se,epvs_basalganglia_6_pvalue,epvs_basalganglia_6_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20442,923,0.010298778851721358,0.030183124022408567,0.7330251711310354,0.89993398338968,44.44320334646435,O60934,NBN,Inflammation,Unique Protein
OID20443,923,-0.02405363305601064,0.029608695303522857,0.4167858583343439,0.7187404506851253,44.00918429661865,Q96P31,FCRL3,Inflammation,Unique Protein
OID20444,923,0.04547171968087109,0.030601719589203543,0.1376499811778234,0.4359164626032262,46.23530058211611,Q9Y478,PRKAB1,Inflammation,Unique Protein
OID20445,923,0.07912358836091218,0.029749664513359284,0.007961166137103312,0.33031897563284185,49.70535334698695,Q8TCS8,PNPT1,Inflammation,Unique Protein
OID20446,923,0.032792082202848405,0.028433148321218345,0.24909121768205908,0.5704374715566838,45.46664449338745,Q5T4W7,ARTN,Inflammation,Unique Protein
OID20447,923,0.058762152449854034,0.03066787048453163,0.05567084181799904,0.33674687580339274,38.675053486387775,Q5R372,RABGAP1L,Inflammation,Unique Protein
OID20448,923,-0.014940205262935014,0.029577959232909092,0.6136031503263747,0.8424900208684529,45.278415623434164,Q969V3,NCLN,Inflammation,Unique Protein
OID20449,923,-0.021914263417140534,0.03146582442688649,0.4863288725274466,0.7696476959381301,26.739425433157088,Q8N6P7,IL22RA1,Inflammation,Unique Protein
OID20450,923,-0.012261073591474249,0.02857494557630862,0.667964119501449,0.8700798223274221,80.80649988561991,P14784,IL2RB,Inflammation,Unique Protein
OID20451,923,0.0799781223234359,0.03009686301206986,0.008014997772465905,0.33031897563284185,66.67122054021792,Q13459,MYO9B,Inflammation,Unique Protein
OID20452,923,0.04241856392834655,0.028906715799578715,0.14260825728315113,0.43878309056700077,43.18469629954743,P19801,AOC1,Inflammation,Unique Protein
OID20453,923,-0.0036566504556288203,0.031921543471742274,0.908826399509446,0.9756956569297164,40.919860523329646,Q9NYY1,IL20,Inflammation,Unique Protein
OID20454,923,-0.004927694721378165,0.028222904133406636,0.8614338508158472,0.9576952862692861,51.46574703245831,P57771,RGS8,Inflammation,Unique Protein
OID20455,923,0.06888907748290944,0.029415570972744796,0.019401524675146508,0.33031897563284185,55.82004800111024,P20809,IL11,Inflammation,Unique Protein
