OlinkID,mb_present_1_nobs,mb_present_1_OR,mb_present_1_CI_lower,mb_present_1_CI_upper,mb_present_1_pvalue,mb_present_1_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20419,949,1.0086509169694968,0.8825289317523177,1.152796963022323,0.8994230639017812,0.967582277002992,109.22508504950703,P60568,IL2,Inflammation,Unique Protein
OID20420,949,1.0180507192147819,0.8893544825525913,1.1653702626190408,0.7952911949478478,0.9350909745907318,31.10658954150653,Q13651,IL10RA,Inflammation,Unique Protein
OID20421,949,1.0955627073597547,0.9555426108804055,1.2561005988540455,0.19081301968044317,0.5491938480228752,41.82230943016657,Q13219,PAPPA,Inflammation,Unique Protein
OID20422,949,0.8779645581182397,0.765349104763193,1.007150541516941,0.0631309837450464,0.3211708057796292,38.83128161762722,Q9UHF4,IL20RA,Inflammation,Unique Protein
OID20423,949,1.010667645817231,0.8789777826047394,1.1620874958577552,0.881573777507306,0.9652446755643254,30.402363868405207,P63241,EIF5A,Inflammation,Unique Protein
OID20424,949,0.9482839087879469,0.8203336433044062,1.0961910181373116,0.472716042263802,0.7900222936175489,37.25206297851802,P05412,JUN,Inflammation,Unique Protein
OID20425,949,0.8762537132152033,0.7610545438992355,1.0088903299749459,0.06622153869153045,0.3259471664705777,62.96770911361362,Q96AX2,RAB37,Inflammation,Unique Protein
OID20426,949,0.9234030937719728,0.8051263935508006,1.0590551749609858,0.2544828473933599,0.6262555750720046,735.1626198185713,P05112,IL4,Inflammation,Unique Protein
OID20427,949,0.913924537048248,0.7942468992289246,1.051635278941277,0.20878011272898578,0.5739828556172338,85.8218402734492,P01584,IL1B,Inflammation,Unique Protein
OID20428,949,1.0444946836454305,0.902662390169803,1.2086126064899434,0.558776891559025,0.8485822648460059,39.78103766546303,O95760,IL33,Inflammation,Unique Protein
OID20429,949,0.9936061841235565,0.8539131475061521,1.1561518311456402,0.9338690479461657,0.9797130830926839,25.618731324586996,Q8NHJ6,LILRB4,Inflammation,Unique Protein
OID20430,949,1.0243273049003676,0.8957957012686595,1.1713010299987694,0.7253139679338121,0.9159811837373325,50.12271961934438,P35225,IL13,Inflammation,Unique Protein
OID20431,949,1.0720845471713467,0.9354721243321521,1.2286472748764599,0.3168960079771042,0.6921325024917964,35.51207261299738,P22301,IL10,Inflammation,Unique Protein
OID20432,949,1.1004825503751612,0.9537831681986787,1.2697454558434271,0.18960793616400282,0.5491938480228752,57.97285671459355,P27540,ARNT,Inflammation,Unique Protein
OID20433,949,0.8878641906969397,0.7688548505520243,1.025294723127446,0.10527611701905124,0.4176411384669503,82.36731004574459,O95379,TNFAIP8,Inflammation,Unique Protein
OID20434,949,0.8846520487283821,0.7701939227028248,1.0161197384847314,0.08295647564342933,0.3694240075104577,48.03796732575595,Q8WV07,LTO1,Inflammation,Unique Protein
OID20435,949,0.9760966747762768,0.8540013063327986,1.1156478467235724,0.722694531905788,0.9153714288713065,29.017743628845672,O43707,ACTN4,Inflammation,Unique Protein
OID20436,949,0.9216612466172832,0.8010986147198927,1.060368146826894,0.25407489451221366,0.6262555750720046,54.69405784157634,P28838,LAP3,Inflammation,Unique Protein
OID20437,949,1.0967328492211554,0.9604295374232731,1.2523802066602363,0.17266008579996334,0.5251669415122714,20.55292359496504,Q9NP70,AMBN,Inflammation,Unique Protein
OID20438,949,0.9843867770688456,0.8495610181564779,1.1406094514208382,0.8341418495204901,0.947240336498987,19.364964768188074,Q6UXK5,LRRN1,Inflammation,Unique Protein
OID20439,949,0.9375987636070936,0.8133501653170694,1.0808277652158012,0.37434925587765777,0.7358593644454564,22.640700870887816,Q9HCU5,PREB,Inflammation,Unique Protein
OID20440,949,0.9138979913469557,0.7985118767597941,1.045957565436745,0.19104529886374305,0.5491938480228752,75.51413479301999,Q13007,IL24,Inflammation,Unique Protein
OID20441,949,0.9695960810197713,0.8404271517858461,1.1186175486253869,0.6720892554299459,0.8980743895949468,56.82637189594944,Q9UPV0,CEP164,Inflammation,Unique Protein
OID20442,949,0.9081696070071573,0.7848990307403606,1.0508001701996799,0.19559047303374769,0.5566805770960511,44.44320334646435,O60934,NBN,Inflammation,Unique Protein
OID20443,949,0.9339657239621689,0.80937688297365,1.0777327495830846,0.3496811582156618,0.7198098776763188,44.00918429661865,Q96P31,FCRL3,Inflammation,Unique Protein
OID20444,949,0.9054364416702487,0.7775335943464351,1.05437907231981,0.20107364418340334,0.5640482360346334,46.23530058211611,Q9Y478,PRKAB1,Inflammation,Unique Protein
OID20445,949,0.9769467342198298,0.8542801635502884,1.11722706698036,0.7333257745474624,0.9179797084356784,49.70535334698695,Q8TCS8,PNPT1,Inflammation,Unique Protein
OID20446,949,0.906225967335449,0.7880342969155159,1.0421443674311488,0.16727057601380335,0.5177232249097293,45.46664449338745,Q5T4W7,ARTN,Inflammation,Unique Protein
OID20447,949,0.8056641542522626,0.6908082091171809,0.9396164099968135,0.005892463640139624,0.16788640854179332,38.675053486387775,Q5R372,RABGAP1L,Inflammation,Unique Protein
OID20448,949,0.9600716725676006,0.8335622304573876,1.105781407539278,0.5719268548731398,0.8538009176681245,45.278415623434164,Q969V3,NCLN,Inflammation,Unique Protein
OID20449,949,0.9912675523151785,0.870579179073708,1.1286869521947662,0.8946567392675655,0.9660441998075708,26.739425433157088,Q8N6P7,IL22RA1,Inflammation,Unique Protein
OID20450,949,0.9124088710488619,0.790427757313755,1.0532144655418614,0.2106003729048482,0.574581868592384,80.80649988561991,P14784,IL2RB,Inflammation,Unique Protein
OID20451,949,0.8835782580443772,0.7636855689517067,1.0222931659693388,0.09618214694008263,0.401664008116685,66.67122054021792,Q13459,MYO9B,Inflammation,Unique Protein
OID20452,949,0.9610631619515965,0.8366015376693382,1.1040410035983756,0.5746238237374582,0.8552064342080399,43.18469629954743,P19801,AOC1,Inflammation,Unique Protein
OID20453,949,1.0308257504668383,0.8912403759609401,1.1922728777629914,0.6825602002472738,0.9019661796477899,40.919860523329646,Q9NYY1,IL20,Inflammation,Unique Protein
OID20454,949,1.0108261555622455,0.8803139406282229,1.160687647454019,0.8786618630592242,0.9643629510517077,51.46574703245831,P57771,RGS8,Inflammation,Unique Protein
OID20455,949,0.9730153856744491,0.8458793502121029,1.1192600227465046,0.7017849815625219,0.9072611681146624,55.82004800111024,P20809,IL11,Inflammation,Unique Protein
OID20456,949,0.9644006823006682,0.8378679305565773,1.1100420986445563,0.6134564748315459,0.8753361469521154,35.59066468465264,Q96PD4,IL17F,Inflammation,Unique Protein
OID20457,949,0.9489455478264159,0.8161121793337808,1.103399355557569,0.49579999281258824,0.8090853113667945,27.715294351221438,O76038,SCGN,Inflammation,Unique Protein
