OlinkID,epvs_6_nobs,epvs_6_beta,epvs_6_se,epvs_6_pvalue,epvs_6_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20419,923,0.004856816096938792,0.029218851530545018,0.868019493502472,0.9400596441303171,109.22508504950703,P60568,IL2,Inflammation,Unique Protein
OID20420,923,-0.02575419107436964,0.031370287554921335,0.4118779858648062,0.6599975372993448,31.10658954150653,Q13651,IL10RA,Inflammation,Unique Protein
OID20421,923,-0.015922727238431977,0.02919142737918422,0.5855727159550594,0.7812090592134362,41.82230943016657,Q13219,PAPPA,Inflammation,Unique Protein
OID20422,923,-0.010941185579275581,0.033184881847315696,0.7417002422524425,0.8798659935486564,38.83128161762722,Q9UHF4,IL20RA,Inflammation,Unique Protein
OID20423,923,0.011396034519236587,0.03145238570278097,0.7171928903520428,0.8698567711614195,30.402363868405207,P63241,EIF5A,Inflammation,Unique Protein
OID20424,923,-0.04531885876880637,0.029206952272044576,0.12109765940661064,0.34499849751025624,37.25206297851802,P05412,JUN,Inflammation,Unique Protein
OID20425,923,0.0784290367990712,0.03175449226404678,0.013700833744574743,0.17467399000688585,62.96770911361362,Q96AX2,RAB37,Inflammation,Unique Protein
OID20426,923,-0.022343258887416503,0.03075606648061243,0.46774117190511744,0.7022123500147193,735.1626198185713,P05112,IL4,Inflammation,Unique Protein
OID20427,923,0.017527398697916398,0.030466229991562083,0.5652279824585211,0.7621194881180477,85.8218402734492,P01584,IL1B,Inflammation,Unique Protein
OID20428,923,-0.022340690048634752,0.031056242200580286,0.47210404418483676,0.7058619545535948,39.78103766546303,O95760,IL33,Inflammation,Unique Protein
OID20429,923,-0.01291755784248381,0.03468535400318045,0.7096668276894949,0.8638274985400627,25.618731324586996,Q8NHJ6,LILRB4,Inflammation,Unique Protein
OID20430,923,0.01844988119353871,0.030503246808131733,0.5454309581987622,0.7497353608306502,50.12271961934438,P35225,IL13,Inflammation,Unique Protein
OID20431,923,0.04064906717272805,0.031480533119172906,0.19694969608648003,0.44922747131477286,35.51207261299738,P22301,IL10,Inflammation,Unique Protein
OID20432,923,0.042121369710285496,0.030787896733172844,0.1716169251878697,0.41837887600011936,57.97285671459355,P27540,ARNT,Inflammation,Unique Protein
OID20433,923,0.057325555928155365,0.029945903522011173,0.055897496926877864,0.2348041547250229,82.36731004574459,O95379,TNFAIP8,Inflammation,Unique Protein
OID20434,923,0.036739528066665014,0.0279748110578551,0.1894133412545017,0.44434052622138576,48.03796732575595,Q8WV07,LTO1,Inflammation,Unique Protein
OID20435,923,0.040257127092664595,0.03085803206993851,0.19236473114949026,0.44544110919562746,29.017743628845672,O43707,ACTN4,Inflammation,Unique Protein
OID20436,923,0.05716581272246338,0.030461427924984325,0.06088703609420485,0.2431322493215311,54.69405784157634,P28838,LAP3,Inflammation,Unique Protein
OID20437,923,-0.005390992453660341,0.03057319251230633,0.8600737252592525,0.935962583370363,20.55292359496504,Q9NP70,AMBN,Inflammation,Unique Protein
OID20438,923,-0.04121237613372329,0.03145516943248865,0.1904637391712768,0.44435599530548575,19.364964768188074,Q6UXK5,LRRN1,Inflammation,Unique Protein
OID20439,923,0.03560884515648738,0.03332108420307778,0.2855096832906607,0.5436773969111408,22.640700870887816,Q9HCU5,PREB,Inflammation,Unique Protein
OID20440,923,-0.021052937956017037,0.029256475873948355,0.4719581779201585,0.7058619545535948,75.51413479301999,Q13007,IL24,Inflammation,Unique Protein
OID20441,923,0.010629703769590973,0.03119401400447134,0.7333628548582727,0.8763807036641904,56.82637189594944,Q9UPV0,CEP164,Inflammation,Unique Protein
OID20442,923,0.024339950229383858,0.030841803291544463,0.4302101047767347,0.6728219027621164,44.44320334646435,O60934,NBN,Inflammation,Unique Protein
OID20443,923,-0.03454270733711306,0.030218358628004694,0.2532989808748395,0.5109681995149453,44.00918429661865,Q96P31,FCRL3,Inflammation,Unique Protein
OID20444,923,0.03578064496929474,0.031294697991416334,0.2531986208844151,0.5109681995149453,46.23530058211611,Q9Y478,PRKAB1,Inflammation,Unique Protein
OID20445,923,0.07194629327793589,0.030437443659200418,0.018302488734107832,0.17467399000688585,49.70535334698695,Q8TCS8,PNPT1,Inflammation,Unique Protein
OID20446,923,0.0175427439023722,0.02901170845951353,0.5455449950085501,0.7497353608306502,45.46664449338745,Q5T4W7,ARTN,Inflammation,Unique Protein
OID20447,923,0.07542805719119305,0.03128027656003235,0.016092005637858526,0.17467399000688585,38.675053486387775,Q5R372,RABGAP1L,Inflammation,Unique Protein
OID20448,923,-0.04629037435027198,0.0302007055744241,0.12568612597594397,0.3493816619477155,45.278415623434164,Q969V3,NCLN,Inflammation,Unique Protein
OID20449,923,-0.014735391380762882,0.03217195445730115,0.6470485495549421,0.8248246447226759,26.739425433157088,Q8N6P7,IL22RA1,Inflammation,Unique Protein
OID20450,923,-0.0019584901660629813,0.029207032147765412,0.9465524338975548,0.9731877468457801,80.80649988561991,P14784,IL2RB,Inflammation,Unique Protein
OID20451,923,0.06980362727590277,0.030800236869901073,0.023667093595473667,0.17695250466256007,66.67122054021792,Q13459,MYO9B,Inflammation,Unique Protein
OID20452,923,-0.015061484668161991,0.029560737501596462,0.6105195764482481,0.7981437748310238,43.18469629954743,P19801,AOC1,Inflammation,Unique Protein
OID20453,923,0.0030958006471091277,0.032618814350048875,0.9244086352810295,0.9638656466248141,40.919860523329646,Q9NYY1,IL20,Inflammation,Unique Protein
OID20454,923,0.05434256060962574,0.028795379305886246,0.05945467850440098,0.24177255733683187,51.46574703245831,P57771,RGS8,Inflammation,Unique Protein
OID20455,923,0.002635935660983675,0.030162350676176862,0.9303796539701049,0.9658900196768994,55.82004800111024,P20809,IL11,Inflammation,Unique Protein
OID20456,923,-0.01871042278518186,0.030853919688775697,0.5443887176328313,0.7497353608306502,35.59066468465264,Q96PD4,IL17F,Inflammation,Unique Protein
OID20457,923,0.025464452040193736,0.03112825844939304,0.41354504503927825,0.6612648614058043,27.715294351221438,O76038,SCGN,Inflammation,Unique Protein
OID20458,923,-0.03414939324496791,0.03402926879709598,0.3158743244283078,0.5737933558508294,22.895760871873936,O95715,CXCL14,Inflammation,Unique Protein
OID20459,923,0.05289677150348561,0.03227063793917317,0.10152843848738458,0.31437248485023844,42.91391019809134,Q03426,MVK,Inflammation,Unique Protein
OID20460,923,-0.04603361170165156,0.03906072351048352,0.23890253210073045,0.4975867931362373,24.723663701784666,O14904,WNT9A,Inflammation,Unique Protein
OID20461,923,-0.03364690077657765,0.030678602199970973,0.273041358085404,0.5316594797581271,25.622946262790535,P26951,IL3RA,Inflammation,Unique Protein
OID20462,923,0.032140995361871344,0.03035636179633652,0.28997913326750363,0.5480502675298121,50.50284146528743,Q9Y3P8,SIT1,Inflammation,Unique Protein
OID20463,923,0.061209500890152584,0.030916568219256774,0.048026401876406284,0.2205334023312967,50.38439245319846,Q96DB9,FXYD5,Inflammation,Unique Protein
OID20464,923,0.04997738424223785,0.03012666904372854,0.09748189491448031,0.3074526966085334,31.39252946275289,P48061,CXCL12,Inflammation,Unique Protein
OID20465,923,0.07604813980378838,0.030116392828608396,0.011735573506677323,0.17467399000688585,93.34567480944578,Q99748,NRTN,Inflammation,Unique Protein
OID20466,923,0.07281921242003503,0.029776121012360917,0.014653072240705445,0.17467399000688585,52.523655670984105,Q13574,DGKZ,Inflammation,Unique Protein
OID20467,923,0.07400662047970345,0.030301626048265327,0.01478377922175837,0.17467399000688585,71.34113034190173,Q9Y2J8,PADI2,Inflammation,Unique Protein
OID20468,923,0.07852795721034882,0.031196825635271815,0.012002253339793573,0.17467399000688585,34.678108091141276,Q04759,PRKCQ,Inflammation,Unique Protein
OID20469,923,0.003474918003397899,0.030684255929757757,0.9098594672270409,0.9570793152666682,36.018458890942085,Q16552,IL17A,Inflammation,Unique Protein
OID20470,923,0.04432945570111213,0.03019486371976443,0.14242229395893774,0.37538355747698376,55.484820070661044,Q12968,NFATC3,Inflammation,Unique Protein
OID20471,923,0.020984654310017007,0.02960688382925751,0.4786465138083761,0.7108370139731233,32.05506790402733,Q14435,GALNT3,Inflammation,Unique Protein
OID20472,923,-0.036551628998505954,0.03034277766256732,0.22866457985475935,0.4850410500112203,227.40039641593364,P05113,IL5,Inflammation,Unique Protein
OID20474,923,0.06989975021168132,0.030037033370024457,0.02017948831963056,0.17467399000688585,93.5573090043232,Q92844,TANK,Inflammation,Unique Protein
OID20475,923,0.07260979436235898,0.03097105665385305,0.01927175467287335,0.17467399000688585,53.147909247082914,O43597,SPRY2,Inflammation,Unique Protein
OID20476,923,0.051468918393191336,0.02942786566310496,0.08063360525709883,0.2799192733568882,57.45545121182689,P13693,TPT1,Inflammation,Unique Protein
OID20477,923,-0.0285514970604068,0.03165243524123064,0.367280876848309,0.6238012800857683,29.84380214223052,Q9P0M4,IL17C,Inflammation,Unique Protein
OID20478,923,0.050638168807902374,0.031821736600186064,0.11189076517086355,0.33150074893524895,62.73898880804235,Q7Z739,YTHDF3,Inflammation,Unique Protein
OID20479,923,0.050104858294105624,0.03149500455179038,0.11198636298199842,0.33150074893524895,87.44809687119948,P42768,WAS,Inflammation,Unique Protein
OID20480,923,-0.06644949442136586,0.029544904618718337,0.0247465813988654,0.18018966606743755,28.158218528372636,Q96RJ3,TNFRSF13C,Inflammation,Unique Protein
OID20481,923,-0.046357618376536264,0.03588699327368312,0.19676888042653592,0.44922747131477286,21.458639145475576,Q8TAD2,IL17D,Inflammation,Unique Protein
OID20482,923,-0.01010773318657367,0.031322594180024775,0.7469988801949138,0.8826246117541814,33.11668223854103,Q7Z6M3,MILR1,Inflammation,Unique Protein
OID20483,923,0.0731887273391064,0.031015222434609416,0.018498521777827102,0.17467399000688585,54.267786947268434,P30048,PRDX3,Inflammation,Unique Protein
OID20484,923,0.08366233478243519,0.03162177509197938,0.00829362798222033,0.17467399000688585,58.28255146295594,Q05084,ICA1,Inflammation,Unique Protein
OID20485,923,0.07595879176026628,0.03115510319943252,0.014957420763277348,0.17467399000688585,50.81218534346018,P51617,IRAK1,Inflammation,Unique Protein
OID20486,923,0.02616660047935516,0.03090167835289242,0.3973481796840047,0.6481773413099451,30.73961270092449,P42701,IL12RB1,Inflammation,Unique Protein
OID20487,923,-0.03962777179964007,0.032296699108852925,0.22014598438041036,0.47701016482130426,19.44692797833961,Q9HB29,IL1RL2,Inflammation,Unique Protein
OID20488,923,-0.008682879683143761,0.029792446690577106,0.7707774958726417,0.8957138088983202,81.5285370697488,P01583,IL1A,Inflammation,Unique Protein
OID20489,923,0.08917939666421833,0.029992976378454796,0.003024133076679435,0.17467399000688585,145.4420077965507,P32456,GBP2,Inflammation,Unique Protein
OID20490,923,-0.042058087142705536,0.035040166791013974,0.23034491164626678,0.48754955029390545,20.33940827167288,P12034,FGF5,Inflammation,Unique Protein
OID20491,923,-0.02130107363588806,0.0319755536914948,0.5054743994078843,0.7271169633214792,23.803597387284064,P09919,CSF3,Inflammation,Unique Protein
OID20492,923,0.005818949029723967,0.03140997564913398,0.8530683325915287,0.9311122987920233,34.89963183705086,Q9BXJ7,AMN,Inflammation,Unique Protein
OID20493,923,-0.04508876806378038,0.03250145135084041,0.16569761349333392,0.410800783919436,20.54185331430291,P18564,ITGB6,Inflammation,Unique Protein
OID20494,923,0.012674062580711395,0.03193868212449827,0.6915904965988635,0.851524440420589,27.215383032164432,P01591,JCHAIN,Inflammation,Unique Protein
OID20495,923,0.02944576722241354,0.03053858395880047,0.3351964662143331,0.5927279314848732,48.11407969094256,P01579,IFNG,Inflammation,Unique Protein
OID20496,923,-0.030846804132516514,0.03179191455536388,0.33217103715914664,0.5893362002383096,42.45631465890214,Q13291,SLAMF1,Inflammation,Unique Protein
OID20497,923,0.007901900089817164,0.031836201103144474,0.8040323946661597,0.9091205022004881,30.128035539841946,Q8N8S7,ENAH,Inflammation,Unique Protein
OID20498,923,-0.04982264469657991,0.03475822095380534,0.1520883493283711,0.39082798963966436,36.92574890220236,Q13261,IL15RA,Inflammation,Unique Protein
OID20500,924,0.03366219067887979,0.02997668904680974,0.26175907487958444,0.5204912884762756,43.30907682387938,P09874,PARP1,Inflammation,Unique Protein
OID20501,924,-0.00821524137631724,0.03129090309024436,0.7929618898240848,0.9041676296967842,62.78308820519409,Q0Z7S8,FABP9,Inflammation,Unique Protein
OID20502,924,0.07058420714162048,0.031321077000911954,0.024462447869131924,0.17875933780368153,41.679833530779945,P78362,SRPK2,Inflammation,Unique Protein
OID20503,924,0.09125800036576806,0.031408866663508776,0.0037563792123175427,0.17467399000688585,53.39188622314336,P09038,FGF2,Inflammation,Unique Protein
OID20504,924,2.155070021740373e-4,0.031065819814880526,0.9944665638310358,0.9969329995717572,99.68422521826136,O43736,ITM2A,Inflammation,Unique Protein
OID20505,924,0.09184156774611246,0.031186238024139085,0.0033130590426374016,0.17467399000688585,48.30109230697975,O14867,BACH1,Inflammation,Unique Protein
OID20506,924,0.05916567225250554,0.029649935453468508,0.04629126925733937,0.21649500806272476,83.44692941519092,Q8IU57,IFNLR1,Inflammation,Unique Protein
OID20507,924,0.11191567233928063,0.03140105623891459,3.842781208802726e-4,0.17467399000688585,76.43223444512378,Q12933,TRAF2,Inflammation,Unique Protein
OID20508,924,-0.029767193080097485,0.031660240594787864,0.34736261094649024,0.6043060951021261,46.51509694776605,Q06520,SULT2A1,Inflammation,Unique Protein
OID20509,924,-0.0589592516450925,0.03503689798939807,0.0927641467105677,0.3018868557060384,37.36635761639649,O60575,SPINK4,Inflammation,Unique Protein
OID20510,924,0.08220407560711367,0.031140257761076737,0.00843854513234212,0.17467399000688585,64.45880806202582,Q9Y5A7,NUB1,Inflammation,Unique Protein
OID20511,924,0.03162727975414207,0.040102959150389625,0.4305224135197049,0.6729502752503194,54.50712608163738,O60542,PSPN,Inflammation,Unique Protein
OID20512,924,-0.03386198509006109,0.029820444713171253,0.25645495963000686,0.514310919138703,34.70943459958243,P30838,ALDH3A1,Inflammation,Unique Protein
OID20513,661,0.04001669243179799,0.035930465327805965,0.26581485861314885,0.5239223410156669,15.682269173284974,O43521-2,BCL2L11,Inflammation,Unique Protein
OID20514,924,0.05358351427830218,0.030140527011192325,0.07577489550102824,0.27210076111732867,44.70559502976316,O60880,SH2D1A,Inflammation,Unique Protein
OID20515,924,0.08127556624493261,0.031378988474243676,0.009748629137756685,0.17467399000688585,60.081422057647885,Q12778,FOXO1,Inflammation,Unique Protein
OID20516,924,0.08417189305714666,0.03106399995460843,0.006863481372378616,0.17467399000688585,53.30873905513184,Q7L8A9,VASH1,Inflammation,Unique Protein
OID20517,661,0.023820928383168995,0.037602288362732744,0.5266356031350216,0.7410311670527127,31.23319857161131,P55957,BID,Inflammation,Unique Protein
OID20519,924,0.07221917638696518,0.0314465689486959,0.021871597790804043,0.17467399000688585,75.02816785034094,Q6UB28,METAP1D,Inflammation,Unique Protein
OID20520,924,-0.0048336891809002995,0.030944156107116847,0.8759048909766286,0.9412757339428991,71.41855606479862,P01903,HLA-DRA,Inflammation,Unique Protein
OID20521,924,0.11373890252414738,0.0309417034827469,2.509818584770024e-4,0.17467399000688585,110.97108267175035,Q92609,TBC1D5,Inflammation,Unique Protein
OID20522,924,0.032618059925458125,0.030965013327447364,0.2924466602524652,0.551142223028985,48.722202726570735,P01588,EPO,Inflammation,Unique Protein
OID20523,924,0.052893782842337284,0.03169436012707626,0.09548968555707539,0.3063703630911668,73.8302470220435,P80098,CCL7,Inflammation,Unique Protein
OID20524,924,0.06821966495542639,0.03168881891658411,0.031598767777742995,0.19086299333357315,101.9112873812316,Q9UN19,DAPP1,Inflammation,Unique Protein
OID20525,924,0.06337997228519636,0.03135159944346571,0.04351362017999993,0.214701446371117,92.21140517434728,Q9UNE0,EDAR,Inflammation,Unique Protein
OID20526,924,0.10221863593307552,0.030751767170743523,9.230930897796262e-4,0.17467399000688585,69.31220536517434,Q9C035,TRIM5,Inflammation,Unique Protein
OID20527,924,0.07491469838506243,0.030182791255451615,0.013244354876403077,0.17467399000688585,47.96321183811114,Q8N608,DPP10,Inflammation,Unique Protein
OID20528,924,0.033721594903954856,0.03125194843584672,0.28086526737227807,0.5408229094395051,35.370311091525835,P23229,ITGA6,Inflammation,Unique Protein
OID20529,924,0.05252993128296533,0.03191689890766024,0.10014583627415116,0.3120749247647589,85.77068448749249,Q6DN72,FCRL6,Inflammation,Unique Protein
OID20530,924,0.043936649806862516,0.030977170621018818,0.1564319269889244,0.39726370337847616,70.62788936127308,P33241,LSP1,Inflammation,Unique Protein
OID20531,924,0.054117734472120475,0.031646944061350726,0.08760086025156102,0.291569612562555,47.40678950301222,Q9UNK0,STX8,Inflammation,Unique Protein
OID20532,924,-0.03159394878187693,0.03136205696629493,0.31401532373662566,0.5725961549182319,27.811981883847615,P13747,HLA-E,Inflammation,Unique Protein
OID20533,924,0.06269585501620052,0.031207036068315704,0.04483122331794174,0.2156269013493868,102.85456666246957,P19474,TRIM21,Inflammation,Unique Protein
OID20534,924,0.038986713149707065,0.030648536553174205,0.2036800306553861,0.45679469902645364,96.05089974165296,O75475,PSIP1,Inflammation,Unique Protein
OID20535,924,0.09623500459961337,0.03149274167534006,0.0023107257815988803,0.17467399000688585,66.34786773764874,P13232,IL7,Inflammation,Unique Protein
OID20536,924,0.08891424788619719,0.03149549108265079,0.004861053234363609,0.17467399000688585,71.15817713678194,Q8IVG5,SAMD9L,Inflammation,Unique Protein
OID20537,924,0.012766516096014584,0.03053400248025108,0.6759674348924614,0.8414380953481277,58.00730195794487,Q96LC7,SIGLEC10,Inflammation,Unique Protein
OID20538,924,0.01197517315922688,0.031208849460255594,0.7012831188235635,0.8569609349169215,86.09319063975178,B1AKI9,ISM1,Inflammation,Unique Protein
OID20539,924,0.09620746897787597,0.033705798287840504,0.004411461681934445,0.17467399000688585,50.405627485248935,Q6ZMH5,SLC39A5,Inflammation,Unique Protein
OID20540,924,0.008572425760053317,0.03212087175292684,0.7896223100503803,0.9029992223306971,62.63123934447196,P78410,BTN3A2,Inflammation,Unique Protein
OID20541,924,-0.01847862146935754,0.03214442899963526,0.565527598264812,0.7621194881180477,66.30479381023342,P12872,MLN,Inflammation,Unique Protein
OID20542,924,0.049914067139041826,0.03159614817259553,0.11451395360054435,0.3324707065932021,69.62510000165577,Q12765,SCRN1,Inflammation,Unique Protein
OID20543,924,0.023998884005284105,0.03979309511456989,0.5465991496540958,0.7503754880333641,66.5099122979768,P58294,PROK1,Inflammation,Unique Protein
OID20544,924,0.09268758189164045,0.03163505129354231,0.0034760697315396392,0.17467399000688585,75.19360848127108,Q9Y6K9,IKBKG,Inflammation,Unique Protein
OID20545,924,0.09052887373907706,0.03174728098299767,0.004449905517207968,0.17467399000688585,69.06036574521553,O95644,NFATC1,Inflammation,Unique Protein
OID20546,924,0.009650791136302817,0.029847656045778954,0.7465164307294632,0.8826246117541814,88.08322803526029,Q9Y258,CCL26,Inflammation,Unique Protein
OID20547,924,0.019252469070861557,0.0305778894137458,0.529102107940677,0.742793714299086,81.08055680909513,Q8WTT0,CLEC4C,Inflammation,Unique Protein
OID20548,924,0.0456661871390099,0.03461968725768073,0.18747627628902136,0.4422866469675621,75.69468894964902,Q3KPI0,CEACAM21,Inflammation,Unique Protein
OID20549,924,0.06627087017498191,0.03052651512845791,0.030196477453093774,0.1893459687278916,56.53423121365311,Q9BT73,PSMG3,Inflammation,Unique Protein
OID20550,924,0.009346462168320108,0.03381884787142261,0.782328336410985,0.8999392866309757,30.00772866031804,P20849,COL9A1,Inflammation,Unique Protein
OID20551,924,0.0821058389211827,0.03202959753037678,0.010525087524237281,0.17467399000688585,85.89328641017245,Q9HD26,GOPC,Inflammation,Unique Protein
OID20552,924,0.08625248640812239,0.03121826877887409,0.0058457584905446305,0.17467399000688585,80.89478871643234,P52564,MAP2K6,Inflammation,Unique Protein
OID20553,924,0.08021026131789029,0.03193772205555813,0.012196902497243816,0.17467399000688585,100.87404258600503,Q9H0P0,NT5C3A,Inflammation,Unique Protein
OID20554,924,0.08655147861640881,0.0314345594553237,0.006016640059129896,0.17467399000688585,80.26654083582852,Q9NZN5,ARHGEF12,Inflammation,Unique Protein
OID20555,924,0.08172331349629972,0.03158930735049596,0.009835281714545912,0.17467399000688585,53.29948959992578,P42575,CASP2,Inflammation,Unique Protein
OID20556,924,0.0077411151724207615,0.03116814899276743,0.8039075424745237,0.9091205022004881,48.15449658377204,Q9UHC6,CNTNAP2,Inflammation,Unique Protein
OID20557,924,0.06778896900659546,0.03173000540309351,0.03291256287692266,0.19125928685734578,39.768648424664924,P45984,MAPK9,Inflammation,Unique Protein
OID20558,924,0.0745815606743325,0.03192886882552308,0.01971628434386404,0.17467399000688585,64.74483012842174,P11274,BCR,Inflammation,Unique Protein
OID20559,924,0.0799541724264382,0.03212073072107762,0.012983008420591614,0.17467399000688585,129.71720219537343,Q9UDT6,CLIP2,Inflammation,Unique Protein
OID20560,924,0.007535580178818249,0.03462391295788982,0.8277580693032378,0.9199759834879712,55.29720477290084,Q14242,SELPLG,Inflammation,Unique Protein
OID20561,924,0.044675359399193766,0.03225695987938487,0.16639955281134455,0.4114939871975974,62.164310837017965,P78310,CXADR,Inflammation,Unique Protein
OID20562,924,0.06058196535053256,0.030067339639786264,0.044213602596591864,0.2153939339830634,93.82640274758985,P40933,IL15,Inflammation,Unique Protein
OID20564,924,0.0746801488598679,0.030764975983735097,0.015400389389261413,0.17467399000688585,63.14186270648111,P24071,FCAR,Inflammation,Unique Protein
OID20565,924,0.034294086296159335,0.0315902561506535,0.27794986620798945,0.5369778314117337,85.69676119163287,Q01151,CD83,Inflammation,Unique Protein
OID20566,924,0.04029294005255828,0.033223897943409055,0.22553501939652165,0.4825459469457629,49.78110962295631,O76036,NCR1,Inflammation,Unique Protein
OID20567,924,0.05038444812457803,0.03125845448898496,0.1073404785145685,0.3245836462348639,107.12619514575314,P19878,NCF2,Inflammation,Unique Protein
OID20568,924,-0.003853007648693093,0.035897707666910965,0.9145486695526821,0.9590164974340482,83.34331953915446,P23582,NPPC,Inflammation,Unique Protein
OID20569,924,0.04961553789582013,0.03080310650336834,0.10758769885905838,0.3245836462348639,69.46645688786874,Q9NRJ3,CCL28,Inflammation,Unique Protein
OID20570,924,0.026528069010579584,0.030137678172107794,0.37896927193902763,0.6308869334951801,114.64157433465974,P26022,PTX3,Inflammation,Unique Protein
OID20571,924,0.05252529553890189,0.03169658034303934,0.09784093125980246,0.3074526966085334,58.83530865108468,Q03431,PTH1R,Inflammation,Unique Protein
OID20572,924,0.07262668845116776,0.030645365103374806,0.01800183564497258,0.17467399000688585,57.58704425723858,Q9GZT9,EGLN1,Inflammation,Unique Protein
OID20573,924,0.03757764713615618,0.030450582781041416,0.2175040562347349,0.47370319758844787,88.34150674734654,Q9UMR7,CLEC4A,Inflammation,Unique Protein
OID20574,924,0.008038056911349428,0.030610382115138866,0.792924573637606,0.9041676296967842,111.88873380500684,P13725,OSM,Inflammation,Unique Protein
OID20575,924,-0.04958974313327742,0.03123649274876523,0.11273639621855043,0.33173880145172385,55.39849803317837,P28845,HSD11B1,Inflammation,Unique Protein
OID20576,924,0.0506144022756156,0.03180125546112365,0.11182796127057494,0.33150074893524895,105.06893348024666,P24394,IL4R,Inflammation,Unique Protein
OID20577,924,0.09457670592331766,0.031682806433432985,0.0029111960223773196,0.17467399000688585,85.37642620898507,Q9NWZ3,IRAK4,Inflammation,Unique Protein
OID20578,924,0.015936472763510606,0.032029988902511554,0.6189234456462543,0.8036931282203471,58.5971974790518,Q14773,ICAM4,Inflammation,Unique Protein
OID20579,924,0.08637051338561226,0.03146621371599563,0.006173749983879913,0.17467399000688585,90.33391965398077,Q16698,DECR1,Inflammation,Unique Protein
OID20580,924,0.0684923240291499,0.02986463634391687,0.02205247349354177,0.17486788232914327,86.59952620728205,O60449,LY75,Inflammation,Unique Protein
OID20581,924,-0.0012748357741590196,0.029912068300182747,0.9660143158468655,0.9835791606986622,51.033859919033,Q9UKX5,ITGA11,Inflammation,Unique Protein
OID20582,924,0.08896778685393855,0.03199528792720228,0.005537843652323256,0.17467399000688585,77.89460124641666,O15169,AXIN1,Inflammation,Unique Protein
OID20583,924,0.06303911124579513,0.03184779650898647,0.048075806955309296,0.2205334023312967,90.65787819437625,P50995,ANXA11,Inflammation,Unique Protein
OID20584,924,0.004709151583519309,0.03234852742290307,0.8842890341194344,0.9461115837229527,61.068804974909185,P01730,CD4,Inflammation,Unique Protein
OID20585,924,0.039173460209948864,0.03228960404592768,0.22537402031832937,0.4825459469457629,73.00236880847226,Q9NRM6,IL17RB,Inflammation,Unique Protein
OID20586,661,-0.05746961038061807,0.03479425852104021,0.09908663397952727,0.30976495307182694,12.046786724702404,P01374,LTA,Inflammation,Unique Protein
OID20587,924,0.08441966444187024,0.030476047920333905,0.0057200684258996385,0.17467399000688585,66.58333917511354,Q6ZUJ8,PIK3AP1,Inflammation,Unique Protein
OID20588,924,0.08421730298137824,0.031608239493081516,0.007849874291619862,0.17467399000688585,92.74666276959444,P16455,MGMT,Inflammation,Unique Protein
OID20589,924,0.08251853353241541,0.03171782511534461,0.00942964534375923,0.17467399000688585,90.56884703955723,O94992,HEXIM1,Inflammation,Unique Protein
OID20590,924,0.04528410957097673,0.029509440623261413,0.12524136890689683,0.3493816619477155,100.2382749089628,Q6UXB4,CLEC4G,Inflammation,Unique Protein
OID20591,924,-0.01790453517477559,0.029547408969043034,0.5446938837675397,0.7497353608306502,80.39379509894704,P20783,NTF3,Inflammation,Unique Protein
OID20592,924,0.05435234541911555,0.03160612075547663,0.08583367748840469,0.2893792840814382,50.56136397496477,O14788,TNFSF11,Inflammation,Unique Protein
OID20593,924,0.017734497411532903,0.03015504461420216,0.556605198353515,0.7561409750183576,97.41443629626819,Q29980_Q29983,MICB_MICA,Inflammation,Unique Protein
OID20594,924,0.07949013199632281,0.032026183715985125,0.0132442721151768,0.17467399000688585,101.49166638537316,Q8NDB2,BANK1,Inflammation,Unique Protein
OID20595,924,0.04575710820229627,0.028823143322663593,0.1127466255216174,0.33173880145172385,103.05686744657059,Q8TD46,CD200R1,Inflammation,Unique Protein
OID20596,924,-0.01563865221593987,0.034938462523839656,0.6545451999738986,0.8264753975192454,65.31756231097926,P08727,KRT19,Inflammation,Unique Protein
OID20597,924,0.05908304296532749,0.031523976846060855,0.061222027029890394,0.24380248138559613,140.8327448120885,Q9HCM2,PLXNA4,Inflammation,Unique Protein
OID20598,690,-0.003796073033346936,0.03548703235130244,0.9148442863149913,0.9590164974340482,87.5980153537238,P28827,PTPRM,Inflammation,Unique Protein
OID20599,924,-0.06445662364701041,0.03190199524708914,0.04363074209525949,0.214701446371117,81.1793586222104,P32970,CD70,Inflammation,Unique Protein
OID20600,924,-0.004584138882111639,0.03280884544565559,0.888910285565515,0.9482791112072995,54.02900827441018,P01135,TGFA,Inflammation,Unique Protein
OID20601,924,-0.002970432680551209,0.031839334809973585,0.925690349604551,0.9642882722359595,101.10872644207676,Q01344,IL5RA,Inflammation,Unique Protein
OID20602,924,0.01521059885194571,0.03241946101141736,0.6390534405524673,0.8192777222521324,63.44946399214349,Q9NQ25,SLAMF7,Inflammation,Unique Protein
OID20603,924,0.026107790455364155,0.030868749670363276,0.3979064190266334,0.6484040428793325,84.86867745051259,P41217,CD200,Inflammation,Unique Protein
OID20604,895,0.06687808308786448,0.030322583348052,0.027674894580472217,0.1867636789700508,55.56893756964642,P10144,GZMB,Inflammation,Unique Protein
OID20605,924,0.0270974793200663,0.03065105826830516,0.3768972966782159,0.6298861053118496,81.01828136021575,P24001,IL32,Inflammation,Unique Protein
OID20606,924,0.02162013303723278,0.03090338403607235,0.4843547801371003,0.71539617096551,79.47221636535527,P42702,LIFR,Inflammation,Unique Protein
