OlinkID,epvs_basalganglia_1_nobs,epvs_basalganglia_1_beta,epvs_basalganglia_1_se,epvs_basalganglia_1_pvalue,epvs_basalganglia_1_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20438,906,-0.02811276046358102,0.030708216071614936,0.36018930379208325,0.9987500805629036,19.364964768188074,Q6UXK5,LRRN1,Inflammation,Unique Protein
OID20439,906,-0.003755600119715712,0.029476115702499115,0.8986435835512392,0.9987500805629036,22.640700870887816,Q9HCU5,PREB,Inflammation,Unique Protein
OID20440,906,-0.021186543161034584,0.02912092573837704,0.467089860675897,0.9987500805629036,75.51413479301999,Q13007,IL24,Inflammation,Unique Protein
OID20441,906,0.04467435281107563,0.030107474465409814,0.1382106571442996,0.9987500805629036,56.82637189594944,Q9UPV0,CEP164,Inflammation,Unique Protein
OID20442,906,-0.0019297522381228444,0.0300077479017052,0.9487391512538678,0.9987500805629036,44.44320334646435,O60934,NBN,Inflammation,Unique Protein
OID20443,906,0.0051274704372641575,0.02990177455216895,0.8638878567876733,0.9987500805629036,44.00918429661865,Q96P31,FCRL3,Inflammation,Unique Protein
OID20444,906,-0.010326213491478893,0.029677295805092572,0.727960610204007,0.9987500805629036,46.23530058211611,Q9Y478,PRKAB1,Inflammation,Unique Protein
OID20445,906,0.036918623070964184,0.02822348363970456,0.19118562476607087,0.9987500805629036,49.70535334698695,Q8TCS8,PNPT1,Inflammation,Unique Protein
OID20446,906,-0.012784784603317757,0.028733461446143325,0.6564690630527235,0.9987500805629036,45.46664449338745,Q5T4W7,ARTN,Inflammation,Unique Protein
OID20447,906,-0.004311581213270122,0.030058947854734418,0.8859773345839742,0.9987500805629036,38.675053486387775,Q5R372,RABGAP1L,Inflammation,Unique Protein
OID20448,906,-0.029103267377665797,0.029424044982210608,0.3228857870380828,0.9987500805629036,45.278415623434164,Q969V3,NCLN,Inflammation,Unique Protein
OID20449,906,-0.01833386794922341,0.0322174698229325,0.5694558759235556,0.9987500805629036,26.739425433157088,Q8N6P7,IL22RA1,Inflammation,Unique Protein
OID20450,906,-0.014097740759541132,0.0295506023281332,0.6334293505951103,0.9987500805629036,80.80649988561991,P14784,IL2RB,Inflammation,Unique Protein
OID20451,906,0.038106902237319995,0.030006947165136976,0.20444160533111055,0.9987500805629036,66.67122054021792,Q13459,MYO9B,Inflammation,Unique Protein
OID20452,906,0.018129572568101996,0.029421129417904236,0.5379150511093991,0.9987500805629036,43.18469629954743,P19801,AOC1,Inflammation,Unique Protein
OID20453,906,-0.05150495353713821,0.030908936197771037,0.09599895894994569,0.9987500805629036,40.919860523329646,Q9NYY1,IL20,Inflammation,Unique Protein
OID20454,906,-0.022081495077978647,0.029878028370456413,0.4600700133525817,0.9987500805629036,51.46574703245831,P57771,RGS8,Inflammation,Unique Protein
OID20455,906,0.05149996037673723,0.029753401938582478,0.08381975863218978,0.9987500805629036,55.82004800111024,P20809,IL11,Inflammation,Unique Protein
OID20456,906,0.009262234387586605,0.030676047924689705,0.7627710954695868,0.9987500805629036,35.59066468465264,Q96PD4,IL17F,Inflammation,Unique Protein
OID20457,906,0.003531970539315115,0.030090202801550406,0.9065860551131366,0.9987500805629036,27.715294351221438,O76038,SCGN,Inflammation,Unique Protein
OID20458,906,-0.02594005603580263,0.03488064412979901,0.4572673792559073,0.9987500805629036,22.895760871873936,O95715,CXCL14,Inflammation,Unique Protein
OID20459,906,0.02533696076941987,0.03228790410428578,0.43282805109124456,0.9987500805629036,42.91391019809134,Q03426,MVK,Inflammation,Unique Protein
OID20460,906,0.032021089164218655,0.03673347496154065,0.3836010336483179,0.9987500805629036,24.723663701784666,O14904,WNT9A,Inflammation,Unique Protein
OID20461,906,-2.210720621033644e-4,0.03080488777147404,0.9942756294344277,0.9987500805629036,25.622946262790535,P26951,IL3RA,Inflammation,Unique Protein
OID20462,906,-0.00742551941915918,0.030523172730991997,0.8078489466787033,0.9987500805629036,50.50284146528743,Q9Y3P8,SIT1,Inflammation,Unique Protein
OID20463,906,-0.031486248668698535,0.030612436162263463,0.30397517265800245,0.9987500805629036,50.38439245319846,Q96DB9,FXYD5,Inflammation,Unique Protein
OID20464,906,0.008552995364668548,0.029416543824348662,0.7713072103563963,0.9987500805629036,31.39252946275289,P48061,CXCL12,Inflammation,Unique Protein
OID20465,906,0.03325492866821919,0.0287740254098528,0.24810495596374987,0.9987500805629036,93.34567480944578,Q99748,NRTN,Inflammation,Unique Protein
OID20466,906,-0.04039103855203893,0.030033751353297694,0.1790170192703218,0.9987500805629036,52.523655670984105,Q13574,DGKZ,Inflammation,Unique Protein
OID20467,906,0.0425987401631116,0.02858928097639852,0.13657438612697742,0.9987500805629036,71.34113034190173,Q9Y2J8,PADI2,Inflammation,Unique Protein
OID20468,906,-0.024528290278875105,0.029915081715147732,0.41247669978264123,0.9987500805629036,34.678108091141276,Q04759,PRKCQ,Inflammation,Unique Protein
OID20469,906,-0.020428149215131686,0.03108147288060973,0.5111943390019059,0.9987500805629036,36.018458890942085,Q16552,IL17A,Inflammation,Unique Protein
OID20470,906,0.025106293628559262,0.029406795754671065,0.3934702514227819,0.9987500805629036,55.484820070661044,Q12968,NFATC3,Inflammation,Unique Protein
OID20471,906,0.0012276911837200005,0.03023950968674545,0.9676248190043742,0.9987500805629036,32.05506790402733,Q14435,GALNT3,Inflammation,Unique Protein
OID20472,906,-0.033685455916759775,0.028495848531638772,0.23747675124764084,0.9987500805629036,227.40039641593364,P05113,IL5,Inflammation,Unique Protein
OID20474,906,-0.003681354789475263,0.031555327661912054,0.9071532181844342,0.9987500805629036,93.5573090043232,Q92844,TANK,Inflammation,Unique Protein
OID20475,906,5.349259937631156e-4,0.030021430490354325,0.9857879556250206,0.9987500805629036,53.147909247082914,O43597,SPRY2,Inflammation,Unique Protein
OID20476,906,0.02732118879959817,0.02838058725414928,0.3359755433291134,0.9987500805629036,57.45545121182689,P13693,TPT1,Inflammation,Unique Protein
OID20477,906,-0.0022320357551718502,0.030384625285827235,0.9414571842453203,0.9987500805629036,29.84380214223052,Q9P0M4,IL17C,Inflammation,Unique Protein
OID20478,906,0.034852976850757965,0.030964574329000835,0.2606505899938041,0.9987500805629036,62.73898880804235,Q7Z739,YTHDF3,Inflammation,Unique Protein
OID20479,906,0.006031424041708084,0.029882485958997614,0.8400897357206222,0.9987500805629036,87.44809687119948,P42768,WAS,Inflammation,Unique Protein
OID20480,906,-0.047030886480107226,0.03135236593385854,0.1339521380763138,0.9987500805629036,28.158218528372636,Q96RJ3,TNFRSF13C,Inflammation,Unique Protein
OID20481,906,0.006828049457272799,0.033093427023885645,0.8365834250843844,0.9987500805629036,21.458639145475576,Q8TAD2,IL17D,Inflammation,Unique Protein
OID20482,906,-0.02996416742833679,0.02928697644951135,0.3065297795458836,0.9987500805629036,33.11668223854103,Q7Z6M3,MILR1,Inflammation,Unique Protein
OID20483,906,-0.0030936791342620457,0.030049037048125008,0.9180225503325785,0.9987500805629036,54.267786947268434,P30048,PRDX3,Inflammation,Unique Protein
OID20484,906,-0.00694811227492798,0.030391416090532666,0.8192164705656738,0.9987500805629036,58.28255146295594,Q05084,ICA1,Inflammation,Unique Protein
OID20485,906,-0.029145714985593596,0.030376011507557605,0.33757039951699297,0.9987500805629036,50.81218534346018,P51617,IRAK1,Inflammation,Unique Protein
OID20486,906,0.009275623032996208,0.03230433869024006,0.7740782167513771,0.9987500805629036,30.73961270092449,P42701,IL12RB1,Inflammation,Unique Protein
OID20487,906,-0.01467681118134991,0.030403393671158994,0.6294027510538986,0.9987500805629036,19.44692797833961,Q9HB29,IL1RL2,Inflammation,Unique Protein
OID20488,906,0.04180877728258604,0.03095313989251538,0.1771333514238082,0.9987500805629036,81.5285370697488,P01583,IL1A,Inflammation,Unique Protein
OID20489,906,-0.01792409839065542,0.029960938015658908,0.5498271050925889,0.9987500805629036,145.4420077965507,P32456,GBP2,Inflammation,Unique Protein
OID20490,906,-0.002793487649785062,0.03345485313787846,0.9334727053668885,0.9987500805629036,20.33940827167288,P12034,FGF5,Inflammation,Unique Protein
OID20491,906,-0.02327683458515174,0.032041734862196705,0.46775303002015167,0.9987500805629036,23.803597387284064,P09919,CSF3,Inflammation,Unique Protein
OID20492,906,-0.05390351818480785,0.030426345338568882,0.07680431959120089,0.9987500805629036,34.89963183705086,Q9BXJ7,AMN,Inflammation,Unique Protein
OID20493,906,-0.06009627707355484,0.03317118236290766,0.07037158915538613,0.9987500805629036,20.54185331430291,P18564,ITGB6,Inflammation,Unique Protein
OID20494,906,-0.012441502297897918,0.03192811801350955,0.6968727620475322,0.9987500805629036,27.215383032164432,P01591,JCHAIN,Inflammation,Unique Protein
OID20495,906,0.052662303044131796,0.029982069844094045,0.07935613854736116,0.9987500805629036,48.11407969094256,P01579,IFNG,Inflammation,Unique Protein
OID20496,906,-0.00287843293091094,0.031162169317863985,0.9264254266817176,0.9987500805629036,42.45631465890214,Q13291,SLAMF1,Inflammation,Unique Protein
OID20497,906,0.0016182149486059652,0.030519757602372178,0.9577264531649532,0.9987500805629036,30.128035539841946,Q8N8S7,ENAH,Inflammation,Unique Protein
OID20498,906,0.08426584728900029,0.032007381987259234,0.008618711544375487,0.9987500805629036,36.92574890220236,Q13261,IL15RA,Inflammation,Unique Protein
OID20500,906,0.04596805078879551,0.02991963345413242,0.12480201479374323,0.9987500805629036,43.30907682387938,P09874,PARP1,Inflammation,Unique Protein
OID20501,906,-0.03368664717726994,0.031981742540963226,0.29248735365668105,0.9987500805629036,62.78308820519409,Q0Z7S8,FABP9,Inflammation,Unique Protein
OID20502,906,-0.036723295506430595,0.02972762237517408,0.21703752096504655,0.9987500805629036,41.679833530779945,P78362,SRPK2,Inflammation,Unique Protein
OID20503,906,-2.8446486232310084e-4,0.03106739473127842,0.992696433986324,0.9987500805629036,53.39188622314336,P09038,FGF2,Inflammation,Unique Protein
OID20504,906,-0.01640297141030092,0.029539573104475834,0.5788381493417132,0.9987500805629036,99.68422521826136,O43736,ITM2A,Inflammation,Unique Protein
OID20505,906,-0.009983620328772072,0.0300971463412307,0.7401844682719763,0.9987500805629036,48.30109230697975,O14867,BACH1,Inflammation,Unique Protein
OID20506,906,-0.007054850021451665,0.029147637278222567,0.8088064788039362,0.9987500805629036,83.44692941519092,Q8IU57,IFNLR1,Inflammation,Unique Protein
OID20507,906,0.02059712070011088,0.02990437829535714,0.49115122036475567,0.9987500805629036,76.43223444512378,Q12933,TRAF2,Inflammation,Unique Protein
OID20508,906,0.026080255963048336,0.030292439644376005,0.38949939556406876,0.9987500805629036,46.51509694776605,Q06520,SULT2A1,Inflammation,Unique Protein
OID20509,906,-0.02602420413426245,0.03271447470197453,0.42653910645878756,0.9987500805629036,37.36635761639649,O60575,SPINK4,Inflammation,Unique Protein
OID20510,906,-0.014660639760962857,0.03048645750908843,0.6307135078250389,0.9987500805629036,64.45880806202582,Q9Y5A7,NUB1,Inflammation,Unique Protein
OID20511,906,0.011387959816847983,0.03793468308084572,0.7640958284896802,0.9987500805629036,54.50712608163738,O60542,PSPN,Inflammation,Unique Protein
OID20512,906,0.01886442987591487,0.03010871750796286,0.531120083265527,0.9987500805629036,34.70943459958243,P30838,ALDH3A1,Inflammation,Unique Protein
OID20513,660,0.005260656949999905,0.03764311034227587,0.8889009470405139,0.9987500805629036,15.682269173284974,O43521-2,BCL2L11,Inflammation,Unique Protein
OID20514,906,-0.03650591420462021,0.029728034764385958,0.2197752496416997,0.9987500805629036,44.70559502976316,O60880,SH2D1A,Inflammation,Unique Protein
OID20515,906,-0.00971304248837561,0.029874056234714768,0.7451573221529377,0.9987500805629036,60.081422057647885,Q12778,FOXO1,Inflammation,Unique Protein
OID20516,906,-0.028969787749871505,0.029790610200133644,0.33109425587112284,0.9987500805629036,53.30873905513184,Q7L8A9,VASH1,Inflammation,Unique Protein
OID20517,660,0.007105822420607792,0.03374818898056459,0.8333023935379981,0.9987500805629036,31.23319857161131,P55957,BID,Inflammation,Unique Protein
OID20519,906,-0.007947707012979283,0.03001007631544013,0.7911986068432776,0.9987500805629036,75.02816785034094,Q6UB28,METAP1D,Inflammation,Unique Protein
OID20520,906,-0.015640655665782315,0.03038752306753992,0.606886791109022,0.9987500805629036,71.41855606479862,P01903,HLA-DRA,Inflammation,Unique Protein
OID20521,906,0.02547431228331946,0.031718066915374404,0.42210489737316303,0.9987500805629036,110.97108267175035,Q92609,TBC1D5,Inflammation,Unique Protein
OID20522,906,6.027845670929098e-4,0.031090213934291237,0.9845357658832697,0.9987500805629036,48.722202726570735,P01588,EPO,Inflammation,Unique Protein
OID20523,906,0.030209482039154904,0.03094182152838904,0.329167197950077,0.9987500805629036,73.8302470220435,P80098,CCL7,Inflammation,Unique Protein
OID20524,906,-0.010566748716874439,0.03048707482624309,0.7289760897782877,0.9987500805629036,101.9112873812316,Q9UN19,DAPP1,Inflammation,Unique Protein
OID20525,906,0.039785352331734726,0.029845143216197027,0.18285571350095645,0.9987500805629036,92.21140517434728,Q9UNE0,EDAR,Inflammation,Unique Protein
OID20526,906,-0.016824483690248037,0.03100323438034595,0.5874947389806994,0.9987500805629036,69.31220536517434,Q9C035,TRIM5,Inflammation,Unique Protein
OID20527,906,0.03979751512244694,0.02965065219286912,0.17987128186485604,0.9987500805629036,47.96321183811114,Q8N608,DPP10,Inflammation,Unique Protein
OID20528,906,0.027008238446236767,0.02992238773701496,0.36697893029658946,0.9987500805629036,35.370311091525835,P23229,ITGA6,Inflammation,Unique Protein
OID20529,906,-0.013619955079745982,0.03162738201987334,0.6668365218676395,0.9987500805629036,85.77068448749249,Q6DN72,FCRL6,Inflammation,Unique Protein
OID20530,906,-0.007946233548024595,0.030036994670439885,0.7914191781227751,0.9987500805629036,70.62788936127308,P33241,LSP1,Inflammation,Unique Protein
OID20531,906,-0.023140362588278604,0.02974724537889345,0.43683649769749566,0.9987500805629036,47.40678950301222,Q9UNK0,STX8,Inflammation,Unique Protein
OID20532,906,-0.009423571061576558,0.03397254987262973,0.7815471978054144,0.9987500805629036,27.811981883847615,P13747,HLA-E,Inflammation,Unique Protein
OID20533,906,-0.03897584857073181,0.029990377581817027,0.19407285241069924,0.9987500805629036,102.85456666246957,P19474,TRIM21,Inflammation,Unique Protein
OID20534,906,-0.016192327297235114,0.029314102506066902,0.5808322540316385,0.9987500805629036,96.05089974165296,O75475,PSIP1,Inflammation,Unique Protein
OID20535,906,0.030780311124061942,0.030419111262069875,0.3118751239809256,0.9987500805629036,66.34786773764874,P13232,IL7,Inflammation,Unique Protein
OID20536,906,-0.010615541324241992,0.029384326049515245,0.717987352298412,0.9987500805629036,71.15817713678194,Q8IVG5,SAMD9L,Inflammation,Unique Protein
OID20537,906,0.022123052614479215,0.03086260151582252,0.4736720597696612,0.9987500805629036,58.00730195794487,Q96LC7,SIGLEC10,Inflammation,Unique Protein
OID20538,906,0.02395079453987516,0.030121739190478374,0.4267494624610749,0.9987500805629036,86.09319063975178,B1AKI9,ISM1,Inflammation,Unique Protein
OID20539,906,0.013250280173769724,0.0328685248426534,0.6869502555742355,0.9987500805629036,50.405627485248935,Q6ZMH5,SLC39A5,Inflammation,Unique Protein
OID20540,906,0.022535238408897193,0.03187119273240828,0.4797078745371244,0.9987500805629036,62.63123934447196,P78410,BTN3A2,Inflammation,Unique Protein
OID20541,906,-0.0193431511007219,0.03259105310175825,0.5529909946590899,0.9987500805629036,66.30479381023342,P12872,MLN,Inflammation,Unique Protein
OID20542,906,-0.007904970098815597,0.03026550596125009,0.7940087977225594,0.9987500805629036,69.62510000165577,Q12765,SCRN1,Inflammation,Unique Protein
OID20543,906,-0.0052250642178327976,0.04136322815714532,0.899506178046671,0.9987500805629036,66.5099122979768,P58294,PROK1,Inflammation,Unique Protein
OID20544,906,-0.007375392192654851,0.02991456868091438,0.8053149004887035,0.9987500805629036,75.19360848127108,Q9Y6K9,IKBKG,Inflammation,Unique Protein
OID20545,906,-0.01488825422246958,0.030287126809598705,0.6231451207685639,0.9987500805629036,69.06036574521553,O95644,NFATC1,Inflammation,Unique Protein
OID20546,906,-0.04973452891463965,0.03002058125566071,0.09793882462365171,0.9987500805629036,88.08322803526029,Q9Y258,CCL26,Inflammation,Unique Protein
OID20547,906,-0.02883037961085937,0.030236877147461563,0.3406055227439392,0.9987500805629036,81.08055680909513,Q8WTT0,CLEC4C,Inflammation,Unique Protein
OID20548,906,-0.04905367605456546,0.033819017195569775,0.14728051731241526,0.9987500805629036,75.69468894964902,Q3KPI0,CEACAM21,Inflammation,Unique Protein
OID20549,906,0.03443039437781381,0.031034959642291155,0.2675564491204631,0.9987500805629036,56.53423121365311,Q9BT73,PSMG3,Inflammation,Unique Protein
OID20550,906,-0.02087842845856433,0.031236609414441424,0.504055256797596,0.9987500805629036,30.00772866031804,P20849,COL9A1,Inflammation,Unique Protein
OID20551,906,0.007877298078815586,0.030158767107296248,0.7940035110371676,0.9987500805629036,85.89328641017245,Q9HD26,GOPC,Inflammation,Unique Protein
OID20552,906,-0.00801065527091179,0.02986449985610063,0.7885822733036467,0.9987500805629036,80.89478871643234,P52564,MAP2K6,Inflammation,Unique Protein
OID20553,906,-0.029515204642549222,0.030211382200102856,0.3288579842757632,0.9987500805629036,100.87404258600503,Q9H0P0,NT5C3A,Inflammation,Unique Protein
OID20554,906,-0.015376132322511617,0.029830769418890707,0.6063707014452816,0.9987500805629036,80.26654083582852,Q9NZN5,ARHGEF12,Inflammation,Unique Protein
OID20555,906,0.016590339851314154,0.03066017153110282,0.5885722636056436,0.9987500805629036,53.29948959992578,P42575,CASP2,Inflammation,Unique Protein
OID20556,906,-0.06044237773055355,0.030196141018419848,0.045626606069934426,0.9987500805629036,48.15449658377204,Q9UHC6,CNTNAP2,Inflammation,Unique Protein
OID20557,906,-0.011667338699377664,0.031063077189496358,0.7073032766523457,0.9987500805629036,39.768648424664924,P45984,MAPK9,Inflammation,Unique Protein
OID20558,906,-0.017097488868879206,0.03025436563073924,0.5721323450133244,0.9987500805629036,64.74483012842174,P11274,BCR,Inflammation,Unique Protein
OID20559,906,0.009320302769361745,0.030079543014805935,0.7567441011070506,0.9987500805629036,129.71720219537343,Q9UDT6,CLIP2,Inflammation,Unique Protein
OID20560,906,0.03172308426592752,0.03232876938955585,0.326730636020489,0.9987500805629036,55.29720477290084,Q14242,SELPLG,Inflammation,Unique Protein
OID20561,906,0.0012935156995076205,0.032296966052903615,0.9680617590196258,0.9987500805629036,62.164310837017965,P78310,CXADR,Inflammation,Unique Protein
OID20562,906,0.06590036949661578,0.031988788961163105,0.039680408178586535,0.9987500805629036,93.82640274758985,P40933,IL15,Inflammation,Unique Protein
OID20564,906,-0.011523827360176493,0.029939137420135535,0.700397821629314,0.9987500805629036,63.14186270648111,P24071,FCAR,Inflammation,Unique Protein
OID20565,906,0.028411092168650395,0.031069845003591598,0.3607420855398825,0.9987500805629036,85.69676119163287,Q01151,CD83,Inflammation,Unique Protein
OID20566,906,0.010949792637478934,0.03341070296050378,0.7431910888672186,0.9987500805629036,49.78110962295631,O76036,NCR1,Inflammation,Unique Protein
OID20567,906,-2.6552726808658125e-5,0.029166330698354698,0.9992738196179898,0.9993143063610312,107.12619514575314,P19878,NCF2,Inflammation,Unique Protein
OID20568,906,-0.011122745389963027,0.03763438979643088,0.767645166988864,0.9987500805629036,83.34331953915446,P23582,NPPC,Inflammation,Unique Protein
OID20569,906,-0.020602894923931494,0.03054423925174694,0.5001530827332502,0.9987500805629036,69.46645688786874,Q9NRJ3,CCL28,Inflammation,Unique Protein
OID20570,906,0.023087459520981898,0.03058427311921713,0.45052197876817346,0.9987500805629036,114.64157433465974,P26022,PTX3,Inflammation,Unique Protein
OID20571,906,0.013040777766554806,0.03219753045263129,0.685557742058857,0.9987500805629036,58.83530865108468,Q03431,PTH1R,Inflammation,Unique Protein
OID20572,906,-0.009143154106789963,0.03032395307716127,0.7630920368967619,0.9987500805629036,57.58704425723858,Q9GZT9,EGLN1,Inflammation,Unique Protein
OID20573,906,-0.008143721465242377,0.029460034196680775,0.7822802379069398,0.9987500805629036,88.34150674734654,Q9UMR7,CLEC4A,Inflammation,Unique Protein
OID20574,906,0.021874807787030017,0.030956432815869836,0.479981369393475,0.9987500805629036,111.88873380500684,P13725,OSM,Inflammation,Unique Protein
OID20575,906,0.03453614080594353,0.03048213127360971,0.2575230170311415,0.9987500805629036,55.39849803317837,P28845,HSD11B1,Inflammation,Unique Protein
OID20576,906,0.010495205820470387,0.029848650487438854,0.7252114956711833,0.9987500805629036,105.06893348024666,P24394,IL4R,Inflammation,Unique Protein
OID20577,906,-0.015274990013679728,0.03022875704162985,0.6134648300497647,0.9987500805629036,85.37642620898507,Q9NWZ3,IRAK4,Inflammation,Unique Protein
OID20578,906,0.0012577830747832074,0.03134584836007528,0.9680017448573672,0.9987500805629036,58.5971974790518,Q14773,ICAM4,Inflammation,Unique Protein
OID20579,906,-0.02301548519436001,0.030028619816355046,0.44361223119859783,0.9987500805629036,90.33391965398077,Q16698,DECR1,Inflammation,Unique Protein
OID20580,906,0.030772852027470977,0.030309442734712175,0.31024575260993975,0.9987500805629036,86.59952620728205,O60449,LY75,Inflammation,Unique Protein
OID20581,906,-0.032128370025961535,0.029849458469898484,0.2820658274006456,0.9987500805629036,51.033859919033,Q9UKX5,ITGA11,Inflammation,Unique Protein
OID20582,906,-0.011729520576931144,0.030094010495759847,0.6968059659132759,0.9987500805629036,77.89460124641666,O15169,AXIN1,Inflammation,Unique Protein
OID20583,906,-0.009134292598702095,0.02993503751815969,0.7603335128990101,0.9987500805629036,90.65787819437625,P50995,ANXA11,Inflammation,Unique Protein
OID20584,906,0.032309996375675526,0.03069693879677731,0.2928358953140912,0.9987500805629036,61.068804974909185,P01730,CD4,Inflammation,Unique Protein
OID20585,906,0.03512687070492201,0.03212138283036043,0.274443013964548,0.9987500805629036,73.00236880847226,Q9NRM6,IL17RB,Inflammation,Unique Protein
OID20586,660,0.042935499766791674,0.0351144448491037,0.2218830157858243,0.9987500805629036,12.046786724702404,P01374,LTA,Inflammation,Unique Protein
OID20587,906,-0.020421033256974825,0.030013434712177378,0.4964316483333371,0.9987500805629036,66.58333917511354,Q6ZUJ8,PIK3AP1,Inflammation,Unique Protein
OID20588,906,-0.00937498636532205,0.03034547975808432,0.7574386139208666,0.9987500805629036,92.74666276959444,P16455,MGMT,Inflammation,Unique Protein
OID20589,906,-0.008950688155116257,0.030160466062785603,0.7667126681069932,0.9987500805629036,90.56884703955723,O94992,HEXIM1,Inflammation,Unique Protein
OID20590,906,-0.0016197322018241785,0.02912468797700555,0.9556621021433779,0.9987500805629036,100.2382749089628,Q6UXB4,CLEC4G,Inflammation,Unique Protein
OID20591,906,0.010222070873218551,0.030374059455263024,0.7365439406401816,0.9987500805629036,80.39379509894704,P20783,NTF3,Inflammation,Unique Protein
OID20592,906,-0.04755393320459679,0.03125007037699075,0.1284362488909861,0.9987500805629036,50.56136397496477,O14788,TNFSF11,Inflammation,Unique Protein
OID20593,906,0.054732770208808415,0.029769935240543947,0.06632040746672667,0.9987500805629036,97.41443629626819,Q29980_Q29983,MICB_MICA,Inflammation,Unique Protein
OID20594,906,-6.465306541145485e-4,0.030133541341466875,0.9828871307987814,0.9987500805629036,101.49166638537316,Q8NDB2,BANK1,Inflammation,Unique Protein
OID20595,906,-0.016507462448187377,0.029106983487067237,0.5707693999349321,0.9987500805629036,103.05686744657059,Q8TD46,CD200R1,Inflammation,Unique Protein
OID20596,906,-0.004653358030193416,0.03258207435509479,0.8864652221835367,0.9987500805629036,65.31756231097926,P08727,KRT19,Inflammation,Unique Protein
OID20597,906,-0.0012807488630034829,0.02972272637483397,0.9656396130669149,0.9987500805629036,140.8327448120885,Q9HCM2,PLXNA4,Inflammation,Unique Protein
OID20598,906,-0.004409935049855841,0.030550592721448736,0.8852581100809958,0.9987500805629036,87.5980153537238,P28827,PTPRM,Inflammation,Unique Protein
OID20599,906,0.011172146210177123,0.031177412518888892,0.720173667933206,0.9987500805629036,81.1793586222104,P32970,CD70,Inflammation,Unique Protein
OID20600,906,2.475861660429969e-4,0.03186833289464111,0.9938030228262628,0.9987500805629036,54.02900827441018,P01135,TGFA,Inflammation,Unique Protein
OID20601,906,0.001640310918535446,0.030768680178645102,0.9574961138567033,0.9987500805629036,101.10872644207676,Q01344,IL5RA,Inflammation,Unique Protein
OID20602,906,-0.014349954311378454,0.03285331604726431,0.6623713261286941,0.9987500805629036,63.44946399214349,Q9NQ25,SLAMF7,Inflammation,Unique Protein
OID20603,906,-0.03976031669370391,0.03147529880105217,0.20684216686026538,0.9987500805629036,84.86867745051259,P41217,CD200,Inflammation,Unique Protein
OID20604,660,-0.01080989743858877,0.03576833218113079,0.7625830229455592,0.9987500805629036,55.56893756964642,P10144,GZMB,Inflammation,Unique Protein
