OlinkID,epvs_insula_1_nobs,epvs_insula_1_beta,epvs_insula_1_se,epvs_insula_1_pvalue,epvs_insula_1_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20460,906,-0.019822371185445456,0.041020110640701234,0.6290482347631224,0.9953590097212025,24.723663701784666,O14904,WNT9A,Inflammation,Unique Protein
OID20461,906,0.01266692871839431,0.034386811010376106,0.7126886105975409,0.9953590097212025,25.622946262790535,P26951,IL3RA,Inflammation,Unique Protein
OID20462,906,0.10737592691277971,0.033884179424124264,0.0015827176728102105,0.795842453667867,50.50284146528743,Q9Y3P8,SIT1,Inflammation,Unique Protein
OID20463,906,-0.03583466805900756,0.034173798878402585,0.2946485500300074,0.9953590097212025,50.38439245319846,Q96DB9,FXYD5,Inflammation,Unique Protein
OID20464,906,-0.009991855969582136,0.03283940342754716,0.760998198418615,0.9953590097212025,31.39252946275289,P48061,CXCL12,Inflammation,Unique Protein
OID20465,906,0.07069883448370924,0.03205846254184339,0.027689124276363625,0.9953590097212025,93.34567480944578,Q99748,NRTN,Inflammation,Unique Protein
OID20466,906,-0.013887304203041174,0.03355961203083167,0.6791136083498865,0.9953590097212025,52.523655670984105,Q13574,DGKZ,Inflammation,Unique Protein
OID20467,906,0.0016885841658385284,0.031956029858966055,0.9578706419942439,0.9953590097212025,71.34113034190173,Q9Y2J8,PADI2,Inflammation,Unique Protein
OID20468,906,-0.03522327112981104,0.033387787411463594,0.2917251366071233,0.9953590097212025,34.678108091141276,Q04759,PRKCQ,Inflammation,Unique Protein
OID20469,906,-0.011804079712622633,0.03470442445269124,0.7338380489055416,0.9953590097212025,36.018458890942085,Q16552,IL17A,Inflammation,Unique Protein
OID20470,906,0.01918393106086695,0.032835863267245365,0.5592098295233268,0.9953590097212025,55.484820070661044,Q12968,NFATC3,Inflammation,Unique Protein
OID20471,906,0.03693323226640037,0.033735450921521984,0.27390687223053034,0.9953590097212025,32.05506790402733,Q14435,GALNT3,Inflammation,Unique Protein
OID20472,906,-0.04057856293796529,0.031807588662595,0.20237867227712147,0.9953590097212025,227.40039641593364,P05113,IL5,Inflammation,Unique Protein
OID20474,906,0.004596842300456269,0.03522714461254301,0.8962072811962591,0.9953590097212025,93.5573090043232,Q92844,TANK,Inflammation,Unique Protein
OID20475,906,-0.04417024729810273,0.03348188977828896,0.18743448827138925,0.9953590097212025,53.147909247082914,O43597,SPRY2,Inflammation,Unique Protein
OID20476,906,-0.02500792590361735,0.03168849096608688,0.4302183674257598,0.9953590097212025,57.45545121182689,P13693,TPT1,Inflammation,Unique Protein
OID20477,906,-0.0023415999050316453,0.033920295531428,0.9449794295611271,0.9953590097212025,29.84380214223052,Q9P0M4,IL17C,Inflammation,Unique Protein
OID20478,906,-0.014100832581589206,0.03458922790794953,0.6836180242599955,0.9953590097212025,62.73898880804235,Q7Z739,YTHDF3,Inflammation,Unique Protein
OID20479,906,-0.028968510263635755,0.033346251302997426,0.3852368261215202,0.9953590097212025,87.44809687119948,P42768,WAS,Inflammation,Unique Protein
OID20480,906,0.018433867847453357,0.03503966769271401,0.598960621798952,0.9953590097212025,28.158218528372636,Q96RJ3,TNFRSF13C,Inflammation,Unique Protein
OID20481,906,0.004750460548907949,0.036944834592987065,0.8977172321494835,0.9953590097212025,21.458639145475576,Q8TAD2,IL17D,Inflammation,Unique Protein
OID20482,906,0.03865592207342329,0.03268841493522208,0.2373026285565434,0.9953590097212025,33.11668223854103,Q7Z6M3,MILR1,Inflammation,Unique Protein
OID20483,906,-0.01761823118278544,0.03354061207333088,0.5995198950933232,0.9953590097212025,54.267786947268434,P30048,PRDX3,Inflammation,Unique Protein
OID20484,906,-0.018254619156815543,0.03392331185077536,0.5906335947241785,0.9953590097212025,58.28255146295594,Q05084,ICA1,Inflammation,Unique Protein
OID20485,906,-0.002394137245715228,0.03392822519213608,0.9437601136336256,0.9953590097212025,50.81218534346018,P51617,IRAK1,Inflammation,Unique Protein
OID20486,906,0.06766002707916875,0.035993196063640646,0.06046395638344002,0.9953590097212025,30.73961270092449,P42701,IL12RB1,Inflammation,Unique Protein
OID20487,906,-0.017203556169798195,0.03394077740233622,0.6123725591319469,0.9953590097212025,19.44692797833961,Q9HB29,IL1RL2,Inflammation,Unique Protein
OID20488,906,-0.05085220908818106,0.03454828146391839,0.1413991475279857,0.9953590097212025,81.5285370697488,P01583,IL1A,Inflammation,Unique Protein
OID20489,906,0.05364637998505732,0.03340537169940515,0.10864845370178254,0.9953590097212025,145.4420077965507,P32456,GBP2,Inflammation,Unique Protein
OID20490,906,-0.010861526739457266,0.03734613403440515,0.7712464747895447,0.9953590097212025,20.33940827167288,P12034,FGF5,Inflammation,Unique Protein
OID20491,906,-0.015130663895231983,0.03577727632071583,0.6724618254285524,0.9953590097212025,23.803597387284064,P09919,CSF3,Inflammation,Unique Protein
OID20492,906,0.03800212370330852,0.034003089567070814,0.264038105426357,0.9953590097212025,34.89963183705086,Q9BXJ7,AMN,Inflammation,Unique Protein
OID20493,906,0.025428926071172496,0.03708991802602632,0.49314380095967547,0.9953590097212025,20.54185331430291,P18564,ITGB6,Inflammation,Unique Protein
